b21	b10	a01	a12	syl
r	g	o	i	false
r	g	o	l	false
r	g	o	m	false
r	g	o	n	false
r	g	o	p	false
r	g	o	r	false
r	g	o	s	false
r	g	o	t	false
r	g	o	u	false
r	g	o	v	false
r	g	o	z	false
r	g	r	a	false
r	g	r	i	false
r	g	u	-	false
r	g	u	c	false
r	g	u	i	false
r	g	u	l	false
r	g	u	m	false
r	g	u	n	false
r	g	u	r	false
r	g	u	s	false
r	g	u	t	false
r	g	u	v	false
r	g	u	ș	false
r	g	u	ț	false
r	g	â	n	false
r	g	â	r	false
r	g	ă	-	false
r	g	ă	d	false
r	g	ă	l	false
r	g	ă	m	false
r	g	ă	r	false
r	g	ă	s	false
r	g	ă	t	false
r	g	ă	u	false
r	g	ă	ț	false
r	h	a	-	false
r	h	a	i	false
r	h	a	l	false
r	h	a	m	false
r	h	a	n	false
r	h	a	r	false
r	h	a	t	false
r	h	e	-	false
r	h	e	b	false
r	h	e	g	false
r	h	e	i	false
r	h	e	l	false
r	h	e	n	false
r	h	e	o	false
r	h	e	t	false
r	h	i	-	false
r	h	i	a	false
r	h	i	c	false
r	h	i	d	false
r	h	i	e	false
r	h	i	f	false
r	h	i	g	false
r	h	i	i	false
r	h	i	l	false
r	h	i	m	false
r	h	i	o	false
r	h	i	p	false
r	h	i	r	false
r	h	i	s	false
r	h	i	t	false
r	h	i	v	false
r	h	i	z	false
r	h	i	ș	false
r	h	o	d	false
r	h	o	i	false
r	h	o	n	false
r	h	o	r	false
r	h	o	s	false
r	h	o	t	false
r	h	u	l	false
r	h	y	t	false
r	h	ă	-	false
r	h	ă	i	false
r	h	ă	l	false
r	h	ă	n	false
r	h	ă	t	false
r	i	a	-	false
r	i	a	-	true
r	i	a	b	false
r	i	a	b	true
r	i	a	c	false
r	i	a	c	true
r	i	a	d	false
r	i	a	d	true
r	i	a	g	true
r	i	a	i	false
r	i	a	i	true
r	i	a	j	false
r	i	a	j	true
r	i	a	l	false
r	i	a	l	true
r	i	a	m	false
r	i	a	m	true
r	i	a	n	false
r	i	a	n	true
r	i	a	p	true
r	i	a	r	false
r	i	a	r	true
r	i	a	s	false
r	i	a	s	true
r	i	a	t	false
r	i	a	t	true
r	i	a	u	false
r	i	a	u	true
r	i	a	x	false
r	i	a	z	false
r	i	a	z	true
r	i	a	ș	false
r	i	a	ș	true
r	i	a	ț	false
r	i	a	ț	true
r	i	b	-	false
r	i	b	a	true
r	i	b	e	true
r	i	b	i	false
r	i	b	i	true
r	i	b	l	true
r	i	b	o	true
r	i	b	r	true
r	i	b	u	true
r	i	b	ă	true
r	i	c	-	false
r	i	c	-	true
r	i	c	a	true
r	i	c	e	false
r	i	c	e	true
r	i	c	h	false
r	i	c	h	true
r	i	c	i	false
r	i	c	i	true
r	i	c	l	true
r	i	c	n	false
r	i	c	o	true
r	i	c	r	true
r	i	c	t	false
r	i	c	u	true
r	i	c	â	true
r	i	c	ă	true
r	i	c	ș	false
r	i	c	ț	false
r	i	d	-	false
r	i	d	a	true
r	i	d	e	true
r	i	d	g	false
r	i	d	g	true
r	i	d	i	false
r	i	d	i	true
r	i	d	o	true
r	i	d	r	true
r	i	d	u	true
r	i	d	v	false
r	i	d	â	true
r	i	d	ă	true
r	i	e	-	true
r	i	e	a	true
r	i	e	b	true
r	i	e	c	false
r	i	e	c	true
r	i	e	d	false
r	i	e	d	true
r	i	e	g	true
r	i	e	i	false
r	i	e	i	true
r	i	e	l	false
r	i	e	l	true
r	i	e	m	false
r	i	e	m	true
r	i	e	n	false
r	i	e	n	true
r	i	e	p	false
r	i	e	r	false
r	i	e	r	true
r	i	e	s	false
r	i	e	s	true
r	i	e	t	false
r	i	e	t	true
r	i	e	z	true
r	i	e	ș	true
r	i	e	ț	false
r	i	e	ț	true
r	i	f	-	false
r	i	f	a	true
r	i	f	e	true
r	i	f	i	false
r	i	f	i	true
r	i	f	l	true
r	i	f	o	true
r	i	f	r	true
r	i	f	t	false
r	i	f	t	true
r	i	f	u	true
r	i	f	â	true
r	i	f	ă	true
r	i	g	-	false
r	i	g	-	true
r	i	g	a	true
r	i	g	e	true
r	i	g	h	true
r	i	g	i	false
r	i	g	i	true
r	i	g	l	true
r	i	g	m	false
r	i	g	o	true
r	i	g	r	true
r	i	g	u	true
r	i	g	â	true
r	i	g	ă	true
r	i	h	a	true
r	i	h	e	true
r	i	h	o	true
r	i	h	t	false
r	i	h	ă	true
r	i	i	-	false
r	i	i	-	true
r	i	i	a	false
r	i	i	b	false
r	i	i	d	false
r	i	i	f	true
r	i	i	i	true
r	i	i	l	false
r	i	i	l	true
r	i	i	m	false
r	i	i	m	true
r	i	i	n	false
r	i	i	n	true
r	i	i	o	false
r	i	i	o	true
r	i	i	p	false
r	i	i	r	false
r	i	i	r	true
r	i	i	s	false
r	i	i	s	true
r	i	i	t	false
r	i	i	t	true
r	i	i	u	false
r	i	i	v	false
r	i	i	ș	false
r	i	i	ș	true
r	i	i	ț	true
r	i	j	a	true
r	i	j	e	true
r	i	j	i	false
r	i	j	i	true
r	i	j	m	false
r	i	j	n	false
r	i	j	o	true
r	i	j	u	true
r	i	j	â	true
r	i	j	ă	true
r	i	k	a	true
r	i	l	-	false
r	i	l	-	true
r	i	l	a	true
r	i	l	c	false
r	i	l	e	true
r	i	l	i	false
r	i	l	i	true
r	i	l	l	false
r	i	l	o	true
r	i	l	s	false
r	i	l	u	true
r	i	l	â	true
r	i	l	ă	true
r	i	m	-	false
r	i	m	-	true
r	i	m	a	true
r	i	m	b	false
r	i	m	e	true
r	i	m	i	false
r	i	m	i	true
r	i	m	m	false
r	i	m	o	false
r	i	m	o	true
r	i	m	p	false
r	i	m	s	false
r	i	m	u	true
r	i	m	v	false
r	i	m	â	true
r	i	m	ă	true
r	i	n	-	false
r	i	n	a	false
r	i	n	a	true
r	i	n	c	false
r	i	n	d	false
r	i	n	d	true
r	i	n	e	false
r	i	n	e	true
r	i	n	f	false
r	i	n	g	false
r	i	n	i	false
r	i	n	i	true
r	i	n	j	false
r	i	n	k	false
r	i	n	o	true
r	i	n	s	false
r	i	n	t	false
r	i	n	u	true
r	i	n	x	false
r	i	n	z	false
r	i	n	â	false
r	i	n	â	true
r	i	n	ă	true
r	i	n	ș	false
r	i	n	ț	false
r	i	o	-	true
r	i	o	a	false
r	i	o	a	true
r	i	o	b	false
r	i	o	b	true
r	i	o	c	false
r	i	o	c	true
r	i	o	d	false
r	i	o	d	true
r	i	o	e	true
r	i	o	f	false
r	i	o	f	true
r	i	o	g	false
r	i	o	g	true
r	i	o	i	false
r	i	o	i	true
r	i	o	l	false
r	i	o	l	true
r	i	o	m	false
r	i	o	m	true
r	i	o	n	false
r	i	o	n	true
r	i	o	o	false
r	i	o	p	false
r	i	o	p	true
r	i	o	r	false
r	i	o	r	true
r	i	o	s	false
r	i	o	s	true
r	i	o	t	false
r	i	o	t	true
r	i	o	u	true
r	i	o	x	true
r	i	o	z	false
r	i	o	z	true
r	i	o	ș	false
r	i	o	ș	true
r	i	o	ț	false
r	i	o	ț	true
r	i	p	-	false
r	i	p	a	true
r	i	p	c	false
r	i	p	e	true
r	i	p	i	false
r	i	p	i	true
r	i	p	l	true
r	i	p	n	false
r	i	p	o	true
r	i	p	s	false
r	i	p	t	false
r	i	p	t	true
r	i	p	u	true
r	i	p	â	true
r	i	p	ă	true
r	i	p	ț	false
r	i	p	ț	true
r	i	r	-	false
r	i	r	e	true
r	i	r	i	false
r	i	r	i	true
r	i	r	o	true
r	i	r	u	true
r	i	r	ă	true
r	i	s	-	false
r	i	s	-	true
r	i	s	a	true
r	i	s	b	false
r	i	s	c	false
r	i	s	c	true
r	i	s	d	false
r	i	s	e	false
r	i	s	e	true
r	i	s	f	false
r	i	s	f	true
r	i	s	i	true
r	i	s	l	false
r	i	s	m	false
r	i	s	o	true
r	i	s	p	false
r	i	s	p	true
r	i	s	t	false
r	i	s	t	true
r	i	s	u	true
r	i	s	â	true
r	i	s	ă	true
r	i	t	-	false
r	i	t	a	true
r	i	t	e	true
r	i	t	h	true
r	i	t	i	true
r	i	t	m	false
r	i	t	o	true
r	i	t	r	false
r	i	t	r	true
r	i	t	s	false
r	i	t	u	true
r	i	t	â	true
r	i	t	ă	true
r	i	u	-	false
r	i	u	-	true
r	i	u	l	false
r	i	u	l	true
r	i	u	m	false
r	i	u	m	true
r	i	u	n	true
r	i	u	r	false
r	i	u	r	true
r	i	u	z	false
r	i	u	ț	true
r	i	v	-	false
r	i	v	a	true
r	i	v	e	true
r	i	v	i	false
r	i	v	i	true
r	i	v	n	false
r	i	v	o	true
r	i	v	â	true
r	i	v	ă	true
r	i	x	-	false
r	i	x	u	true
r	i	z	-	false
r	i	z	a	true
r	i	z	b	false
r	i	z	e	true
r	i	z	i	false
r	i	z	i	true
r	i	z	o	true
r	i	z	u	true
r	i	z	z	false
r	i	z	â	true
r	i	z	ă	true
r	i	â	n	true
r	i	î	n	true
r	i	ă	-	true
r	i	ă	m	true
r	i	ș	-	false
r	i	ș	a	true
r	i	ș	c	false
r	i	ș	e	true
r	i	ș	i	false
r	i	ș	i	true
r	i	ș	n	false
r	i	ș	o	true
r	i	ș	t	false
r	i	ș	u	true
r	i	ș	â	true
r	i	ș	ă	true
r	i	ț	-	false
r	i	ț	a	true
r	i	ț	e	true
r	i	ț	i	false
r	i	ț	i	true
r	i	ț	o	true
r	i	ț	u	true
r	i	ț	â	true
r	i	ț	ă	true
r	j	a	-	false
r	j	a	b	false
r	j	a	d	false
r	j	a	i	false
r	j	a	l	false
r	j	a	m	false
r	j	a	n	false
r	j	a	r	false
r	j	a	s	false
r	j	a	t	false
r	j	a	u	false
r	j	a	ș	false
r	j	a	ț	false
r	j	e	-	false
r	j	e	a	false
r	j	e	c	false
r	j	e	i	false
r	j	e	l	false
r	j	e	r	false
r	j	e	s	false
r	j	e	t	false
r	j	e	z	false
r	j	e	ș	false
r	j	i	-	false
r	j	i	i	false
r	j	i	l	false
r	j	i	m	false
r	j	i	n	false
r	j	i	r	false
r	j	i	s	false
r	j	i	t	false
r	j	i	ș	false
r	j	i	ț	false
r	j	o	a	false
r	j	o	l	false
r	j	o	n	false
r	j	o	r	false
r	j	u	d	false
r	j	u	i	false
r	j	u	l	false
r	j	u	r	false
r	j	â	n	false
r	j	ă	-	false
r	j	ă	m	false
r	j	ă	r	false
r	k	e	l	false
r	k	e	t	false
r	k	e	z	false
r	k	i	a	false
r	k	i	l	false
r	k	i	n	false
r	k	m	e	false
r	k	u	l	false
r	l	a	-	false
r	l	a	c	false
r	l	a	g	false
r	l	a	i	false
r	l	a	j	false
r	l	a	l	false
r	l	a	m	false
r	l	a	n	false
r	l	a	r	false
r	l	a	s	false
r	l	a	t	false
r	l	a	u	false
r	l	a	v	false
r	l	a	ș	false
r	l	a	ț	false
r	l	e	-	false
r	l	e	a	false
r	l	e	c	false
r	l	e	i	false
r	l	e	l	false
r	l	e	o	false
r	l	e	s	false
r	l	e	t	false
r	l	e	z	false
r	l	e	ș	false
r	l	e	ț	false
r	l	i	-	false
r	l	i	a	false
r	l	i	c	false
r	l	i	e	false
r	l	i	f	false
r	l	i	g	false
r	l	i	h	false
r	l	i	i	false
r	l	i	m	false
r	l	i	n	false
r	l	i	o	false
r	l	i	r	false
r	l	i	s	false
r	l	i	t	false
r	l	i	u	false
r	l	i	ș	false
r	l	i	ț	false
r	l	o	a	false
r	l	o	c	false
r	l	o	f	false
r	l	o	g	false
r	l	o	i	false
r	l	o	n	false
r	l	o	p	false
r	l	o	s	false
r	l	o	t	false
r	l	o	ș	false
r	l	u	-	false
r	l	u	b	false
r	l	u	d	false
r	l	u	g	false
r	l	u	i	false
r	l	u	l	false
r	l	u	m	false
r	l	u	p	false
r	l	u	ș	false
r	l	u	ț	false
r	l	â	c	false
r	l	â	i	false
r	l	â	n	false
r	l	ă	-	false
r	l	ă	c	false
r	l	ă	d	false
r	l	ă	i	false
r	l	ă	m	false
r	l	ă	n	false
r	l	ă	r	false
r	l	ă	t	false
r	l	ă	u	false
r	m	a	-	false
r	m	a	b	false
r	m	a	c	false
r	m	a	d	false
r	m	a	f	false
r	m	a	f	true
r	m	a	g	false
r	m	a	h	false
r	m	a	i	false
r	m	a	j	false
r	m	a	l	false
r	m	a	l	true
r	m	a	m	false
r	m	a	m	true
r	m	a	n	false
r	m	a	p	false
r	m	a	r	false
r	m	a	s	false
r	m	a	t	false
r	m	a	u	false
r	m	a	z	false
r	m	a	ș	false
r	m	a	ț	false
r	m	e	-	false
r	m	e	a	false
r	m	e	c	false
r	m	e	d	false
r	m	e	f	false
r	m	e	i	false
r	m	e	l	false
r	m	e	n	false
r	m	e	r	false
r	m	e	s	false
r	m	e	t	false
r	m	e	z	false
r	m	e	ș	false
r	m	i	-	false
r	m	i	a	false
r	m	i	c	false
r	m	i	d	false
r	m	i	e	false
r	m	i	f	false
r	m	i	i	false
r	m	i	l	false
r	m	i	m	false
r	m	i	n	false
r	m	i	n	true
r	m	i	o	false
r	m	i	o	true
r	m	i	r	false
r	m	i	s	false
r	m	i	t	false
r	m	i	u	false
r	m	i	v	false
r	m	i	z	false
r	m	i	ș	false
r	m	i	ț	false
r	m	n	e	false
r	m	o	a	false
r	m	o	b	false
r	m	o	c	false
r	m	o	d	false
r	m	o	e	false
r	m	o	f	false
r	m	o	g	false
r	m	o	h	false
r	m	o	i	false
r	m	o	l	false
r	m	o	m	false
r	m	o	n	false
r	m	o	p	false
r	m	o	r	false
r	m	o	s	false
r	m	o	t	false
r	m	o	v	false
r	m	o	z	false
r	m	o	ș	false
r	m	u	i	false
r	m	u	l	false
r	m	u	r	false
r	m	u	s	false
r	m	u	t	false
r	m	u	z	false
r	m	u	ș	false
r	m	u	ț	false
r	m	â	n	false
r	m	â	r	false
r	m	â	z	false
r	m	ă	-	false
r	m	ă	c	false
r	m	ă	i	false
r	m	ă	l	false
r	m	ă	m	false
r	m	ă	n	false
r	m	ă	r	false
r	m	ă	s	false
r	m	ă	t	false
r	m	ă	ș	false
r	n	a	-	false
r	n	a	b	false
r	n	a	c	false
r	n	a	d	false
r	n	a	g	false
r	n	a	i	false
r	n	a	j	false
r	n	a	l	false
r	n	a	m	false
r	n	a	n	false
r	n	a	r	false
r	n	a	s	false
r	n	a	t	false
r	n	a	u	false
r	n	a	v	false
r	n	a	x	false
r	n	a	ș	false
r	n	a	ț	false
r	n	b	l	true
r	n	d	e	true
r	n	e	-	false
r	n	e	a	false
r	n	e	c	false
r	n	e	d	false
r	n	e	e	false
r	n	e	f	false
r	n	e	g	false
r	n	e	i	false
r	n	e	l	false
r	n	e	m	false
r	n	e	n	false
r	n	e	o	false
r	n	e	r	false
r	n	e	s	false
r	n	e	t	false
r	n	e	u	false
r	n	e	v	false
r	n	e	z	false
r	n	e	ș	false
r	n	e	ț	false
r	n	i	-	false
r	n	i	a	false
r	n	i	c	false
r	n	i	e	false
r	n	i	f	false
r	n	i	i	false
r	n	i	l	false
r	n	i	m	false
r	n	i	n	false
r	n	i	o	false
r	n	i	r	false
r	n	i	s	false
r	n	i	t	false
r	n	i	u	false
r	n	i	v	false
r	n	i	z	false
r	n	i	ș	false
r	n	i	ț	false
r	n	m	a	true
r	n	o	-	false
r	n	o	a	false
r	n	o	c	false
r	n	o	d	false
r	n	o	g	false
r	n	o	m	false
r	n	o	r	false
r	n	o	s	false
r	n	o	t	false
r	n	o	u	false
r	n	o	v	false
r	n	o	z	false
r	n	o	ș	false
r	n	s	t	false
r	n	s	t	true
r	n	u	-	false
r	n	u	i	false
r	n	u	l	false
r	n	u	m	false
r	n	u	n	false
r	n	u	r	false
r	n	u	s	false
r	n	u	t	false
r	n	u	z	false
r	n	u	ș	false
r	n	u	ț	false
r	n	â	i	false
r	n	â	n	false
r	n	ă	-	false
r	n	ă	c	false
r	n	ă	i	false
r	n	ă	m	false
r	n	ă	r	false
r	n	ă	t	false
r	n	ă	u	false
r	n	ă	v	false
r	n	ă	ț	false
r	o	a	-	true
r	o	a	b	false
r	o	a	c	false
r	o	a	c	true
r	o	a	d	false
r	o	a	d	true
r	o	a	e	true
r	o	a	f	false
r	o	a	f	true
r	o	a	g	false
r	o	a	g	true
r	o	a	h	false
r	o	a	i	false
r	o	a	i	true
r	o	a	j	false
r	o	a	l	false
r	o	a	l	true
r	o	a	m	false
r	o	a	m	true
r	o	a	n	false
r	o	a	n	true
r	o	a	p	false
r	o	a	p	true
r	o	a	r	false
r	o	a	s	false
r	o	a	s	true
r	o	a	t	false
r	o	a	t	true
r	o	a	u	true
r	o	a	v	false
r	o	a	v	true
r	o	a	z	false
r	o	a	ș	false
r	o	a	ț	true
r	o	b	-	false
r	o	b	-	true
r	o	b	a	true
r	o	b	d	false
r	o	b	e	true
r	o	b	i	false
r	o	b	i	true
r	o	b	l	true
r	o	b	o	true
r	o	b	r	true
r	o	b	s	false
r	o	b	u	true
r	o	b	â	true
r	o	b	ă	true
r	o	c	-	false
r	o	c	a	true
r	o	c	c	false
r	o	c	e	true
r	o	c	h	true
r	o	c	i	false
r	o	c	i	true
r	o	c	l	true
r	o	c	o	true
r	o	c	r	true
r	o	c	t	false
r	o	c	u	true
r	o	c	â	true
r	o	c	ă	true
r	o	d	-	false
r	o	d	a	false
r	o	d	a	true
r	o	d	d	false
r	o	d	e	true
r	o	d	i	true
r	o	d	n	false
r	o	d	o	true
r	o	d	r	true
r	o	d	u	true
r	o	d	â	true
r	o	d	ă	true
r	o	e	c	true
r	o	e	l	true
r	o	e	m	true
r	o	e	n	true
r	o	e	r	true
r	o	e	s	true
r	o	e	t	true
r	o	e	v	true
r	o	f	-	false
r	o	f	a	true
r	o	f	e	true
r	o	f	i	false
r	o	f	i	true
r	o	f	l	true
r	o	f	o	true
r	o	f	r	true
r	o	f	t	false
r	o	f	u	true
r	o	f	â	true
r	o	f	ă	true
r	o	g	-	false
r	o	g	-	true
r	o	g	a	true
r	o	g	e	true
r	o	g	h	true
r	o	g	i	false
r	o	g	i	true
r	o	g	l	true
r	o	g	n	false
r	o	g	n	true
r	o	g	o	true
r	o	g	r	true
r	o	g	u	true
r	o	g	â	true
r	o	g	ă	true
r	o	h	-	false
r	o	h	a	true
r	o	h	e	true
r	o	h	i	false
r	o	h	i	true
r	o	h	m	false
r	o	h	o	true
r	o	h	u	true
r	o	h	ă	true
r	o	i	-	false
r	o	i	-	true
r	o	i	a	true
r	o	i	b	false
r	o	i	c	false
r	o	i	c	true
r	o	i	d	false
r	o	i	d	true
r	o	i	e	true
r	o	i	i	true
r	o	i	l	false
r	o	i	l	true
r	o	i	m	true
r	o	i	n	false
r	o	i	n	true
r	o	i	o	true
r	o	i	p	false
r	o	i	r	true
r	o	i	s	true
r	o	i	t	true
r	o	i	u	false
r	o	i	u	true
r	o	i	z	false
r	o	i	z	true
r	o	i	ș	true
r	o	i	ț	true
r	o	j	d	false
r	o	j	e	true
r	o	j	i	true
r	o	j	n	false
r	o	j	u	true
r	o	k	e	true
r	o	l	-	false
r	o	l	a	true
r	o	l	e	true
r	o	l	f	false
r	o	l	g	false
r	o	l	i	false
r	o	l	i	true
r	o	l	o	true
r	o	l	u	true
r	o	l	â	true
r	o	l	ă	true
r	o	m	-	false
r	o	m	-	true
r	o	m	a	false
r	o	m	a	true
r	o	m	b	false
r	o	m	e	false
r	o	m	e	true
r	o	m	f	false
r	o	m	h	false
r	o	m	i	false
r	o	m	i	true
r	o	m	l	false
r	o	m	n	false
r	o	m	o	false
r	o	m	o	true
r	o	m	p	false
r	o	m	t	false
r	o	m	u	true
r	o	m	â	true
r	o	m	ă	true
r	o	n	-	false
r	o	n	-	true
r	o	n	a	false
r	o	n	a	true
r	o	n	c	false
r	o	n	d	false
r	o	n	d	true
r	o	n	e	true
r	o	n	f	false
r	o	n	g	false
r	o	n	h	false
r	o	n	i	false
r	o	n	i	true
r	o	n	j	false
r	o	n	o	true
r	o	n	p	false
r	o	n	r	false
r	o	n	s	false
r	o	n	t	false
r	o	n	u	true
r	o	n	v	false
r	o	n	z	false
r	o	n	â	true
r	o	n	ă	true
r	o	n	ș	false
r	o	n	ț	false
r	o	o	b	true
r	o	o	f	true
r	o	o	h	true
r	o	o	l	true
r	o	o	p	true
r	o	o	r	true
r	o	o	s	true
r	o	p	-	false
r	o	p	a	true
r	o	p	c	false
r	o	p	e	true
r	o	p	g	false
r	o	p	i	false
r	o	p	i	true
r	o	p	l	true
r	o	p	n	false
r	o	p	n	true
r	o	p	o	true
r	o	p	r	true
r	o	p	s	false
r	o	p	s	true
r	o	p	t	false
r	o	p	t	true
r	o	p	u	true
r	o	p	â	true
r	o	p	ă	true
r	o	p	ș	false
r	o	q	u	true
r	o	r	-	false
r	o	r	a	true
r	o	r	e	true
r	o	r	g	false
r	o	r	i	false
r	o	r	i	true
r	o	r	m	false
r	o	r	n	false
r	o	r	o	true
r	o	r	t	false
r	o	r	u	true
r	o	r	â	true
r	o	r	ă	true
r	o	s	-	false
r	o	s	a	true
r	o	s	b	false
r	o	s	c	false
r	o	s	c	true
r	o	s	e	true
r	o	s	f	false
r	o	s	f	true
r	o	s	h	true
r	o	s	i	true
r	o	s	l	false
r	o	s	l	true
r	o	s	m	false
r	o	s	n	false
r	o	s	o	true
r	o	s	p	false
r	o	s	p	true
r	o	s	s	false
r	o	s	t	false
r	o	s	t	true
r	o	s	u	true
r	o	s	â	true
r	o	s	ă	true
r	o	t	-	false
r	o	t	a	false
r	o	t	a	true
r	o	t	e	true
r	o	t	i	true
r	o	t	o	false
r	o	t	o	true
r	o	t	r	true
r	o	t	u	true
r	o	t	â	true
r	o	t	ă	true
r	o	u	-	false
r	o	u	a	true
r	o	u	d	false
r	o	u	l	true
r	o	u	n	true
r	o	u	r	true
r	o	u	z	true
r	o	u	ă	true
r	o	u	ș	true
r	o	v	-	false
r	o	v	-	true
r	o	v	a	true
r	o	v	e	true
r	o	v	i	false
r	o	v	i	true
r	o	v	n	false
r	o	v	o	true
r	o	v	u	true
r	o	v	â	true
r	o	v	ă	true
r	o	w	a	true
r	o	w	n	false
r	o	x	-	false
r	o	x	a	true
r	o	x	e	true
r	o	x	i	true
r	o	x	o	true
r	o	x	u	true
r	o	x	â	true
r	o	x	ă	true
r	o	y	l	false
r	o	z	-	false
r	o	z	a	false
r	o	z	a	true
r	o	z	b	false
r	o	z	e	true
r	o	z	i	false
r	o	z	i	true
r	o	z	m	false
r	o	z	n	false
r	o	z	o	true
r	o	z	u	true
r	o	z	â	true
r	o	z	ă	true
r	o	ș	-	false
r	o	ș	a	true
r	o	ș	c	false
r	o	ș	e	true
r	o	ș	i	false
r	o	ș	i	true
r	o	ș	o	true
r	o	ș	t	false
r	o	ș	u	true
r	o	ș	â	true
r	o	ș	ă	true
r	o	ț	a	true
r	o	ț	i	false
r	o	ț	i	true
r	o	ț	ă	true
r	p	a	-	false
r	p	a	b	false
r	p	a	c	false
r	p	a	g	false
r	p	a	i	false
r	p	a	l	false
r	p	a	m	false
r	p	a	n	false
r	p	a	r	false
r	p	a	s	false
r	p	a	t	false
r	p	a	u	false
r	p	a	x	false
r	p	a	ș	false
r	p	a	ț	false
r	p	e	-	false
r	p	e	a	false
r	p	e	d	false
r	p	e	g	false
r	p	e	i	false
r	p	e	l	false
r	p	e	n	false
r	p	e	o	false
r	p	e	r	false
r	p	e	s	false
r	p	e	t	false
r	p	e	ș	false
r	p	i	-	false
r	p	i	a	false
r	p	i	c	false
r	p	i	d	false
r	p	i	e	false
r	p	i	i	false
r	p	i	l	false
r	p	i	m	false
r	p	i	n	false
r	p	i	o	false
r	p	i	r	false
r	p	i	s	false
r	p	i	t	false
r	p	i	u	false
r	p	i	z	false
r	p	i	ș	false
r	p	i	ț	false
r	p	l	a	false
r	p	l	e	false
r	p	l	o	false
r	p	l	u	false
r	p	o	a	false
r	p	o	c	false
r	p	o	f	false
r	p	o	g	false
r	p	o	i	false
r	p	o	l	false
r	p	o	n	false
r	p	o	p	false
r	p	o	r	false
r	p	o	s	false
r	p	o	t	false
r	p	o	z	false
r	p	r	e	false
r	p	r	i	false
r	p	r	o	false
r	p	s	i	false
r	p	t	a	false
r	p	t	e	false
r	p	t	â	false
r	p	t	ă	false
r	p	u	i	false
r	p	u	l	false
r	p	u	n	false
r	p	u	p	false
r	p	u	r	false
r	p	u	s	false
r	p	u	t	false
r	p	u	ș	false
r	p	â	n	false
r	p	ă	-	false
r	p	ă	c	false
r	p	ă	i	false
r	p	ă	l	false
r	p	ă	m	false
r	p	ă	n	false
r	p	ă	r	false
r	p	ă	t	false
r	r	a	-	false
r	r	a	i	false
r	r	a	n	false
r	r	a	s	false
r	r	a	ț	false
r	r	e	f	false
r	r	e	g	false
r	r	e	m	false
r	r	e	s	false
r	r	i	-	false
r	r	i	a	false
r	r	i	g	false
r	r	i	i	false
r	r	i	l	false
r	r	i	n	false
r	r	o	ș	false
r	r	r	-	false
r	r	u	l	false
r	s	a	-	false
r	s	a	b	false
r	s	a	d	false
r	s	a	i	false
r	s	a	j	false
r	s	a	l	false
r	s	a	m	false
r	s	a	n	false
r	s	a	r	false
r	s	a	s	false
r	s	a	t	false
r	s	a	u	false
r	s	a	ș	false
r	s	a	ț	false
r	s	c	a	false
r	s	c	h	false
r	s	c	h	true
r	s	c	r	false
r	s	d	e	true
r	s	e	-	false
r	s	e	a	false
r	s	e	c	false
r	s	e	i	false
r	s	e	l	false
r	s	e	n	false
r	s	e	r	false
r	s	e	s	false
r	s	e	t	false
r	s	e	u	false
r	s	e	v	false
r	s	e	x	false
r	s	e	z	false
r	s	e	ș	false
r	s	h	o	false
r	s	i	-	false
r	s	i	a	false
r	s	i	b	false
r	s	i	c	false
r	s	i	d	false
r	s	i	e	false
r	s	i	f	false
r	s	i	i	false
r	s	i	l	false
r	s	i	m	false
r	s	i	n	false
r	s	i	o	false
r	s	i	r	false
r	s	i	s	false
r	s	i	t	false
r	s	i	u	false
r	s	i	v	false
r	s	i	ș	false
r	s	i	ț	false
r	s	l	i	false
r	s	o	-	false
r	s	o	a	false
r	s	o	c	false
r	s	o	f	false
r	s	o	i	false
r	s	o	l	false
r	s	o	n	false
r	s	o	p	false
r	s	o	r	false
r	s	o	u	false
r	s	o	v	false
r	s	p	a	false
r	s	p	e	false
r	s	p	i	false
r	s	p	ă	false
r	s	t	-	false
r	s	t	a	false
r	s	t	e	false
r	s	t	i	false
r	s	t	n	false
r	s	t	o	false
r	s	t	r	false
r	s	t	u	false
r	s	t	â	false
r	s	t	ă	false
r	s	u	a	false
r	s	u	c	false
r	s	u	f	false
r	s	u	i	false
r	s	u	l	false
r	s	u	n	false
r	s	u	p	false
r	s	u	r	false
r	s	u	s	false
r	s	u	t	false
r	s	u	z	false
r	s	u	ț	false
r	s	â	n	false
r	s	ă	-	false
r	s	ă	i	false
r	s	ă	l	false
r	s	ă	m	false
r	s	ă	r	false
r	s	ă	t	false
r	t	a	-	false
r	t	a	b	false
r	t	a	c	false
r	t	a	d	false
r	t	a	f	false
r	t	a	g	false
r	t	a	i	false
r	t	a	j	false
r	t	a	k	false
r	t	a	l	false
r	t	a	l	true
r	t	a	m	false
r	t	a	n	false
r	t	a	r	false
r	t	a	r	true
r	t	a	s	false
r	t	a	t	false
r	t	a	u	false
r	t	a	v	false
r	t	a	v	true
r	t	a	z	false
r	t	a	ș	false
r	t	a	ț	false
r	t	b	a	true
r	t	b	i	true
r	t	b	l	false
r	t	b	o	true
r	t	b	r	false
r	t	b	u	true
r	t	c	a	true
r	t	c	h	true
r	t	c	i	true
r	t	c	l	false
r	t	c	o	true
r	t	c	r	true
r	t	c	u	true
r	t	d	r	true
r	t	e	-	false
r	t	e	a	false
r	t	e	b	false
r	t	e	c	false
r	t	e	f	false
r	t	e	g	false
r	t	e	h	false
r	t	e	i	false
r	t	e	j	false
