b43	b32	b21	b10	syl
r	i	n	j	false
r	i	n	k	true
r	i	n	o	false
r	i	n	o	true
r	i	n	s	false
r	i	n	t	false
r	i	n	t	true
r	i	n	u	false
r	i	n	u	true
r	i	n	x	false
r	i	n	z	false
r	i	n	â	false
r	i	n	ă	false
r	i	n	ă	true
r	i	n	ș	false
r	i	n	ț	false
r	i	o	a	true
r	i	o	b	false
r	i	o	c	false
r	i	o	d	false
r	i	o	d	true
r	i	o	e	true
r	i	o	f	false
r	i	o	g	false
r	i	o	i	false
r	i	o	i	true
r	i	o	l	false
r	i	o	m	false
r	i	o	n	false
r	i	o	o	true
r	i	o	p	false
r	i	o	p	true
r	i	o	r	false
r	i	o	s	false
r	i	o	s	true
r	i	o	t	false
r	i	o	u	false
r	i	o	u	true
r	i	o	x	false
r	i	o	z	false
r	i	o	ș	false
r	i	o	ț	false
r	i	p	a	false
r	i	p	a	true
r	i	p	c	false
r	i	p	e	false
r	i	p	e	true
r	i	p	i	false
r	i	p	i	true
r	i	p	l	false
r	i	p	n	false
r	i	p	o	false
r	i	p	o	true
r	i	p	s	false
r	i	p	t	false
r	i	p	t	true
r	i	p	u	false
r	i	p	u	true
r	i	p	â	false
r	i	p	ă	false
r	i	p	ă	true
r	i	p	ț	false
r	i	r	e	false
r	i	r	e	true
r	i	r	i	false
r	i	r	i	true
r	i	r	o	true
r	i	r	u	false
r	i	r	u	true
r	i	r	ă	false
r	i	s	a	false
r	i	s	a	true
r	i	s	b	false
r	i	s	c	false
r	i	s	d	false
r	i	s	e	false
r	i	s	e	true
r	i	s	f	false
r	i	s	i	false
r	i	s	i	true
r	i	s	l	false
r	i	s	m	false
r	i	s	o	false
r	i	s	o	true
r	i	s	p	false
r	i	s	t	false
r	i	s	u	false
r	i	s	u	true
r	i	s	â	false
r	i	s	ă	false
r	i	s	ă	true
r	i	t	a	false
r	i	t	a	true
r	i	t	e	false
r	i	t	e	true
r	i	t	h	false
r	i	t	i	false
r	i	t	i	true
r	i	t	m	false
r	i	t	o	false
r	i	t	o	true
r	i	t	r	false
r	i	t	r	true
r	i	t	s	false
r	i	t	u	false
r	i	t	u	true
r	i	t	â	false
r	i	t	ă	false
r	i	t	ă	true
r	i	u	l	false
r	i	u	m	false
r	i	u	m	true
r	i	u	n	false
r	i	u	n	true
r	i	u	r	false
r	i	u	r	true
r	i	u	z	false
r	i	u	ț	false
r	i	v	a	false
r	i	v	a	true
r	i	v	e	false
r	i	v	e	true
r	i	v	i	false
r	i	v	i	true
r	i	v	n	false
r	i	v	o	false
r	i	v	o	true
r	i	v	â	false
r	i	v	ă	false
r	i	v	ă	true
r	i	x	u	false
r	i	x	u	true
r	i	z	a	false
r	i	z	a	true
r	i	z	b	false
r	i	z	e	false
r	i	z	e	true
r	i	z	i	false
r	i	z	i	true
r	i	z	o	false
r	i	z	o	true
r	i	z	u	false
r	i	z	u	true
r	i	z	z	false
r	i	z	â	false
r	i	z	ă	false
r	i	z	ă	true
r	i	â	n	false
r	i	î	n	true
r	i	ș	a	false
r	i	ș	a	true
r	i	ș	c	false
r	i	ș	e	false
r	i	ș	e	true
r	i	ș	i	false
r	i	ș	i	true
r	i	ș	n	false
r	i	ș	o	false
r	i	ș	o	true
r	i	ș	t	false
r	i	ș	u	false
r	i	ș	u	true
r	i	ș	â	false
r	i	ș	ă	false
r	i	ș	ă	true
r	i	ț	a	false
r	i	ț	a	true
r	i	ț	e	false
r	i	ț	e	true
r	i	ț	i	false
r	i	ț	i	true
r	i	ț	u	false
r	i	ț	u	true
r	i	ț	â	false
r	i	ț	ă	false
r	i	ț	ă	true
r	j	a	b	false
r	j	a	d	false
r	j	a	l	false
r	j	a	n	true
r	j	a	r	false
r	j	a	s	false
r	j	a	t	false
r	j	a	ș	false
r	j	a	ț	false
r	j	e	a	false
r	j	e	a	true
r	j	e	c	true
r	j	e	l	false
r	j	e	r	false
r	j	e	s	false
r	j	e	t	false
r	j	e	z	false
r	j	e	ș	false
r	j	e	ș	true
r	j	i	l	false
r	j	i	n	false
r	j	i	r	false
r	j	i	s	false
r	j	i	t	false
r	j	i	ș	false
r	j	i	ț	false
r	j	o	a	true
r	j	o	l	false
r	j	o	n	false
r	j	o	r	false
r	j	u	d	false
r	j	u	i	false
r	j	u	i	true
r	j	u	l	false
r	j	u	r	false
r	j	â	n	false
r	j	ă	r	false
r	k	e	l	false
r	k	e	t	false
r	k	e	z	false
r	k	i	a	false
r	k	i	a	true
r	k	i	l	false
r	k	i	n	true
r	k	m	e	false
r	k	m	e	true
r	k	u	l	false
r	l	a	c	false
r	l	a	g	false
r	l	a	i	false
r	l	a	i	true
r	l	a	j	false
r	l	a	l	false
r	l	a	l	true
r	l	a	m	false
r	l	a	n	false
r	l	a	n	true
r	l	a	r	false
r	l	a	s	false
r	l	a	t	false
r	l	a	u	false
r	l	a	v	false
r	l	a	ș	false
r	l	a	ț	false
r	l	e	a	false
r	l	e	a	true
r	l	e	c	false
r	l	e	l	false
r	l	e	s	false
r	l	e	s	true
r	l	e	t	false
r	l	e	z	false
r	l	e	ș	false
r	l	e	ș	true
r	l	e	ț	false
r	l	i	c	false
r	l	i	e	false
r	l	i	e	true
r	l	i	f	false
r	l	i	f	true
r	l	i	g	false
r	l	i	g	true
r	l	i	h	false
r	l	i	h	true
r	l	i	i	true
r	l	i	n	false
r	l	i	n	true
r	l	i	o	false
r	l	i	r	false
r	l	i	s	false
r	l	i	s	true
r	l	i	t	false
r	l	i	u	false
r	l	i	u	true
r	l	i	ș	false
r	l	i	ș	true
r	l	i	ț	false
r	l	o	a	false
r	l	o	a	true
r	l	o	c	false
r	l	o	f	false
r	l	o	g	false
r	l	o	i	false
r	l	o	i	true
r	l	o	n	false
r	l	o	n	true
r	l	o	p	false
r	l	o	s	true
r	l	o	t	false
r	l	o	ș	false
r	l	u	b	false
r	l	u	d	false
r	l	u	g	false
r	l	u	i	false
r	l	u	i	true
r	l	u	l	false
r	l	u	m	false
r	l	u	p	false
r	l	u	ș	true
r	l	u	ț	false
r	l	â	c	false
r	l	â	i	false
r	l	â	i	true
r	l	â	n	false
r	l	ă	c	false
r	l	ă	d	false
r	l	ă	i	false
r	l	ă	i	true
r	l	ă	n	false
r	l	ă	r	false
r	l	ă	t	false
r	l	ă	u	false
r	l	ă	u	true
r	m	a	b	false
r	m	a	c	false
r	m	a	d	false
r	m	a	f	false
r	m	a	g	false
r	m	a	h	false
r	m	a	i	false
r	m	a	i	true
r	m	a	j	false
r	m	a	l	false
r	m	a	l	true
r	m	a	m	false
r	m	a	n	false
r	m	a	n	true
r	m	a	p	true
r	m	a	r	false
r	m	a	r	true
r	m	a	s	false
r	m	a	s	true
r	m	a	t	false
r	m	a	t	true
r	m	a	u	false
r	m	a	u	true
r	m	a	z	false
r	m	a	ș	false
r	m	a	ț	false
r	m	e	a	false
r	m	e	a	true
r	m	e	c	false
r	m	e	d	false
r	m	e	f	false
r	m	e	i	false
r	m	e	l	false
r	m	e	n	false
r	m	e	n	true
r	m	e	r	false
r	m	e	s	false
r	m	e	t	false
r	m	e	z	false
r	m	e	z	true
r	m	e	ș	false
r	m	e	ș	true
r	m	i	a	false
r	m	i	a	true
r	m	i	c	false
r	m	i	d	false
r	m	i	e	false
r	m	i	e	true
r	m	i	f	false
r	m	i	i	true
r	m	i	l	false
r	m	i	l	true
r	m	i	n	false
r	m	i	n	true
r	m	i	o	false
r	m	i	o	true
r	m	i	r	false
r	m	i	s	false
r	m	i	s	true
r	m	i	t	false
r	m	i	u	false
r	m	i	u	true
r	m	i	v	false
r	m	i	z	false
r	m	i	ș	false
r	m	i	ș	true
r	m	i	ț	false
r	m	n	e	true
r	m	o	a	false
r	m	o	a	true
r	m	o	b	false
r	m	o	c	false
r	m	o	d	false
r	m	o	e	false
r	m	o	e	true
r	m	o	f	false
r	m	o	g	false
r	m	o	h	false
r	m	o	i	false
r	m	o	i	true
r	m	o	l	false
r	m	o	m	false
r	m	o	n	false
r	m	o	n	true
r	m	o	p	false
r	m	o	r	false
r	m	o	s	false
r	m	o	s	true
r	m	o	t	false
r	m	o	v	false
r	m	o	z	false
r	m	o	ș	false
r	m	u	i	false
r	m	u	i	true
r	m	u	l	false
r	m	u	r	false
r	m	u	s	true
r	m	u	t	false
r	m	u	z	false
r	m	u	ș	false
r	m	u	ț	false
r	m	â	n	false
r	m	â	n	true
r	m	â	z	false
r	m	ă	c	false
r	m	ă	i	false
r	m	ă	i	true
r	m	ă	l	false
r	m	ă	n	false
r	m	ă	r	false
r	m	ă	s	false
r	m	ă	t	false
r	m	ă	ș	false
r	n	a	b	false
r	n	a	c	false
r	n	a	d	false
r	n	a	g	false
r	n	a	i	false
r	n	a	j	false
r	n	a	l	false
r	n	a	m	false
r	n	a	n	false
r	n	a	n	true
r	n	a	r	false
r	n	a	r	true
r	n	a	s	false
r	n	a	t	false
r	n	a	v	false
r	n	a	x	false
r	n	a	ș	false
r	n	a	ț	false
r	n	b	l	false
r	n	d	e	true
r	n	e	a	false
r	n	e	a	true
r	n	e	c	false
r	n	e	d	false
r	n	e	e	false
r	n	e	e	true
r	n	e	f	false
r	n	e	g	false
r	n	e	l	false
r	n	e	m	false
r	n	e	n	false
r	n	e	n	true
r	n	e	o	true
r	n	e	r	false
r	n	e	s	false
r	n	e	t	false
r	n	e	u	false
r	n	e	u	true
r	n	e	v	false
r	n	e	z	false
r	n	e	ș	false
r	n	e	ș	true
r	n	e	ț	false
r	n	i	a	false
r	n	i	a	true
r	n	i	c	false
r	n	i	e	false
r	n	i	e	true
r	n	i	f	false
r	n	i	i	true
r	n	i	l	false
r	n	i	n	false
r	n	i	o	false
r	n	i	o	true
r	n	i	r	false
r	n	i	s	false
r	n	i	s	true
r	n	i	t	false
r	n	i	u	false
r	n	i	u	true
r	n	i	v	false
r	n	i	z	false
r	n	i	ș	false
r	n	i	ș	true
r	n	i	ț	false
r	n	m	a	true
r	n	o	a	true
r	n	o	c	false
r	n	o	d	false
r	n	o	g	false
r	n	o	m	false
r	n	o	r	false
r	n	o	s	false
r	n	o	s	true
r	n	o	t	false
r	n	o	u	false
r	n	o	u	true
r	n	o	v	false
r	n	o	z	false
r	n	o	ș	false
r	n	s	t	false
r	n	u	i	false
r	n	u	i	true
r	n	u	l	false
r	n	u	l	true
r	n	u	m	false
r	n	u	n	true
r	n	u	r	false
r	n	u	s	false
r	n	u	t	false
r	n	u	z	false
r	n	u	ș	false
r	n	u	ș	true
r	n	u	ț	false
r	n	â	i	false
r	n	â	i	true
r	n	â	n	false
r	n	ă	c	false
r	n	ă	i	false
r	n	ă	i	true
r	n	ă	m	false
r	n	ă	r	false
r	n	ă	t	false
r	n	ă	u	false
r	n	ă	u	true
r	n	ă	v	false
r	n	ă	ț	false
r	o	a	b	false
r	o	a	c	false
r	o	a	c	true
r	o	a	d	false
r	o	a	e	true
r	o	a	f	false
r	o	a	g	false
r	o	a	h	true
r	o	a	i	false
r	o	a	i	true
r	o	a	j	true
r	o	a	l	false
r	o	a	m	false
r	o	a	m	true
r	o	a	n	false
r	o	a	n	true
r	o	a	p	false
r	o	a	r	false
r	o	a	r	true
r	o	a	s	false
r	o	a	s	true
r	o	a	t	false
r	o	a	u	true
r	o	a	v	false
r	o	a	z	false
r	o	a	z	true
r	o	a	ș	false
r	o	a	ș	true
r	o	a	ț	false
r	o	b	a	false
r	o	b	a	true
r	o	b	d	false
r	o	b	e	false
r	o	b	e	true
r	o	b	i	false
r	o	b	i	true
r	o	b	l	false
r	o	b	o	false
r	o	b	o	true
r	o	b	r	false
r	o	b	s	false
r	o	b	u	false
r	o	b	u	true
r	o	b	â	false
r	o	b	ă	false
r	o	b	ă	true
r	o	c	a	false
r	o	c	a	true
r	o	c	c	false
r	o	c	e	false
r	o	c	e	true
r	o	c	h	false
r	o	c	i	false
r	o	c	i	true
r	o	c	l	false
r	o	c	o	false
r	o	c	o	true
r	o	c	r	false
r	o	c	t	false
r	o	c	u	false
r	o	c	u	true
r	o	c	â	false
r	o	c	ă	false
r	o	c	ă	true
r	o	d	a	false
r	o	d	a	true
r	o	d	d	false
r	o	d	e	false
r	o	d	e	true
r	o	d	i	false
r	o	d	i	true
r	o	d	n	false
r	o	d	o	false
r	o	d	o	true
r	o	d	r	false
r	o	d	u	false
r	o	d	u	true
r	o	d	â	false
r	o	d	ă	false
r	o	d	ă	true
r	o	e	c	false
r	o	e	l	false
r	o	e	m	false
r	o	e	n	false
r	o	e	n	true
r	o	e	r	false
r	o	e	s	false
r	o	e	t	true
r	o	e	v	false
r	o	f	a	false
r	o	f	a	true
r	o	f	e	false
r	o	f	e	true
r	o	f	i	false
r	o	f	i	true
r	o	f	l	false
r	o	f	o	false
r	o	f	o	true
r	o	f	r	false
r	o	f	t	false
r	o	f	u	false
r	o	f	u	true
r	o	f	â	false
r	o	f	ă	false
r	o	f	ă	true
r	o	g	a	false
r	o	g	a	true
r	o	g	e	false
r	o	g	e	true
r	o	g	h	false
r	o	g	i	false
r	o	g	i	true
r	o	g	l	false
r	o	g	n	false
r	o	g	o	false
r	o	g	o	true
r	o	g	r	false
r	o	g	u	false
r	o	g	u	true
r	o	g	â	false
r	o	g	ă	false
r	o	g	ă	true
r	o	h	a	false
r	o	h	a	true
r	o	h	e	false
r	o	h	e	true
r	o	h	i	false
r	o	h	i	true
r	o	h	m	false
r	o	h	o	false
r	o	h	o	true
r	o	h	u	false
r	o	h	u	true
r	o	h	ă	false
r	o	h	ă	true
r	o	i	a	false
r	o	i	a	true
r	o	i	b	false
r	o	i	c	false
r	o	i	d	false
r	o	i	d	true
r	o	i	e	false
r	o	i	e	true
r	o	i	i	false
r	o	i	l	false
r	o	i	m	true
r	o	i	n	false
r	o	i	n	true
r	o	i	o	false
r	o	i	o	true
r	o	i	p	false
r	o	i	r	false
r	o	i	s	false
r	o	i	s	true
r	o	i	t	false
r	o	i	u	false
r	o	i	u	true
r	o	i	z	false
r	o	i	ș	false
r	o	i	ș	true
r	o	i	ț	false
r	o	j	d	false
r	o	j	e	false
r	o	j	e	true
r	o	j	i	false
r	o	j	i	true
r	o	j	n	false
r	o	j	u	false
r	o	k	e	false
r	o	k	e	true
r	o	l	a	false
r	o	l	a	true
r	o	l	e	false
r	o	l	e	true
r	o	l	f	false
r	o	l	g	false
r	o	l	i	false
r	o	l	i	true
r	o	l	o	false
r	o	l	o	true
r	o	l	u	false
r	o	l	u	true
r	o	l	â	false
r	o	l	ă	false
r	o	l	ă	true
r	o	m	a	false
r	o	m	a	true
r	o	m	b	false
r	o	m	e	false
r	o	m	e	true
r	o	m	f	false
r	o	m	h	false
r	o	m	i	false
r	o	m	i	true
r	o	m	l	false
r	o	m	n	false
r	o	m	o	false
r	o	m	o	true
r	o	m	p	false
r	o	m	p	true
r	o	m	t	false
r	o	m	u	false
r	o	m	u	true
r	o	m	â	false
r	o	m	â	true
r	o	m	ă	false
r	o	m	ă	true
r	o	n	a	false
r	o	n	a	true
r	o	n	c	false
r	o	n	c	true
r	o	n	d	false
r	o	n	e	false
r	o	n	e	true
r	o	n	f	false
r	o	n	g	false
r	o	n	h	false
r	o	n	i	false
r	o	n	i	true
r	o	n	j	false
r	o	n	o	false
r	o	n	o	true
r	o	n	p	false
r	o	n	r	false
r	o	n	s	false
r	o	n	t	false
r	o	n	u	false
r	o	n	u	true
r	o	n	v	false
r	o	n	z	false
r	o	n	â	false
r	o	n	ă	false
r	o	n	ă	true
r	o	n	ș	false
r	o	n	ș	true
r	o	n	ț	false
r	o	o	b	false
r	o	o	f	true
r	o	o	h	false
r	o	o	h	true
r	o	o	l	false
r	o	o	p	true
r	o	o	r	false
r	o	o	r	true
r	o	o	s	true
r	o	p	a	false
r	o	p	a	true
r	o	p	c	false
r	o	p	e	false
r	o	p	e	true
r	o	p	g	false
r	o	p	i	false
r	o	p	i	true
r	o	p	l	false
r	o	p	n	false
r	o	p	o	false
r	o	p	o	true
r	o	p	r	false
r	o	p	s	false
r	o	p	t	false
r	o	p	u	false
r	o	p	u	true
r	o	p	â	false
r	o	p	ă	false
r	o	p	ă	true
r	o	p	ș	false
r	o	q	u	false
r	o	q	u	true
r	o	r	a	false
r	o	r	a	true
r	o	r	e	false
r	o	r	e	true
r	o	r	g	false
r	o	r	i	false
r	o	r	i	true
r	o	r	m	false
r	o	r	n	false
r	o	r	o	false
r	o	r	o	true
r	o	r	t	false
r	o	r	u	false
r	o	r	u	true
r	o	r	â	false
r	o	r	ă	false
r	o	r	ă	true
r	o	s	a	false
r	o	s	a	true
r	o	s	b	false
r	o	s	c	false
r	o	s	e	false
r	o	s	e	true
r	o	s	f	false
r	o	s	h	false
r	o	s	i	false
r	o	s	i	true
r	o	s	l	false
r	o	s	m	false
r	o	s	n	false
r	o	s	o	false
r	o	s	o	true
r	o	s	p	false
r	o	s	s	false
r	o	s	t	false
r	o	s	u	false
r	o	s	u	true
r	o	s	â	false
r	o	s	ă	false
r	o	s	ă	true
r	o	t	a	false
r	o	t	a	true
r	o	t	e	false
r	o	t	e	true
r	o	t	i	false
r	o	t	i	true
r	o	t	o	false
r	o	t	o	true
r	o	t	r	false
r	o	t	u	false
r	o	t	u	true
r	o	t	â	false
r	o	t	ă	false
r	o	t	ă	true
r	o	u	a	true
r	o	u	d	true
r	o	u	l	false
r	o	u	n	false
r	o	u	n	true
r	o	u	r	false
r	o	u	z	false
r	o	u	ă	true
r	o	u	ș	false
r	o	v	a	false
r	o	v	a	true
r	o	v	e	false
r	o	v	e	true
r	o	v	i	false
r	o	v	i	true
r	o	v	n	false
r	o	v	o	false
r	o	v	o	true
r	o	v	u	false
r	o	v	u	true
r	o	v	â	false
r	o	v	ă	false
r	o	v	ă	true
r	o	w	a	false
r	o	w	a	true
r	o	w	n	false
r	o	x	a	false
r	o	x	a	true
r	o	x	e	false
r	o	x	e	true
r	o	x	i	false
r	o	x	i	true
r	o	x	o	true
r	o	x	u	false
r	o	x	u	true
r	o	x	â	false
r	o	x	ă	false
r	o	y	l	false
r	o	z	a	false
r	o	z	a	true
r	o	z	b	false
r	o	z	e	false
r	o	z	e	true
r	o	z	i	false
r	o	z	i	true
r	o	z	m	false
r	o	z	n	false
r	o	z	o	false
r	o	z	o	true
r	o	z	u	false
r	o	z	u	true
r	o	z	â	false
r	o	z	ă	false
r	o	z	ă	true
r	o	ș	a	false
r	o	ș	a	true
r	o	ș	c	false
r	o	ș	e	false
r	o	ș	e	true
r	o	ș	i	false
r	o	ș	i	true
r	o	ș	o	false
r	o	ș	o	true
r	o	ș	t	false
r	o	ș	u	false
r	o	ș	u	true
r	o	ș	â	false
r	o	ș	ă	false
r	o	ș	ă	true
r	o	ț	a	false
r	o	ț	a	true
r	o	ț	i	false
r	o	ț	i	true
r	o	ț	ă	true
r	p	a	b	false
r	p	a	c	false
r	p	a	g	false
r	p	a	l	false
r	p	a	m	false
r	p	a	n	false
r	p	a	n	true
r	p	a	r	false
r	p	a	r	true
r	p	a	s	false
r	p	a	t	false
r	p	a	u	false
r	p	a	x	false
r	p	a	ș	false
r	p	a	ț	false
r	p	e	a	false
r	p	e	a	true
r	p	e	d	false
r	p	e	g	false
r	p	e	l	false
r	p	e	n	false
r	p	e	n	true
r	p	e	o	false
r	p	e	r	false
r	p	e	s	false
r	p	e	t	false
r	p	e	ș	false
r	p	e	ș	true
r	p	i	a	false
r	p	i	a	true
r	p	i	c	false
r	p	i	d	false
r	p	i	e	false
r	p	i	e	true
r	p	i	i	true
r	p	i	l	false
r	p	i	m	false
r	p	i	n	false
r	p	i	o	false
r	p	i	o	true
r	p	i	r	false
r	p	i	s	false
r	p	i	s	true
r	p	i	t	false
r	p	i	z	false
r	p	i	ș	false
r	p	i	ș	true
r	p	i	ț	false
r	p	l	a	false
r	p	l	a	true
r	p	l	e	false
r	p	l	e	true
r	p	l	o	false
r	p	l	u	false
r	p	l	u	true
r	p	o	a	false
r	p	o	a	true
r	p	o	c	false
r	p	o	f	false
r	p	o	g	false
r	p	o	i	false
r	p	o	i	true
r	p	o	l	false
r	p	o	n	false
r	p	o	p	false
r	p	o	r	false
r	p	o	r	true
r	p	o	s	true
r	p	o	t	false
r	p	o	z	false
r	p	r	e	false
r	p	r	e	true
r	p	r	i	false
r	p	r	i	true
r	p	r	o	true
r	p	s	i	true
r	p	t	a	false
r	p	t	a	true
r	p	t	e	false
r	p	t	e	true
r	p	t	â	false
r	p	t	ă	false
r	p	t	ă	true
r	p	u	i	false
r	p	u	i	true
r	p	u	l	false
r	p	u	n	false
r	p	u	n	true
r	p	u	p	false
r	p	u	r	false
r	p	u	s	false
r	p	u	s	true
r	p	u	t	false
r	p	u	ș	false
r	p	â	n	false
r	p	ă	c	false
r	p	ă	i	false
r	p	ă	i	true
r	p	ă	l	false
r	p	ă	n	false
r	p	ă	r	false
r	p	ă	t	false
r	r	a	i	false
r	r	a	n	false
r	r	a	s	false
r	r	a	ț	false
r	r	e	f	false
r	r	e	g	false
r	r	e	g	true
r	r	e	m	false
r	r	e	s	true
r	r	i	a	true
r	r	i	g	false
r	r	i	l	false
r	r	i	n	false
r	r	o	ș	false
r	r	u	l	false
r	s	a	b	false
r	s	a	d	false
r	s	a	j	false
r	s	a	l	false
r	s	a	l	true
r	s	a	n	false
r	s	a	n	true
r	s	a	r	false
r	s	a	s	false
r	s	a	t	false
r	s	a	ș	false
r	s	a	ț	false
r	s	c	a	true
r	s	c	h	false
r	s	c	r	false
r	s	d	e	true
r	s	e	a	false
r	s	e	a	true
r	s	e	c	false
r	s	e	c	true
r	s	e	i	true
r	s	e	l	false
r	s	e	n	false
r	s	e	n	true
r	s	e	r	false
r	s	e	s	false
r	s	e	t	false
r	s	e	u	false
r	s	e	u	true
r	s	e	v	false
r	s	e	x	false
r	s	e	z	false
r	s	e	ș	false
r	s	e	ș	true
r	s	h	o	false
r	s	h	o	true
r	s	i	a	false
r	s	i	a	true
r	s	i	b	false
r	s	i	c	false
r	s	i	d	false
r	s	i	e	false
r	s	i	e	true
r	s	i	f	false
r	s	i	i	false
r	s	i	i	true
r	s	i	l	false
r	s	i	n	false
r	s	i	n	true
r	s	i	o	true
r	s	i	r	false
r	s	i	s	false
r	s	i	s	true
r	s	i	t	false
r	s	i	u	false
r	s	i	u	true
r	s	i	v	false
r	s	i	ș	false
r	s	i	ș	true
r	s	i	ț	false
r	s	l	i	true
r	s	o	a	false
r	s	o	a	true
r	s	o	c	false
r	s	o	f	false
r	s	o	i	false
r	s	o	i	true
r	s	o	l	false
r	s	o	n	false
r	s	o	n	true
r	s	o	p	true
r	s	o	r	false
r	s	o	u	false
r	s	o	u	true
r	s	o	v	false
r	s	p	a	true
r	s	p	e	false
r	s	p	i	true
r	s	p	ă	true
r	s	t	a	false
r	s	t	a	true
r	s	t	e	false
r	s	t	e	true
r	s	t	i	false
r	s	t	i	true
r	s	t	n	false
r	s	t	o	false
r	s	t	o	true
r	s	t	r	false
r	s	t	u	false
r	s	t	u	true
r	s	t	â	false
r	s	t	ă	false
r	s	t	ă	true
r	s	u	a	false
r	s	u	a	true
r	s	u	c	false
r	s	u	f	false
r	s	u	i	false
r	s	u	i	true
r	s	u	l	false
r	s	u	l	true
r	s	u	n	false
r	s	u	p	false
r	s	u	r	false
r	s	u	s	true
r	s	u	t	false
r	s	u	z	false
r	s	u	z	true
r	s	u	ț	false
r	s	â	n	false
r	s	â	n	true
r	s	ă	i	false
r	s	ă	i	true
r	s	ă	l	true
r	s	ă	m	false
r	s	ă	r	false
r	s	ă	t	false
r	t	a	b	false
r	t	a	c	false
r	t	a	d	false
r	t	a	f	false
r	t	a	g	false
r	t	a	i	false
r	t	a	j	false
r	t	a	k	false
r	t	a	l	false
r	t	a	l	true
r	t	a	m	false
r	t	a	n	false
r	t	a	n	true
r	t	a	r	false
r	t	a	r	true
r	t	a	s	false
r	t	a	t	false
r	t	a	u	false
r	t	a	v	false
r	t	a	z	false
r	t	a	ș	false
r	t	a	ț	false
r	t	b	a	false
r	t	b	a	true
r	t	b	i	true
r	t	b	l	false
r	t	b	o	true
r	t	b	r	false
r	t	b	u	true
r	t	c	a	false
r	t	c	h	false
r	t	c	i	false
r	t	c	l	false
r	t	c	o	false
r	t	c	r	false
r	t	c	u	true
r	t	d	r	false
r	t	e	a	false
r	t	e	a	true
r	t	e	b	false
r	t	e	c	false
r	t	e	f	false
r	t	e	g	false
r	t	e	h	true
r	t	e	i	false
r	t	e	i	true
r	t	e	j	false
r	t	e	l	false
r	t	e	l	true
r	t	e	n	false
r	t	e	n	true
r	t	e	p	false
r	t	e	r	false
r	t	e	r	true
r	t	e	s	false
r	t	e	t	false
r	t	e	u	false
r	t	e	u	true
r	t	e	x	false
r	t	e	x	true
r	t	e	z	false
r	t	e	ș	false
r	t	e	ș	true
r	t	f	a	false
r	t	f	a	true
r	t	f	e	false
r	t	f	e	true
r	t	f	i	false
r	t	f	i	true
r	t	h	a	false
r	t	h	e	false
r	t	h	e	true
r	t	h	ă	false
r	t	i	a	false
r	t	i	a	true
r	t	i	b	false
r	t	i	c	false
r	t	i	d	false
r	t	i	e	false
r	t	i	e	true
r	t	i	f	false
r	t	i	g	false
r	t	i	i	true
r	t	i	j	false
r	t	i	l	false
r	t	i	l	true
r	t	i	m	false
r	t	i	n	false
r	t	i	n	true
r	t	i	o	false
r	t	i	o	true
r	t	i	p	false
r	t	i	r	false
r	t	i	s	false
r	t	i	s	true
r	t	i	t	false
r	t	i	u	false
r	t	i	u	true
r	t	i	v	false
r	t	i	z	false
r	t	i	ș	false
r	t	i	ș	true
r	t	i	ț	false
r	t	j	a	false
r	t	l	a	false
r	t	m	a	false
r	t	m	a	true
r	t	m	e	true
r	t	m	o	true
r	t	n	a	false
r	t	n	e	false
r	t	n	e	true
r	t	n	i	false
r	t	n	i	true
r	t	o	a	true
r	t	o	b	false
r	t	o	c	false
r	t	o	d	false
r	t	o	e	true
r	t	o	f	false
r	t	o	g	false
r	t	o	h	false
r	t	o	i	false
r	t	o	i	true
r	t	o	j	false
r	t	o	l	false
r	t	o	m	false
r	t	o	n	false
r	t	o	p	false
r	t	o	p	true
r	t	o	r	false
r	t	o	s	false
r	t	o	s	true
r	t	o	t	false
r	t	o	u	false
r	t	o	u	true
r	t	o	z	false
r	t	o	ș	false
r	t	p	a	true
r	t	p	e	true
r	t	r	a	false
r	t	r	a	true
r	t	r	e	false
r	t	r	e	true
r	t	r	i	false
r	t	r	i	true
r	t	r	o	false
r	t	r	o	true
r	t	r	u	false
r	t	r	u	true
r	t	r	â	false
r	t	r	ă	false
r	t	r	ă	true
r	t	s	a	false
r	t	s	a	true
r	t	s	c	false
r	t	s	e	false
r	t	s	m	false
r	t	s	t	false
r	t	s	ă	true
r	t	t	a	true
r	t	u	a	false
r	t	u	a	true
r	t	u	c	false
r	t	u	f	false
r	t	u	g	false
r	t	u	i	false
r	t	u	i	true
r	t	u	l	false
r	t	u	n	false
r	t	u	o	false
r	t	u	o	true
r	t	u	r	false
r	t	u	r	true
r	t	u	t	false
r	t	u	u	false
r	t	u	u	true
r	t	u	ș	false
r	t	u	ț	false
r	t	v	i	true
r	t	z	i	false
r	t	z	i	true
r	t	z	u	false
r	t	z	u	true
r	t	â	n	false
r	t	ă	c	false
r	t	ă	n	false
r	t	ă	r	false
r	t	ă	t	false
r	t	ă	u	false
r	t	ă	u	true
r	t	ă	v	false
r	t	ă	ș	false
r	t	ă	ț	false
r	t	ț	i	true
r	u	a	j	false
r	u	a	l	false
r	u	a	n	false
r	u	a	n	true
r	u	a	r	false
r	u	a	s	false
r	u	a	t	false
r	u	a	ș	false
r	u	a	ț	false
r	u	b	a	false
r	u	b	a	true
r	u	b	e	false
r	u	b	e	true
r	u	b	i	false
r	u	b	i	true
r	u	b	l	false
r	u	b	r	false
r	u	b	u	false
