b20	a03	syl
tb	ile	false
tb	ili	false
tb	iru	false
tb	loc	false
tb	obi	false
tb	ol-	false
tb	olu	false
tb	ran	false
tb	ule	false
tc	a--	false
tc	alc	false
tc	an-	false
tc	ani	false
tc	anu	false
tc	ap-	false
tc	api	false
tc	apu	false
tc	ar-	false
tc	are	false
tc	ari	false
tc	art	false
tc	aru	false
tc	aș-	false
tc	așe	false
tc	ași	false
tc	așu	false
tc	așă	false
tc	ccc	false
tc	e--	false
tc	ei-	false
tc	ele	false
tc	elo	false
tc	ete	false
tc	eva	false
tc	hei	false
tc	i--	false
tc	ii-	false
tc	ile	false
tc	ilo	false
tc	ine	false
tc	irc	false
tc	liș	false
tc	oan	false
tc	oav	false
tc	oda	false
tc	odă	false
tc	olo	false
tc	oma	false
tc	omb	false
tc	on-	false
tc	ont	false
tc	onu	false
tc	oro	false
tc	ova	false
tc	ove	false
tc	ovi	false
tc	ovă	false
tc	red	false
tc	rei	false
tc	uiv	false
tc	ult	false
tc	um-	false
tc	umv	false
tc	uno	false
tc	up-	false
tc	upc	false
tc	upr	false
tc	upu	false
tc	ura	false
tc	ure	false
tc	ură	false
tc	uți	false
tc	ând	false
tc	ă--	false
tc	ăi-	false
tc	ăia	false
tc	ăie	false
tc	ăii	false
tc	ăim	false
tc	ăin	false
tc	ăir	false
tc	ăis	false
tc	ăit	false
tc	ăiș	false
tc	ăiț	false
tc	ălă	false
td	ata	false
td	ate	false
td	atâ	false
td	ată	false
td	eau	false
td	ele	false
td	ema	false
td	ilu	false
td	isc	false
td	rap	false
td	ățo	false
te	a--	false
te	aaa	false
te	aca	false
te	acă	false
te	ade	false
te	ado	true
te	ael	false
te	afă	false
te	ag-	false
te	agu	false
te	agă	false
te	ahn	false
te	ai-	false
te	ajă	false
te	al-	true
te	ala	false
te	ale	true
te	alg	true
te	ali	true
te	alu	false
te	ală	false
te	ală	true
te	am-	false
te	ama	false
te	ame	false
te	amp	false
te	amă	false
te	an-	false
te	an-	true
te	ana	false
te	anc	false
te	and	false
te	and	true
te	anu	false
te	anu	true
te	ană	false
te	ap-	false
te	apa	false
te	aps	true
te	apt	false
te	apu	false
te	apă	false
te	ara	false
te	ara	true
te	arf	false
te	arg	false
te	ari	false
te	ari	true
te	arn	false
te	arp	false
te	ars	false
te	ară	false
te	asa	false
te	asc	false
te	asm	false
te	aso	false
te	asă	false
te	at-	false
te	ate	false
te	ati	true
te	ato	false
te	ato	true
te	atr	false
te	ată	false
te	au-	false
te	aua	false
te	aur	true
te	av-	false
te	ave	false
te	avi	false
te	avă	false
te	az-	false
te	aza	false
te	aza	true
te	aze	false
te	aze	true
te	azu	false
te	ază	false
te	ază	true
te	ați	false
te	ață	false
te	bai	true
te	bec	true
te	bel	true
te	bla	true
te	ble	true
te	blo	true
te	blu	true
te	blă	true
te	bra	true
te	bre	true
te	bri	true
te	bră	true
te	c--	false
te	ca-	true
te	cab	true
te	caf	true
te	cai	true
te	cal	true
te	cam	true
te	can	false
te	can	true
te	car	true
te	cas	true
te	cat	true
te	cau	true
te	caș	true
te	caț	true
te	ce-	true
te	cea	true
te	ced	true
te	cei	true
te	cel	true
te	cen	true
te	ces	true
te	che	true
te	chi	true
te	chn	false
te	ci-	false
te	cii	true
te	cil	true
te	cin	true
te	cio	true
te	ciu	true
te	cke	true
te	cli	true
te	clo	true
te	cne	false
te	coa	true
te	coi	true
te	col	true
te	con	true
te	cos	true
te	coș	true
te	cs-	false
te	csu	false
te	ct-	false
te	cta	false
te	cte	false
te	cti	false
te	cto	false
te	ctr	false
te	ctu	false
te	ctâ	false
te	ctă	false
te	cuc	true
te	cui	true
te	cul	true
te	cum	true
te	cur	true
te	cus	true
te	cuș	true
te	cuț	true
te	cân	true
te	că-	true
te	căm	true
te	căn	true
te	căr	true
te	căt	true
te	cău	true
te	cși	false
te	cți	false
te	d--	false
te	dat	true
te	de-	true
te	dec	true
te	deg	true
te	dem	true
te	dep	true
te	deu	true
te	dev	true
te	dil	true
te	dra	true
te	dre	true
te	dră	true
te	dul	true
te	dă-	true
te	e--	true
te	ea-	true
te	ei-	true
te	ele	true
te	elo	true
te	eni	true
te	fac	true
te	fan	true
te	far	true
te	fec	true
te	fel	true
te	fer	true
te	fic	true
te	fie	true
te	fit	true
te	fix	true
te	fle	true
te	flo	true
te	foa	true
te	fob	true
te	fon	true
te	fre	true
te	g--	false
te	gan	true
te	gar	true
te	ge-	true
te	ger	true
te	gi-	false
te	gia	true
te	gic	true
te	gie	true
te	gii	true
te	gil	true
te	giu	true
te	gli	true
te	gma	false
te	gme	false
te	gmă	false
te	goa	true
te	goc	true
te	gor	true
te	goz	true
te	gra	true
te	gre	true
te	gri	true
te	gro	true
te	gru	true
te	grâ	true
te	gră	true
te	gui	true
te	gul	true
te	gum	true
te	găr	true
te	ha-	true
te	he-	true
te	hei	true
te	hel	true
te	hez	true
te	his	true
te	hiz	true
te	hne	false
te	hni	false
te	hno	false
te	hop	true
te	hui	true
te	hum	true
te	hă-	true
te	i--	false
te	i--	true
te	ia-	true
te	iai	true
te	iaj	true
te	iam	true
te	ian	true
te	iar	true
te	ias	true
te	iat	true
te	iau	true
te	iaz	true
te	iaș	true
te	iaț	true
te	ic-	true
te	ica	true
te	ice	true
te	ici	false
te	ici	true
te	icr	false
te	icu	false
te	ică	true
te	ida	true
te	ide	false
te	ide	true
te	idă	true
te	ie-	true
te	iei	true
te	iel	true
te	iem	true
te	ien	true
te	ier	true
te	ies	true
te	iet	true
te	iez	true
te	ieș	true
te	ifo	true
te	ii-	true
te	iid	true
te	iie	false
te	il-	false
te	ila	false
te	ile	true
te	ili	false
te	ilo	false
te	ilo	true
te	ilu	false
te	ilu	true
te	im-	true
te	ima	false
te	in-	false
te	ina	true
te	ind	true
te	ine	false
te	ine	true
te	ini	false
te	ini	true
te	ino	true
te	inu	false
te	inu	true
te	ină	true
te	ioa	true
te	ior	true
te	ios	true
te	ioș	true
te	ipt	false
te	ipă	false
te	iră	true
te	ise	true
te	isl	false
te	ism	true
te	ist	true
te	isă	false
te	it-	true
te	ita	false
te	ita	true
te	ite	true
te	ită	false
te	ită	true
te	iul	true
te	iur	true
te	iuț	true
te	iși	true
te	ișo	false
te	ișo	true
te	ișt	true
te	ițe	false
te	iți	true
te	j--	false
te	ja-	true
te	jai	true
te	jam	true
te	jar	true
te	jas	true
te	jat	true
te	jau	true
te	jaș	true
te	jaț	true
te	je-	true
te	jea	true
te	jei	true
te	jel	true
te	jes	true
te	jez	true
te	jeș	true
te	jgh	false
te	ji-	false
te	ji-	true
te	jia	true
te	jie	true
te	jii	true
te	jil	true
te	jim	true
te	jin	true
te	jir	true
te	jis	true
te	jit	true
te	jiș	true
te	jiț	true
te	jui	true
te	jul	true
te	jur	true
te	jân	true
te	jă-	true
te	jăm	true
te	jăr	true
te	ka-	true
te	l--	false
te	la-	true
te	lai	true
te	laj	true
te	lal	false
te	lal	true
te	lam	true
te	lan	false
te	lan	true
te	lar	true
te	las	true
te	lat	true
te	lau	true
te	laș	true
te	laț	true
te	lca	false
te	lci	false
te	lcu	false
te	lcă	false
te	le-	true
te	lea	true
te	leb	true
te	lec	false
te	lec	true
te	led	true
te	lee	true
te	lef	true
te	leg	true
te	leh	true
te	lei	true
te	lej	true
te	lel	true
te	lem	true
te	len	false
te	len	true
te	leo	true
te	lep	true
te	ler	true
te	les	true
te	let	true
te	leu	true
te	lev	true
te	lex	true
te	lez	true
te	leî	true
te	leș	true
te	leț	true
te	li-	false
te	li-	true
te	lia	true
te	lic	true
te	lid	true
te	lie	true
te	lif	true
te	lig	true
te	lii	true
te	lil	true
te	lim	true
te	lin	true
te	lio	true
te	lir	true
te	lis	true
te	lit	true
te	liu	true
te	liv	true
te	liz	true
te	liș	true
te	liț	true
te	llu	false
te	lma	false
te	lmi	false
te	lni	false
te	lof	true
te	loi	true
te	lor	true
te	lot	true
te	loț	true
te	lpi	false
te	lra	false
te	lso	false
te	lui	true
te	lul	true
te	lur	true
te	luț	true
te	lân	true
te	lă-	true
te	lăl	true
te	lăm	true
te	lăr	true
te	m--	false
te	ma-	true
te	mai	true
te	maj	true
te	mal	true
te	mam	true
te	mar	true
te	mas	true
te	mat	true
te	mau	true
te	maș	true
te	maț	true
te	mbe	false
te	mbr	false
te	me-	true
te	mea	true
te	mei	true
te	mel	true
te	mem	true
te	men	true
te	mer	true
te	met	true
te	mez	true
te	meț	true
te	mi-	false
te	mia	true
te	mic	true
te	mie	true
te	mii	true
te	mil	true
te	mim	true
te	min	true
te	mio	true
te	mis	true
te	miz	true
te	mni	false
te	mol	true
te	mpa	false
te	mpe	false
te	mpl	false
te	mpo	false
te	mps	false
te	mpă	false
te	mu-	true
te	mui	true
te	mul	true
te	mur	true
te	mus	true
te	mut	true
te	muș	true
te	muț	true
te	mvi	false
te	mân	true
te	mă-	true
te	măm	true
te	măs	true
te	măt	true
te	măț	true
te	n--	false
te	na-	true
te	nab	true
te	nac	true
te	nah	true
te	nai	true
te	nal	false
te	nal	true
te	nam	true
te	nan	true
te	nar	true
te	nas	true
te	nat	true
te	nau	true
te	naș	true
te	naț	true
te	nce	false
te	nci	false
te	ncu	false
te	nda	false
te	nde	false
te	ndi	false
te	ndo	false
te	ndă	false
te	ne-	true
te	nea	true
te	neb	true
te	nee	true
te	nei	true
te	nel	true
te	nen	true
te	ner	true
te	nes	true
te	neu	true
te	nez	true
te	neș	true
te	neț	true
te	ni-	false
te	ni-	true
te	nia	true
te	nic	true
te	nie	true
te	nif	true
te	nii	true
te	nil	true
te	nim	true
te	nin	true
te	nir	true
te	nis	true
te	nit	true
te	niu	true
te	niz	true
te	niș	true
te	niț	true
te	noa	true
te	nob	true
te	noc	true
te	nod	true
te	nof	true
te	nog	true
te	noh	true
te	noi	true
te	nol	true
te	non	true
te	nop	true
te	nor	true
te	nos	true
te	not	true
te	noz	true
te	noș	true
te	ns-	false
te	nse	false
te	nsi	false
te	nso	false
te	nsă	false
te	nt-	false
te	nta	false
te	nte	false
te	nti	false
te	nto	false
te	ntr	false
te	ntu	false
te	ntâ	false
te	ntă	false
te	nua	true
te	nue	true
te	nul	true
te	nup	true
te	nur	true
te	nut	true
te	nuz	true
te	nuâ	true
te	nuă	true
te	nân	true
te	nă-	true
te	năm	true
te	nși	false
te	nța	false
te	nțe	false
te	nți	false
te	nțâ	false
te	nță	false
te	o--	true
te	oar	true
te	obl	true
te	obr	true
te	oci	true
te	ocl	true
te	ocr	true
te	oda	true
te	odi	true
te	odo	true
te	ofa	true
te	ofi	true
te	ofl	true
te	ofo	true
te	oge	true
te	ogo	true
te	ogr	true
te	oid	true
te	oin	true
te	oiz	true
te	ola	true
te	ole	true
te	oli	true
te	olo	true
te	olă	true
te	om-	true
te	oma	true
te	omi	true
te	omu	true
te	on-	true
te	one	true
te	onu	true
te	opa	true
te	opl	true
te	opo	true
te	or-	false
te	or-	true
te	orb	true
te	ore	true
te	ori	false
te	ori	true
te	oro	true
te	oru	false
te	oru	true
te	osa	true
te	osc	true
te	osi	true
te	osp	false
te	oti	true
te	oto	true
te	oza	true
te	oze	true
te	ozo	true
te	ozâ	true
te	oză	true
te	p--	false
te	pa-	true
te	pai	true
te	paj	true
te	pam	true
te	par	true
te	pas	true
te	pat	true
te	pau	true
te	paș	true
te	paț	true
te	pe-	true
te	pea	true
te	pei	true
te	pel	true
te	pen	true
te	pez	true
te	pi-	false
te	pia	true
te	pic	true
te	pie	true
te	pii	true
te	pil	true
te	piz	true
te	pop	true
te	por	true
te	poz	true
te	pre	true
te	pro	true
te	pt-	false
te	pta	false
te	pte	false
te	ptâ	false
te	ptă	false
te	pui	true
te	pul	true
te	pun	true
te	pur	true
te	pus	true
te	puș	true
te	pân	true
te	pă-	true
te	păm	true
te	păr	true
te	pți	false
te	r--	false
te	r--	true
te	ra-	true
te	rab	true
te	rac	false
te	rac	true
te	rad	true
te	raf	true
te	rai	true
te	ral	false
te	ral	true
te	ram	true
te	ran	false
te	ran	true
te	rap	true
te	rar	true
te	ras	false
te	ras	true
te	rat	false
te	rat	true
te	rau	true
te	raz	true
te	raș	true
te	raț	true
te	rba	false
te	rbe	false
te	rbi	false
te	rca	false
te	rce	false
te	rch	false
te	rci	false
te	rcl	false
te	rco	false
te	rcu	false
te	rde	false
te	rdi	false
te	re-	true
te	rea	true
te	reb	true
te	rec	false
te	rec	true
te	ree	true
te	ref	true
te	rei	true
te	rel	true
te	ren	true
te	reo	true
te	res	true
te	ret	true
te	reu	true
te	rez	true
te	reș	true
te	reț	true
te	rfa	false
te	rfe	false
te	rfl	false
te	rfo	false
te	rfu	false
te	rg-	false
te	rga	false
te	rge	false
te	rgi	false
te	rgl	false
te	rgr	false
te	rgu	false
te	rgâ	false
te	rgă	false
te	rha	false
te	ri-	false
te	ri-	true
te	ria	true
te	rib	true
te	ric	true
te	rid	true
te	rie	true
te	rif	true
te	rig	true
te	rii	true
te	ril	true
te	rim	true
te	rin	true
te	rio	true
te	rir	true
te	ris	true
te	rit	true
te	riu	true
te	riv	true
te	rix	true
te	riz	true
te	riș	true
te	riț	true
te	rje	false
te	rju	false
te	rla	false
te	rli	false
te	rlo	false
te	rlu	false
te	rm-	false
te	rma	false
te	rme	false
te	rmi	false
te	rmo	false
te	rmo	true
te	rmu	false
te	rmă	false
te	rn-	false
te	rna	false
te	rne	false
te	rni	false
te	rno	false
te	rnu	false
te	rnâ	false
te	rnă	false
te	ro-	true
te	roa	true
te	rob	true
te	roc	false
te	roc	true
te	rod	true
te	rof	true
te	rog	true
te	roh	true
te	roi	true
te	rol	true
te	rom	true
te	ron	true
te	rop	true
te	ror	true
te	ros	true
te	rot	true
te	rou	true
te	rov	true
te	roz	true
te	rp-	false
te	rpa	false
te	rpe	false
te	rpi	false
te	rpl	false
te	rpo	false
te	rpr	false
te	rps	false
te	rpu	false
te	rpă	false
te	rra	false
te	rre	false
te	rs-	false
te	rsa	false
te	rsc	false
te	rse	false
te	rsi	false
te	rsp	false
te	rst	false
te	rsu	false
te	rsâ	false
te	rsă	false
te	rte	false
te	rti	false
te	rtr	false
te	rul	true
te	rum	true
te	run	true
te	rur	false
te	rur	true
te	rva	false
te	rve	false
te	rvi	false
te	rvo	false
te	rzi	false
te	rzo	false
te	rân	true
te	ră-	true
te	răm	true
te	răr	true
te	rșa	false
te	rșc	false
te	rși	false
te	rț-	false
te	rța	false
te	rțe	false
te	rți	false
te	rțu	false
te	rță	false
te	s--	false
te	sa-	true
te	sac	true
te	sal	true
te	sc-	false
te	sce	false
te	sci	false
te	sco	false
te	scu	false
te	scă	false
te	se-	true
te	sei	true
te	sel	true
te	sen	true
te	sla	false
te	sle	false
te	slă	false
te	sme	false
te	soc	true
te	spr	false
te	spr	true
te	st-	false
te	sta	false
te	sta	true
te	ste	false
te	ste	true
te	sti	false
te	sto	false
te	stu	false
te	stâ	false
te	stă	false
te	sul	true
te	sur	true
te	să-	true
te	săl	true
te	sți	false
te	t--	false
te	ta-	true
te	tan	true
te	te-	true
te	tea	true
te	tei	true
te	tel	true
te	ter	true
te	tia	true
te	tic	true
te	tie	true
te	tii	true
te	tin	true
te	tis	true
te	tit	true
te	tiz	true
te	tiș	true
te	tog	true
te	tom	true
te	tos	true
te	toz	true
te	tra	false
te	tra	true
te	tre	true
te	tri	true
te	tro	true
te	tru	true
te	tul	true
te	tă-	true
te	u--	false
te	uca	true
te	uci	false
te	uci	true
te	ucă	true
te	uga	false
te	uge	false
te	ugă	false
te	uh-	false
te	uhu	true
te	ul-	true
te	ulu	true
te	ure	false
te	urg	false
te	urg	true
te	uri	false
te	uri	true
te	uro	true
te	uru	true
te	uto	true
te	va-	true
te	vat	true
te	ved	true
te	vei	true
te	via	true
te	vie	true
te	vii	true
te	vin	true
te	vor	true
te	vân	true
te	x--	false
te	xia	true
te	xie	true
te	xii	true
te	xop	true
te	xt-	false
te	xta	false
te	xte	false
te	xti	false
te	xto	false
te	xtu	false
te	xtâ	false
te	xtă	false
te	xul	true
te	xur	true
te	z--	false
te	za-	true
te	zai	true
te	zam	true
te	zan	true
te	zar	true
te	zas	true
te	zat	true
te	zau	true
te	zaș	true
te	zaț	true
te	ze-	true
te	zea	true
te	zec	true
te	zei	true
te	zel	true
te	zes	true
te	zez	true
te	zeș	true
te	zi-	false
te	zi-	true
te	zia	true
te	zic	true
te	zie	true
te	zii	true
te	zil	true
te	zim	true
te	zin	true
te	zio	true
te	zir	true
te	zis	true
te	zit	true
te	ziș	true
te	ziț	true
te	zo-	true
te	zoa	true
te	zoi	true
te	zom	true
te	zor	true
te	zul	true
te	zur	true
te	zân	true
te	ză-	true
te	zăm	true
te	zăr	true
te	zăt	true
te	ș--	false
te	șch	false
te	șe-	true
te	șea	true
te	șel	true
te	șes	true
te	șeș	true
te	și-	false
te	și-	true
te	șia	true
te	șic	true
te	șie	true
te	șii	true
te	șim	true
te	șin	true
te	șip	false
te	șir	true
te	șis	true
te	șit	false
te	șit	true
te	șiș	true
te	șiț	true
te	șme	false
te	ște	false
te	ști	false
te	șug	true
te	șul	true
te	șă-	true
te	ț--	false
te	ța-	true
te	țe-	true
te	țea	true
te	ței	true
te	țel	true
te	țes	true
te	țeș	true
te	ți-	false
te	ți-	true
te	ția	true
te	ție	true
te	ții	true
te	țil	true
te	țim	true
te	țin	true
te	țir	true
te	țis	true
te	țit	true
te	țiu	true
te	țiș	true
te	țiț	true
te	țul	true
te	ță-	true
tf	a--	false
tf	ali	false
tf	ara	false
tf	ard	false
tf	ața	false
tf	ațe	false
tf	ațâ	false
tf	ață	false
tf	e--	false
tf	ea-	false
tf	eai	false
tf	eam	false
tf	eas	false
tf	eau	false
tf	eaț	false
tf	ei-	false
tf	el-	false
tf	ele	false
tf	eli	false
tf	eln	false
tf	elo	false
tf	elu	false
tf	esc	false
tf	eșt	false
tf	ețe	false
tf	i--	false
tf	ii-	false
tf	im-	false
tf	ind	false
tf	ire	false
tf	iri	false
tf	iră	false
tf	ise	false
tf	it-	false
tf	ite	false
tf	ită	false
tf	iși	false
tf	iți	false
tf	oil	false
tf	or-	false
tf	ori	false
tf	orm	false
tf	oru	false
tf	rum	false
tf	us-	false
tf	usu	false
tf	ă--	false
tg	erm	false
tg	lac	false
tg	olf	false
tg	ros	false
tg	roș	false
tg	ut-	false
tg	utu	false
th	ail	false
th	al-	false
th	ale	false
th	alu	false
th	ars	false
th	art	false
th	eid	false
th	eri	false
th	eus	false
th	iag	false
th	ium	false
th	oni	false
th	orm	false
th	orn	false
th	ove	false
th	rai	false
th	son	false
th	son	true
th	ude	false
th	ul-	false
th	ulu	false
th	uri	false
th	usi	false
th	ărț	false
ti	a--	true
ti	abi	true
ti	aca	true
ti	acc	false
ti	ada	true
ti	ade	false
ti	ade	true
ti	adă	true
ti	aer	true
ti	ai-	false
ti	ai-	true
ti	aj-	true
ti	aje	true
ti	aju	true
ti	al-	true
ti	ala	false
ti	ala	true
ti	alb	true
ti	alc	true
ti	ale	true
ti	ali	false
ti	ali	true
ti	ală	true
ti	am-	false
ti	am-	true
ti	ame	true
ti	ami	true
ti	amo	false
ti	an-	false
ti	an-	true
ti	ana	true
ti	ane	true
ti	ani	false
ti	ani	true
ti	ano	true
ti	ant	false
ti	anu	true
ti	ană	false
ti	ană	true
ti	anț	false
ti	apo	true
ti	ar-	true
ti	ara	true
ti	are	true
ti	ari	true
ti	art	true
ti	aru	true
ti	ară	true
ti	as-	true
ti	asc	true
ti	ase	true
ti	asp	false
ti	ast	false
ti	ast	true
ti	asu	true
ti	at-	true
ti	ata	true
ti	ate	true
ti	ati	false
ti	ati	true
ti	atl	false
ti	ato	true
ti	atu	true
ti	ată	true
ti	au-	false
ti	au-	true
ti	aza	true
ti	aze	true
ti	azi	true
ti	azo	true
ti	ază	true
ti	aș-	true
ti	ași	true
ti	așt	false
ti	așu	true
ti	ați	false
ti	ați	true
ti	bac	true
ti	bar	true
ti	bet	true
ti	beț	true
ti	bia	true
ti	bie	true
ti	bii	true
ti	bil	true
ti	bin	true
ti	bio	true
ti	biu	true
ti	biș	true
ti	bro	true
ti	bul	true
ti	bur	true
ti	bâș	true
ti	c--	false
ti	ca-	true
ti	cab	true
ti	cac	true
ti	cai	true
ti	cal	true
ti	cam	true
ti	can	true
ti	cap	true
ti	car	true
ti	cas	true
ti	cat	true
ti	cau	true
ti	caș	true
ti	caț	true
ti	ce-	true
ti	cea	true
ti	cee	true
ti	cei	true
ti	cel	true
ti	cem	false
ti	cem	true
ti	cen	true
ti	cer	true
ti	ces	true
ti	ceș	true
ti	che	true
ti	chi	true
ti	ci-	false
ti	ci-	true
ti	cia	true
ti	cic	true
ti	cid	true
ti	cie	true
ti	cif	true
ti	cii	true
ti	cil	true
ti	cim	true
ti	cin	true
ti	cio	true
ti	cip	true
ti	cir	true
ti	cis	true
ti	cit	true
ti	ciu	true
ti	civ	true
ti	ciz	true
ti	ciș	true
ti	ciț	true
ti	cla	true
ti	cle	true
ti	cli	true
ti	clo	true
ti	clu	true
ti	clă	true
ti	cne	false
ti	cni	false
ti	co-	true
ti	coa	true
ti	cog	true
ti	coi	true
ti	col	true
ti	com	true
ti	con	true
ti	cop	true
ti	cor	true
ti	cos	true
ti	cot	true
ti	coș	true
ti	cre	true
ti	cri	true
ti	cse	false
ti	csi	false
ti	cta	false
ti	cti	false
ti	cul	true
ti	cur	true
ti	cuș	true
ti	cuț	true
ti	cva	false
ti	cve	false
ti	cvă	false
ti	cân	true
ti	că-	true
ti	căa	true
ti	căi	true
ti	căl	true
ti	căm	true
ti	căr	true
ti	cău	true
ti	d--	false
ti	da-	true
ti	dal	true
ti	dar	true
ti	daz	true
ti	de-	true
ti	dea	true
ti	dec	true
ti	def	true
ti	dei	true
ti	del	true
ti	dem	true
ti	dep	true
ti	der	true
ti	det	true
ti	dia	true
ti	dic	true
ti	die	true
ti	dif	true
ti	dig	true
ti	dii	true
ti	dim	true
ti	din	true
ti	dio	true
ti	dir	true
ti	dis	true
ti	dit	true
ti	diu	true
ti	dog	true
ti	dol	true
ti	dom	true
ti	dop	true
ti	dor	true
ti	dot	true
ti	dro	true
ti	dul	true
ti	dum	true
ti	dă-	true
ti	e--	true
ti	eco	false
ti	ede	true
ti	ei-	true
ti	eid	true
ti	eim	false
ti	eis	true
ti	ele	true
ti	em-	true
ti	ema	true
ti	eme	true
ti	emo	false
ti	emă	true
ti	en-	true
ti	ene	true
ti	eni	true
ti	ent	false
ti	ent	true
ti	enu	true
ti	enz	true
ti	enț	true
ti	epi	true
ti	er-	true
ti	era	true
ti	ere	true
ti	eri	true
ti	ern	true
ti	ero	false
ti	ero	true
ti	eru	true
ti	eră	true
ti	esc	true
ti	esp	true
ti	est	true
ti	eta	true
ti	etn	true
ti	eto	true
ti	etă	true
ti	ez-	true
ti	eze	true
ti	ezi	true
ti	eșt	true
ti	f--	false
ti	fac	true
ti	fad	true
ti	fan	true
ti	fas	true
ti	fdr	false
ti	fe-	true
ti	fea	true
ti	feb	true
ti	fel	true
ti	fer	true
ti	fet	true
ti	feu	true
ti	fi-	false
ti	fia	true
ti	fic	true
ti	fid	true
ti	fie	true
ti	fii	true
ti	fil	true
ti	fiz	true
ti	fiț	true
ti	fla	true
ti	fle	true
ti	fli	true
ti	flo	true
ti	flă	true
ti	foa	true
ti	fob	true
ti	foi	true
ti	fol	true
ti	fon	true
ti	for	true
ti	fos	true
ti	foz	true
ti	foș	true
ti	fra	true
ti	fri	true
ti	ft-	false
ti	ftu	false
ti	fug	true
ti	ful	true
ti	fun	true
ti	fur	true
ti	g--	false
ti	ga-	true
ti	gab	true
ti	gai	true
ti	gam	true
ti	gan	true
ti	gar	true
ti	gas	true
ti	gat	true
ti	gau	true
ti	gaz	true
ti	gaș	true
ti	gaț	true
ti	ge-	true
ti	gea	true
ti	gel	true
ti	gen	true
ti	ges	true
ti	geș	true
ti	ghe	true
ti	gi-	false
ti	gi-	true
ti	gia	true
ti	gii	true
ti	gil	true
ti	gim	true
ti	gin	true
ti	gio	true
ti	gir	true
ti	gis	true
ti	git	true
ti	giu	true
ti	giș	true
ti	giț	true
ti	gma	false
ti	gme	false
ti	gmi	false
ti	gmo	false
ti	gmă	false
ti	gna	false
ti	gne	false
ti	gni	false
ti	go-	true
ti	goa	true
ti	gor	true
ti	gou	true
ti	gra	true
ti	gre	true
ti	gri	true
ti	gro	true
ti	gru	true
ti	gue	true
ti	gui	true
ti	gul	true
ti	gur	true
ti	guu	true
ti	guv	true
ti	guă	true
ti	gva	false
ti	gve	false
ti	gvă	false
ti	gân	true
ti	gă-	true
ti	găi	true
ti	găm	true
ti	găr	true
ti	găt	true
ti	h--	false
ti	hal	true
ti	han	true
ti	har	true
ti	he-	true
ti	hel	true
ti	hem	true
ti	het	true
ti	heț	true
ti	hia	true
ti	hie	true
ti	hii	true
ti	hir	true
ti	his	true
ti	hit	true
ti	hna	false
ti	hne	false
ti	hni	false
ti	hnă	false
ti	hoa	true
ti	hol	true
ti	hor	true
ti	hre	true
ti	hri	true
ti	hui	true
ti	hul	true
ti	hur	true
ti	hă-	true
ti	hăr	true
ti	i--	false
ti	i--	true
ti	ial	false
ti	ibe	false
ti	ide	false
ti	igi	true
ti	ii-	true
ti	ile	true
ti	ilo	true
ti	im-	true
ti	ima	false
ti	imi	false
ti	imo	false
ti	imp	true
ti	inc	true
ti	ind	false
ti	ind	true
ti	inf	false
ti	inf	true
ti	int	false
ti	int	true
ti	inț	false
ti	inț	true
ti	ire	true
ti	iri	false
ti	iri	true
ti	iră	true
ti	ise	true
ti	isp	false
ti	ist	true
ti	it-	true
ti	ite	true
ti	ito	false
ti	ito	true
ti	ită	true
ti	iul	true
ti	ive	false
ti	iș-	false
ti	iși	true
ti	ișu	false
ti	ișu	true
ti	iți	true
ti	j--	false
ti	ja-	true
ti	jai	true
ti	jam	true
ti	jar	true
ti	jas	true
ti	jat	true
ti	jau	true
ti	jaș	true
ti	jaț	true
ti	je-	true
ti	jea	true
ti	jei	true
ti	jel	true
ti	jez	true
ti	jiv	true
ti	jor	true
ti	jul	true
ti	jun	true
ti	jur	true
ti	jân	true
ti	jă-	true
ti	jăm	true
ti	l--	false
ti	la-	true
ti	lab	true
ti	lac	true
ti	lag	true
ti	lai	true
ti	laj	true
ti	lal	true
ti	lam	false
ti	lam	true
ti	lan	true
ti	lar	true
ti	las	true
ti	lat	true
ti	lau	true
ti	laș	true
ti	laț	true
ti	lb-	false
ti	lbe	false
ti	lbi	false
ti	lbu	false
ti	lca	false
ti	lce	false
ti	lda	false
ti	lde	false
ti	ldă	false
ti	le-	true
ti	lea	true
ti	lec	true
ti	led	true
ti	leg	true
ti	lei	true
ti	lel	true
ti	lem	true
ti	len	true
ti	ler	true
ti	les	true
ti	let	true
ti	lev	true
ti	lez	true
ti	leș	true
ti	leț	true
ti	lfo	false
ti	li-	false
ti	li-	true
ti	lia	true
ti	lic	true
ti	lie	true
ti	lig	true
ti	lii	true
ti	lil	true
ti	lim	true
ti	lin	true
ti	lio	true
ti	lir	true
ti	lis	true
ti	lit	true
ti	liv	true
ti	liz	true
ti	liș	true
ti	liț	true
ti	llo	false
ti	lmo	false
ti	lob	true
ti	lod	true
ti	lof	true
ti	log	true
ti	loi	true
ti	lol	true
ti	lom	false
ti	lom	true
ti	lop	true
ti	lor	false
ti	lor	true
ti	los	true
ti	lou	true
ti	loz	true
ti	lra	false
ti	lsa	false
ti	lst	false
ti	lue	true
ti	lul	true
ti	lur	true
ti	lvi	false
ti	lân	true
ti	lă-	true
ti	lăm	true
ti	lăr	true
ti	m--	false
ti	m--	true
ti	ma-	true
ti	mab	true
ti	mad	true
ti	mag	true
ti	mai	true
ti	mal	true
ti	mam	true
ti	man	true
ti	mar	true
ti	mas	true
ti	mat	true
ti	mau	true
