a01	a12	a23	a34	a45	syl
r	â	m	t	â	false
r	â	m	t	ă	false
r	â	m	u	l	true
r	â	m	u	r	true
r	â	m	â	n	true
r	â	m	ă	-	true
r	â	m	ă	m	true
r	â	m	ă	r	true
r	â	m	ă	t	true
r	â	m	ț	i	false
r	â	n	-	-	false
r	â	n	a	-	false
r	â	n	a	-	true
r	â	n	a	c	false
r	â	n	a	i	false
r	â	n	a	m	false
r	â	n	a	r	false
r	â	n	a	s	false
r	â	n	a	t	false
r	â	n	a	u	false
r	â	n	a	ș	false
r	â	n	a	ț	false
r	â	n	c	-	false
r	â	n	c	-	true
r	â	n	c	a	false
r	â	n	c	a	true
r	â	n	c	e	false
r	â	n	c	e	true
r	â	n	c	h	true
r	â	n	c	i	false
r	â	n	c	i	true
r	â	n	c	o	false
r	â	n	c	u	false
r	â	n	c	u	true
r	â	n	c	ă	false
r	â	n	c	ă	true
r	â	n	d	-	false
r	â	n	d	-	true
r	â	n	d	a	false
r	â	n	d	a	true
r	â	n	d	e	true
r	â	n	d	u	false
r	â	n	d	u	true
r	â	n	d	ă	false
r	â	n	d	ă	true
r	â	n	e	-	false
r	â	n	e	-	true
r	â	n	e	a	false
r	â	n	e	a	true
r	â	n	e	i	false
r	â	n	e	i	true
r	â	n	e	l	false
r	â	n	e	l	true
r	â	n	e	s	false
r	â	n	e	s	true
r	â	n	e	t	false
r	â	n	e	z	false
r	â	n	e	ș	false
r	â	n	e	ș	true
r	â	n	e	ț	false
r	â	n	g	-	false
r	â	n	g	-	true
r	â	n	g	a	false
r	â	n	g	a	true
r	â	n	g	e	false
r	â	n	g	h	false
r	â	n	g	i	false
r	â	n	g	i	true
r	â	n	g	u	false
r	â	n	g	u	true
r	â	n	g	â	false
r	â	n	g	ă	false
r	â	n	g	ă	true
r	â	n	i	-	false
r	â	n	i	-	true
r	â	n	i	c	false
r	â	n	i	i	false
r	â	n	i	i	true
r	â	n	i	l	false
r	â	n	i	m	false
r	â	n	i	m	true
r	â	n	i	n	false
r	â	n	i	n	true
r	â	n	i	r	false
r	â	n	i	r	true
r	â	n	i	s	false
r	â	n	i	s	true
r	â	n	i	t	false
r	â	n	i	t	true
r	â	n	i	ș	false
r	â	n	i	ș	true
r	â	n	i	ț	false
r	â	n	i	ț	true
r	â	n	j	e	true
r	â	n	j	i	false
r	â	n	j	i	true
r	â	n	j	o	false
r	â	n	o	a	true
r	â	n	o	s	true
r	â	n	o	ș	true
r	â	n	s	-	false
r	â	n	s	e	false
r	â	n	s	o	false
r	â	n	s	u	false
r	â	n	s	ă	false
r	â	n	t	-	false
r	â	n	t	a	false
r	â	n	t	a	true
r	â	n	t	e	false
r	â	n	t	i	false
r	â	n	t	o	false
r	â	n	t	u	false
r	â	n	t	ă	false
r	â	n	u	l	false
r	â	n	z	-	false
r	â	n	z	a	false
r	â	n	z	a	true
r	â	n	z	e	false
r	â	n	z	e	true
r	â	n	z	i	false
r	â	n	z	i	true
r	â	n	z	o	false
r	â	n	z	o	true
r	â	n	z	u	false
r	â	n	z	ă	false
r	â	n	z	ă	true
r	â	n	â	n	false
r	â	n	ă	-	false
r	â	n	ă	-	true
r	â	n	ă	m	false
r	â	n	ă	r	false
r	â	n	ș	i	false
r	â	n	ț	i	false
r	â	p	a	-	true
r	â	p	e	-	true
r	â	p	e	i	true
r	â	p	e	l	true
r	â	p	o	a	true
r	â	p	o	s	true
r	â	p	o	ș	true
r	â	p	ă	-	true
r	â	r	e	-	true
r	â	r	e	a	true
r	â	r	i	-	true
r	â	r	i	i	true
r	â	r	i	l	true
r	â	r	ă	-	true
r	â	r	ă	m	true
r	â	r	ă	ț	true
r	â	s	-	-	true
r	â	s	e	-	true
r	â	s	e	i	true
r	â	s	e	m	true
r	â	s	e	r	true
r	â	s	e	s	true
r	â	s	e	t	true
r	â	s	e	ș	true
r	â	s	l	e	false
r	â	s	n	e	false
r	â	s	n	i	false
r	â	s	o	a	true
r	â	s	u	l	true
r	â	s	u	r	true
r	â	s	ă	-	true
r	â	t	-	-	true
r	â	t	a	-	true
r	â	t	a	i	true
r	â	t	a	m	true
r	â	t	a	n	true
r	â	t	a	r	true
r	â	t	a	s	true
r	â	t	a	t	true
r	â	t	a	u	true
r	â	t	a	ș	true
r	â	t	a	ț	true
r	â	t	e	-	true
r	â	t	o	a	true
r	â	t	o	r	true
r	â	t	u	l	true
r	â	t	u	r	true
r	â	t	â	n	true
r	â	t	ă	-	true
r	â	t	ă	m	true
r	â	t	ă	r	true
r	â	u	-	-	false
r	â	u	-	-	true
r	â	u	l	-	false
r	â	u	l	-	true
r	â	u	l	e	false
r	â	u	l	e	true
r	â	u	l	u	false
r	â	u	l	u	true
r	â	u	r	a	true
r	â	u	r	e	true
r	â	u	r	i	false
r	â	u	r	i	true
r	â	u	r	â	true
r	â	u	r	ă	true
r	â	u	ș	o	false
r	â	u	ș	o	true
r	â	u	ț	-	true
r	â	u	ț	e	true
r	â	u	ț	u	true
r	â	v	n	a	true
r	â	v	n	e	true
r	â	v	n	i	true
r	â	v	n	ă	true
r	â	z	i	-	true
r	â	z	n	a	true
r	â	z	n	e	true
r	â	z	n	ă	true
r	â	z	â	n	true
r	â	z	ă	r	true
r	â	z	ă	t	true
r	â	ș	-	-	true
r	â	ș	c	-	false
r	â	ș	c	a	false
r	â	ș	c	i	false
r	â	ș	c	o	true
r	â	ș	c	â	false
r	â	ș	c	ă	false
r	â	ș	c	ă	true
r	â	ș	e	-	true
r	â	ș	g	r	true
r	â	ș	i	-	true
r	â	ș	i	i	true
r	â	ș	i	l	true
r	â	ș	m	a	false
r	â	ș	m	e	false
r	â	ș	m	u	false
r	â	ș	m	ă	false
r	â	ș	n	e	false
r	â	ș	n	e	true
r	â	ș	n	i	false
r	â	ș	n	i	true
r	â	ș	n	o	true
r	â	ș	t	e	false
r	â	ș	t	e	true
r	â	ș	t	i	true
r	â	ș	u	l	true
r	â	ș	u	r	true
r	â	ș	ă	-	true
r	â	ț	a	-	true
r	â	ț	a	i	true
r	â	ț	a	m	true
r	â	ț	a	r	true
r	â	ț	a	s	true
r	â	ț	a	t	true
r	â	ț	a	u	true
r	â	ț	a	ș	true
r	â	ț	a	ț	true
r	â	ț	e	-	true
r	â	ț	e	a	true
r	â	ț	e	i	true
r	â	ț	e	l	true
r	â	ț	e	n	true
r	â	ț	e	s	true
r	â	ț	e	z	true
r	â	ț	e	ș	true
r	â	ț	i	-	true
r	â	ț	i	c	true
r	â	ț	i	i	true
r	â	ț	i	l	true
r	â	ț	i	m	true
r	â	ț	i	n	true
r	â	ț	i	r	true
r	â	ț	i	s	true
r	â	ț	i	t	true
r	â	ț	i	ș	true
r	â	ț	i	ț	true
r	â	ț	o	a	true
r	â	ț	o	s	true
r	â	ț	o	ș	true
r	â	ț	â	n	true
r	â	ț	ă	-	true
r	â	ț	ă	m	true
r	â	ț	ă	r	true
r	î	-	-	-	true
r	ă	-	-	-	false
r	ă	-	-	-	true
r	ă	a	-	-	true
r	ă	a	c	r	false
r	ă	b	a	t	false
r	ă	b	a	ț	false
r	ă	b	d	a	true
r	ă	b	d	â	true
r	ă	b	d	ă	true
r	ă	b	e	a	false
r	ă	b	e	a	true
r	ă	b	e	s	false
r	ă	b	e	s	true
r	ă	b	e	t	false
r	ă	b	e	ș	false
r	ă	b	e	ș	true
r	ă	b	e	ț	false
r	ă	b	i	-	false
r	ă	b	i	a	true
r	ă	b	i	e	false
r	ă	b	i	e	true
r	ă	b	i	i	false
r	ă	b	i	i	true
r	ă	b	i	m	false
r	ă	b	i	n	false
r	ă	b	i	o	false
r	ă	b	i	o	true
r	ă	b	i	r	false
r	ă	b	i	s	false
r	ă	b	i	t	false
r	ă	b	i	u	false
r	ă	b	i	ș	false
r	ă	b	i	ț	false
r	ă	b	l	ă	true
r	ă	b	o	a	true
r	ă	b	o	g	true
r	ă	b	o	i	true
r	ă	b	o	j	true
r	ă	b	u	f	true
r	ă	b	u	i	true
r	ă	b	u	n	false
r	ă	b	u	ș	false
r	ă	b	u	ș	true
r	ă	b	u	ț	true
r	ă	b	ă	i	true
r	ă	b	ă	l	false
r	ă	b	ă	n	true
r	ă	b	ă	t	false
r	ă	c	a	-	false
r	ă	c	a	c	false
r	ă	c	a	i	false
r	ă	c	a	m	false
r	ă	c	a	n	false
r	ă	c	a	n	true
r	ă	c	a	r	false
r	ă	c	a	r	true
r	ă	c	a	s	false
r	ă	c	a	s	true
r	ă	c	a	t	false
r	ă	c	a	u	false
r	ă	c	a	ș	false
r	ă	c	a	ț	false
r	ă	c	e	a	false
r	ă	c	e	a	true
r	ă	c	e	l	true
r	ă	c	e	s	false
r	ă	c	e	s	true
r	ă	c	e	ș	false
r	ă	c	e	ș	true
r	ă	c	h	i	false
r	ă	c	h	i	true
r	ă	c	i	-	false
r	ă	c	i	-	true
r	ă	c	i	a	false
r	ă	c	i	a	true
r	ă	c	i	e	false
r	ă	c	i	e	true
r	ă	c	i	i	false
r	ă	c	i	i	true
r	ă	c	i	l	false
r	ă	c	i	l	true
r	ă	c	i	m	false
r	ă	c	i	m	true
r	ă	c	i	n	false
r	ă	c	i	n	true
r	ă	c	i	o	true
r	ă	c	i	r	false
r	ă	c	i	r	true
r	ă	c	i	s	false
r	ă	c	i	s	true
r	ă	c	i	t	false
r	ă	c	i	t	true
r	ă	c	i	u	true
r	ă	c	i	ș	false
r	ă	c	i	ș	true
r	ă	c	i	ț	false
r	ă	c	i	ț	true
r	ă	c	n	e	true
r	ă	c	n	i	true
r	ă	c	o	a	false
r	ă	c	o	a	true
r	ă	c	o	r	true
r	ă	c	o	s	false
r	ă	c	o	v	false
r	ă	c	o	v	true
r	ă	c	o	ș	false
r	ă	c	u	i	false
r	ă	c	u	l	false
r	ă	c	u	l	true
r	ă	c	u	ș	false
r	ă	c	u	ș	true
r	ă	c	u	ț	false
r	ă	c	u	ț	true
r	ă	c	â	n	false
r	ă	c	ă	-	false
r	ă	c	ă	c	true
r	ă	c	ă	d	true
r	ă	c	ă	i	true
r	ă	c	ă	m	false
r	ă	c	ă	n	false
r	ă	c	ă	n	true
r	ă	c	ă	r	false
r	ă	c	ă	s	true
r	ă	d	a	-	false
r	ă	d	a	i	false
r	ă	d	a	l	false
r	ă	d	a	m	false
r	ă	d	a	n	false
r	ă	d	a	n	true
r	ă	d	a	r	false
r	ă	d	a	s	false
r	ă	d	a	t	false
r	ă	d	a	u	false
r	ă	d	a	ș	false
r	ă	d	a	ș	true
r	ă	d	a	ț	false
r	ă	d	e	a	false
r	ă	d	e	a	true
r	ă	d	e	l	false
r	ă	d	e	l	true
r	ă	d	e	m	false
r	ă	d	e	n	false
r	ă	d	e	n	true
r	ă	d	e	p	true
r	ă	d	e	s	false
r	ă	d	e	t	false
r	ă	d	e	v	false
r	ă	d	e	z	false
r	ă	d	e	ș	false
r	ă	d	i	-	false
r	ă	d	i	i	false
r	ă	d	i	m	false
r	ă	d	i	n	false
r	ă	d	i	o	false
r	ă	d	i	r	false
r	ă	d	i	s	false
r	ă	d	i	t	false
r	ă	d	i	ș	false
r	ă	d	i	ț	false
r	ă	d	u	i	false
r	ă	d	u	i	true
r	ă	d	u	l	false
r	ă	d	u	ț	false
r	ă	d	v	a	true
r	ă	d	â	n	false
r	ă	d	ă	-	false
r	ă	d	ă	c	false
r	ă	d	ă	c	true
r	ă	d	ă	m	false
r	ă	d	ă	r	false
r	ă	d	ă	t	false
r	ă	d	ă	u	true
r	ă	d	ă	ț	false
r	ă	f	i	a	true
r	ă	f	i	e	true
r	ă	f	i	i	true
r	ă	f	o	a	false
r	ă	f	o	s	false
r	ă	f	o	ș	false
r	ă	f	t	u	true
r	ă	f	u	i	false
r	ă	f	u	i	true
r	ă	f	u	l	false
r	ă	f	u	n	false
r	ă	f	u	r	false
r	ă	f	u	ș	false
r	ă	f	ă	r	false
r	ă	g	a	c	false
r	ă	g	a	c	true
r	ă	g	a	i	false
r	ă	g	a	i	true
r	ă	g	a	n	true
r	ă	g	a	r	false
r	ă	g	a	z	true
r	ă	g	e	a	false
r	ă	g	e	a	true
r	ă	g	e	i	false
r	ă	g	e	l	false
r	ă	g	e	s	false
r	ă	g	e	t	true
r	ă	g	e	z	false
r	ă	g	e	ș	false
r	ă	g	h	i	false
r	ă	g	i	-	false
r	ă	g	i	i	false
r	ă	g	i	l	false
r	ă	g	i	l	true
r	ă	g	i	m	false
r	ă	g	i	n	false
r	ă	g	i	n	true
r	ă	g	i	r	false
r	ă	g	i	s	false
r	ă	g	i	t	false
r	ă	g	i	ș	false
r	ă	g	i	ț	false
r	ă	g	o	s	false
r	ă	g	u	-	true
r	ă	g	u	i	true
r	ă	g	u	l	false
r	ă	g	u	n	false
r	ă	g	u	r	true
r	ă	g	u	s	true
r	ă	g	u	t	true
r	ă	g	u	ș	false
r	ă	g	u	ș	true
r	ă	g	u	ț	false
r	ă	g	u	ț	true
r	ă	g	â	n	false
r	ă	g	â	n	true
r	ă	g	ă	l	false
r	ă	g	ă	l	true
r	ă	g	ă	n	false
r	ă	g	ă	n	true
r	ă	g	ă	s	false
r	ă	g	ă	t	false
r	ă	h	n	e	false
r	ă	h	n	i	false
r	ă	i	-	-	false
r	ă	i	-	-	true
r	ă	i	a	-	false
r	ă	i	a	-	true
r	ă	i	a	i	false
r	ă	i	a	i	true
r	ă	i	a	l	true
r	ă	i	a	m	false
r	ă	i	a	m	true
r	ă	i	a	s	false
r	ă	i	a	s	true
r	ă	i	a	u	false
r	ă	i	a	u	true
r	ă	i	a	ș	false
r	ă	i	a	ț	false
r	ă	i	a	ț	true
r	ă	i	e	-	false
r	ă	i	e	-	true
r	ă	i	e	i	false
r	ă	i	e	i	true
r	ă	i	e	l	true
r	ă	i	e	s	false
r	ă	i	e	s	true
r	ă	i	e	ș	false
r	ă	i	e	ș	true
r	ă	i	i	-	false
r	ă	i	i	-	true
r	ă	i	i	i	false
r	ă	i	i	i	true
r	ă	i	i	l	false
r	ă	i	l	e	false
r	ă	i	l	e	true
r	ă	i	l	o	true
r	ă	i	m	-	false
r	ă	i	m	-	true
r	ă	i	m	e	false
r	ă	i	m	i	false
r	ă	i	n	-	false
r	ă	i	n	a	false
r	ă	i	n	d	false
r	ă	i	n	d	true
r	ă	i	n	e	false
r	ă	i	n	i	false
r	ă	i	n	u	false
r	ă	i	n	â	false
r	ă	i	n	ă	false
r	ă	i	r	e	false
r	ă	i	r	e	true
r	ă	i	r	i	false
r	ă	i	r	i	true
r	ă	i	r	ă	false
r	ă	i	r	ă	true
r	ă	i	s	e	false
r	ă	i	s	e	true
r	ă	i	s	t	false
r	ă	i	t	-	false
r	ă	i	t	-	true
r	ă	i	t	e	false
r	ă	i	t	e	true
r	ă	i	t	o	false
r	ă	i	t	o	true
r	ă	i	t	u	false
r	ă	i	t	u	true
r	ă	i	t	ă	false
r	ă	i	t	ă	true
r	ă	i	ș	i	false
r	ă	i	ș	i	true
r	ă	i	ș	o	false
r	ă	i	ț	a	false
r	ă	i	ț	e	false
r	ă	i	ț	i	false
r	ă	i	ț	i	true
r	ă	i	ț	ă	false
r	ă	j	a	c	false
r	ă	j	a	r	false
r	ă	j	b	e	false
r	ă	j	b	i	false
r	ă	j	d	a	false
r	ă	j	e	a	false
r	ă	j	e	i	false
r	ă	j	e	l	false
r	ă	j	e	r	false
r	ă	j	e	s	false
r	ă	j	e	ș	false
r	ă	j	i	-	false
r	ă	j	i	i	false
r	ă	j	i	l	false
r	ă	j	i	m	false
r	ă	j	i	n	false
r	ă	j	i	r	false
r	ă	j	i	s	false
r	ă	j	i	t	false
r	ă	j	i	ș	false
r	ă	j	i	ț	false
r	ă	j	m	a	false
r	ă	j	m	ă	false
r	ă	j	o	a	false
r	ă	j	o	r	false
r	ă	j	u	i	false
r	ă	l	e	-	true
r	ă	l	e	i	true
r	ă	l	i	m	false
r	ă	l	u	c	false
r	ă	l	u	m	false
r	ă	l	u	m	true
r	ă	l	u	ț	true
r	ă	m	-	-	false
r	ă	m	-	-	true
r	ă	m	a	-	false
r	ă	m	a	-	true
r	ă	m	a	d	false
r	ă	m	a	i	false
r	ă	m	a	i	true
r	ă	m	a	m	false
r	ă	m	a	m	true
r	ă	m	a	r	false
r	ă	m	a	r	true
r	ă	m	a	s	false
r	ă	m	a	s	true
r	ă	m	a	t	false
r	ă	m	a	t	true
r	ă	m	a	u	false
r	ă	m	a	u	true
r	ă	m	a	ș	false
r	ă	m	a	ș	true
r	ă	m	a	ț	false
r	ă	m	a	ț	true
r	ă	m	e	a	false
r	ă	m	e	a	true
r	ă	m	e	s	false
r	ă	m	e	s	true
r	ă	m	e	z	false
r	ă	m	e	z	true
r	ă	m	e	ș	true
r	ă	m	i	-	true
r	ă	m	i	d	true
r	ă	m	i	e	true
r	ă	m	i	i	true
r	ă	m	i	m	true
r	ă	m	i	n	true
r	ă	m	i	o	false
r	ă	m	i	o	true
r	ă	m	i	r	true
r	ă	m	i	s	true
r	ă	m	i	t	true
r	ă	m	i	u	true
r	ă	m	i	z	true
r	ă	m	i	ș	true
r	ă	m	i	ț	false
r	ă	m	i	ț	true
r	ă	m	m	-	true
r	ă	m	o	a	false
r	ă	m	o	s	false
r	ă	m	o	ș	false
r	ă	m	u	i	false
r	ă	m	u	r	false
r	ă	m	u	r	true
r	ă	m	u	t	false
r	ă	m	u	ț	false
r	ă	m	u	ț	true
r	ă	m	â	i	true
r	ă	m	â	n	false
r	ă	m	â	n	true
r	ă	m	ă	-	false
r	ă	m	ă	-	true
r	ă	m	ă	d	false
r	ă	m	ă	j	false
r	ă	m	ă	l	false
r	ă	m	ă	m	false
r	ă	m	ă	m	true
r	ă	m	ă	r	false
r	ă	m	ă	r	true
r	ă	m	ă	s	true
r	ă	m	ă	t	false
r	ă	m	ă	ș	true
r	ă	n	a	c	false
r	ă	n	a	ș	false
r	ă	n	c	i	true
r	ă	n	c	u	false
r	ă	n	c	u	true
r	ă	n	c	ă	false
r	ă	n	e	a	false
r	ă	n	e	a	true
r	ă	n	e	i	false
r	ă	n	e	l	false
r	ă	n	e	p	false
r	ă	n	e	s	false
r	ă	n	e	s	true
r	ă	n	e	ș	false
r	ă	n	e	ș	true
r	ă	n	g	i	true
r	ă	n	g	ă	false
r	ă	n	i	-	false
r	ă	n	i	-	true
r	ă	n	i	a	true
r	ă	n	i	c	false
r	ă	n	i	e	false
r	ă	n	i	e	true
r	ă	n	i	i	false
r	ă	n	i	i	true
r	ă	n	i	l	true
r	ă	n	i	m	false
r	ă	n	i	m	true
r	ă	n	i	n	false
r	ă	n	i	n	true
r	ă	n	i	r	false
r	ă	n	i	r	true
r	ă	n	i	s	false
r	ă	n	i	s	true
r	ă	n	i	t	false
r	ă	n	i	t	true
r	ă	n	i	u	false
r	ă	n	i	ș	false
r	ă	n	i	ș	true
r	ă	n	i	ț	false
r	ă	n	i	ț	true
r	ă	n	o	a	true
r	ă	n	o	i	true
r	ă	n	o	s	true
r	ă	n	o	ș	true
r	ă	n	t	o	true
r	ă	n	u	i	false
r	ă	n	u	t	false
r	ă	n	u	ț	false
r	ă	n	ț	i	false
r	ă	n	ț	ă	false
r	ă	p	-	-	false
r	ă	p	a	-	false
r	ă	p	a	i	false
r	ă	p	a	m	false
r	ă	p	a	r	false
r	ă	p	a	s	false
r	ă	p	a	t	false
r	ă	p	a	u	false
r	ă	p	a	ș	false
r	ă	p	a	ț	false
r	ă	p	c	e	false
r	ă	p	c	i	true
r	ă	p	e	a	false
r	ă	p	e	a	true
r	ă	p	e	l	false
r	ă	p	e	s	true
r	ă	p	e	z	false
r	ă	p	e	ș	true
r	ă	p	i	-	false
r	ă	p	i	-	true
r	ă	p	i	i	true
r	ă	p	i	m	true
r	ă	p	i	n	true
r	ă	p	i	r	true
r	ă	p	i	s	true
r	ă	p	i	t	true
r	ă	p	i	ș	false
r	ă	p	i	ș	true
r	ă	p	i	ț	true
r	ă	p	o	a	true
r	ă	p	o	s	true
r	ă	p	u	i	true
r	ă	p	u	n	false
r	ă	p	u	n	true
r	ă	p	u	s	true
r	ă	p	u	ș	false
r	ă	p	u	ș	true
r	ă	p	â	n	false
r	ă	p	ă	-	false
r	ă	p	ă	c	false
r	ă	p	ă	d	false
r	ă	p	ă	i	true
r	ă	p	ă	m	false
r	ă	p	ă	n	true
r	ă	p	ă	r	false
r	ă	p	ă	r	true
r	ă	p	ă	s	false
r	ă	p	ă	t	false
r	ă	p	ș	t	true
r	ă	r	a	t	true
r	ă	r	a	ș	true
r	ă	r	a	ț	true
r	ă	r	e	a	false
r	ă	r	e	a	true
r	ă	r	e	i	true
r	ă	r	e	l	true
r	ă	r	e	s	false
r	ă	r	e	s	true
r	ă	r	e	ș	true
r	ă	r	i	-	false
r	ă	r	i	-	true
r	ă	r	i	a	false
r	ă	r	i	a	true
r	ă	r	i	c	true
r	ă	r	i	e	false
r	ă	r	i	e	true
r	ă	r	i	i	false
r	ă	r	i	i	true
r	ă	r	i	l	false
r	ă	r	i	l	true
r	ă	r	i	m	true
r	ă	r	i	n	true
r	ă	r	i	r	true
r	ă	r	i	s	true
r	ă	r	i	t	false
r	ă	r	i	t	true
r	ă	r	i	ș	true
r	ă	r	i	ț	true
r	ă	r	o	m	false
r	ă	r	o	t	true
r	ă	r	o	ș	true
r	ă	r	u	i	true
r	ă	r	u	n	true
r	ă	r	u	ș	true
r	ă	s	a	d	false
r	ă	s	a	d	true
r	ă	s	a	l	true
r	ă	s	a	n	false
r	ă	s	a	r	true
r	ă	s	a	z	false
r	ă	s	c	-	true
r	ă	s	c	e	false
r	ă	s	c	i	true
r	ă	s	c	l	true
r	ă	s	c	o	true
r	ă	s	c	r	true
r	ă	s	c	u	true
r	ă	s	c	ă	false
r	ă	s	e	a	false
r	ă	s	e	a	true
r	ă	s	e	i	false
r	ă	s	e	i	true
r	ă	s	e	s	false
r	ă	s	e	s	true
r	ă	s	e	ș	false
r	ă	s	e	ș	true
r	ă	s	f	a	true
r	ă	s	f	e	true
r	ă	s	f	i	true
r	ă	s	f	o	true
r	ă	s	f	r	true
r	ă	s	f	u	true
r	ă	s	f	ă	true
r	ă	s	i	-	false
r	ă	s	i	-	true
r	ă	s	i	i	false
r	ă	s	i	i	true
r	ă	s	i	l	false
r	ă	s	i	m	false
r	ă	s	i	m	true
r	ă	s	i	n	false
r	ă	s	i	n	true
r	ă	s	i	r	false
r	ă	s	i	r	true
r	ă	s	i	s	false
r	ă	s	i	s	true
r	ă	s	i	t	false
r	ă	s	i	t	true
r	ă	s	i	ș	false
r	ă	s	i	ș	true
r	ă	s	i	ț	false
r	ă	s	i	ț	true
r	ă	s	l	e	false
r	ă	s	l	e	true
r	ă	s	l	i	false
r	ă	s	l	i	true
r	ă	s	l	u	false
r	ă	s	n	a	false
r	ă	s	n	e	false
r	ă	s	n	i	false
r	ă	s	n	ă	false
r	ă	s	p	a	true
r	ă	s	p	i	true
r	ă	s	p	l	true
r	ă	s	p	o	true
r	ă	s	p	u	true
r	ă	s	p	â	true
r	ă	s	p	ă	true
r	ă	s	t	a	true
r	ă	s	t	e	true
r	ă	s	t	i	true
r	ă	s	t	o	true
r	ă	s	t	r	true
r	ă	s	t	u	true
r	ă	s	t	ă	true
r	ă	s	u	c	true
r	ă	s	u	f	true
r	ă	s	u	i	false
r	ă	s	u	l	false
r	ă	s	u	n	false
r	ă	s	u	n	true
r	ă	s	u	r	false
r	ă	s	u	r	true
r	ă	s	u	ț	false
r	ă	s	z	i	true
r	ă	s	î	n	true
r	ă	s	ă	d	true
r	ă	s	ă	l	false
r	ă	s	ă	r	true
r	ă	s	ă	t	false
r	ă	s	ă	t	true
r	ă	s	ș	t	true
r	ă	t	-	-	true
r	ă	t	a	-	true
r	ă	t	a	i	false
r	ă	t	a	i	true
r	ă	t	a	m	true
r	ă	t	a	n	true
r	ă	t	a	r	false
r	ă	t	a	r	true
r	ă	t	a	s	true
r	ă	t	a	t	true
r	ă	t	a	u	true
r	ă	t	a	ș	true
r	ă	t	a	ț	true
r	ă	t	e	-	true
r	ă	t	e	a	false
r	ă	t	e	a	true
r	ă	t	e	l	true
r	ă	t	e	s	false
r	ă	t	e	s	true
r	ă	t	e	z	true
r	ă	t	e	ș	false
r	ă	t	e	ș	true
r	ă	t	i	-	false
r	ă	t	i	c	false
r	ă	t	i	i	false
r	ă	t	i	m	false
r	ă	t	i	n	false
r	ă	t	i	r	false
r	ă	t	i	s	false
r	ă	t	i	t	false
r	ă	t	i	ș	false
r	ă	t	i	ț	false
r	ă	t	i	ț	true
r	ă	t	n	i	true
r	ă	t	o	a	false
r	ă	t	o	a	true
r	ă	t	o	r	false
r	ă	t	o	r	true
r	ă	t	o	s	true
r	ă	t	o	ș	true
r	ă	t	u	i	true
r	ă	t	u	l	true
r	ă	t	u	r	false
r	ă	t	u	r	true
r	ă	t	u	t	true
r	ă	t	u	ș	true
r	ă	t	â	n	true
r	ă	t	ă	-	true
r	ă	t	ă	c	true
r	ă	t	ă	i	false
r	ă	t	ă	m	true
r	ă	t	ă	n	true
r	ă	t	ă	r	true
r	ă	t	ă	t	true
r	ă	t	ă	ț	true
r	ă	u	-	-	false
r	ă	u	-	-	true
r	ă	u	a	-	true
r	ă	u	f	ă	true
r	ă	u	l	-	false
r	ă	u	l	-	true
r	ă	u	l	e	true
r	ă	u	l	u	false
r	ă	u	l	u	true
r	ă	u	n	c	false
r	ă	u	n	t	false
r	ă	u	n	ț	false
r	ă	u	t	a	true
r	ă	u	t	ă	true
r	ă	u	v	o	true
r	ă	u	ș	-	true
r	ă	u	ș	e	true
r	ă	u	ș	i	true
r	ă	u	ș	u	true
r	ă	v	-	-	false
r	ă	v	a	d	false
r	ă	v	a	l	false
r	ă	v	a	n	false
r	ă	v	a	r	false
r	ă	v	a	r	true
r	ă	v	a	ș	true
r	ă	v	e	a	false
r	ă	v	e	a	true
r	ă	v	e	c	false
r	ă	v	e	d	false
r	ă	v	e	l	false
r	ă	v	e	l	true
r	ă	v	e	n	false
r	ă	v	e	s	false
r	ă	v	e	s	true
r	ă	v	e	z	false
r	ă	v	e	ș	false
r	ă	v	e	ș	true
r	ă	v	i	-	false
r	ă	v	i	-	true
r	ă	v	i	a	true
r	ă	v	i	c	false
r	ă	v	i	e	true
r	ă	v	i	i	false
r	ă	v	i	i	true
r	ă	v	i	l	false
r	ă	v	i	m	false
r	ă	v	i	m	true
r	ă	v	i	n	false
r	ă	v	i	n	true
r	ă	v	i	o	false
r	ă	v	i	r	false
r	ă	v	i	r	true
r	ă	v	i	s	false
r	ă	v	i	s	true
r	ă	v	i	t	false
r	ă	v	i	t	true
r	ă	v	i	ș	false
r	ă	v	i	ș	true
r	ă	v	i	ț	false
r	ă	v	i	ț	true
r	ă	v	n	i	false
r	ă	v	u	l	false
r	ă	v	u	r	false
r	ă	v	â	n	false
r	ă	v	â	n	true
r	ă	v	ă	d	false
r	ă	v	ă	l	false
r	ă	v	ă	n	false
r	ă	v	ă	r	false
r	ă	v	ă	z	false
r	ă	v	ă	ș	true
r	ă	z	a	r	false
r	ă	z	a	t	false
r	ă	z	a	ț	false
r	ă	z	b	a	true
r	ă	z	b	e	true
r	ă	z	b	i	true
r	ă	z	b	o	true
r	ă	z	b	u	true
r	ă	z	b	ă	true
r	ă	z	d	a	false
r	ă	z	d	a	true
r	ă	z	d	e	false
r	ă	z	d	e	true
r	ă	z	d	u	false
r	ă	z	d	â	false
r	ă	z	d	â	true
r	ă	z	d	ă	false
r	ă	z	d	ă	true
r	ă	z	e	a	true
r	ă	z	e	s	true
r	ă	z	e	ș	true
r	ă	z	g	h	true
r	ă	z	g	â	true
r	ă	z	i	-	false
r	ă	z	i	-	true
r	ă	z	i	i	false
r	ă	z	i	i	true
r	ă	z	i	l	false
r	ă	z	i	m	true
r	ă	z	i	n	true
