b10	a01	a12	a23	a34	syl
p	u	z	u	l	false
p	u	z	u	r	false
p	u	z	ă	-	false
p	u	ș	-	-	false
p	u	ș	a	-	false
p	u	ș	a	i	false
p	u	ș	a	m	false
p	u	ș	a	r	false
p	u	ș	a	s	false
p	u	ș	a	t	false
p	u	ș	a	u	false
p	u	ș	a	ș	false
p	u	ș	a	ț	false
p	u	ș	c	-	false
p	u	ș	c	a	false
p	u	ș	c	h	false
p	u	ș	c	o	false
p	u	ș	c	u	false
p	u	ș	c	â	false
p	u	ș	c	ă	false
p	u	ș	e	-	false
p	u	ș	e	a	false
p	u	ș	e	i	false
p	u	ș	e	l	false
p	u	ș	e	n	false
p	u	ș	e	s	false
p	u	ș	e	z	false
p	u	ș	e	ș	false
p	u	ș	i	-	false
p	u	ș	i	c	false
p	u	ș	i	i	false
p	u	ș	i	l	false
p	u	ș	i	m	false
p	u	ș	i	n	false
p	u	ș	i	r	false
p	u	ș	i	s	false
p	u	ș	i	t	false
p	u	ș	i	ș	false
p	u	ș	i	ț	false
p	u	ș	l	a	false
p	u	ș	o	a	false
p	u	ș	o	i	false
p	u	ș	o	r	false
p	u	ș	t	a	false
p	u	ș	t	e	false
p	u	ș	t	i	false
p	u	ș	t	o	false
p	u	ș	u	l	false
p	u	ș	u	r	false
p	u	ș	â	n	false
p	u	ș	ă	-	false
p	u	ș	ă	m	false
p	u	ș	ă	r	false
p	u	ț	-	-	false
p	u	ț	a	-	false
p	u	ț	e	-	false
p	u	ț	e	a	false
p	u	ț	e	i	false
p	u	ț	e	l	false
p	u	ț	i	-	false
p	u	ț	i	c	false
p	u	ț	i	i	false
p	u	ț	i	l	false
p	u	ț	i	m	false
p	u	ț	i	n	false
p	u	ț	i	r	false
p	u	ț	i	s	false
p	u	ț	i	t	false
p	u	ț	i	ș	false
p	u	ț	i	ț	false
p	u	ț	u	l	false
p	u	ț	u	r	false
p	u	ț	ă	-	false
p	â	c	-	-	false
p	â	c	a	-	false
p	â	c	l	a	false
p	â	c	l	e	false
p	â	c	l	i	false
p	â	c	l	o	false
p	â	c	l	ă	false
p	â	c	â	i	false
p	â	i	-	-	false
p	â	i	a	-	false
p	â	i	a	i	false
p	â	i	a	l	false
p	â	i	a	m	false
p	â	i	a	u	false
p	â	i	a	ț	false
p	â	i	e	-	false
p	â	i	e	l	false
p	â	i	i	-	false
p	â	i	m	-	false
p	â	i	n	d	false
p	â	i	n	e	false
p	â	i	n	i	false
p	â	i	r	e	false
p	â	i	r	i	false
p	â	i	r	ă	false
p	â	i	s	e	false
p	â	i	t	-	false
p	â	i	t	e	false
p	â	i	t	o	false
p	â	i	t	u	false
p	â	i	t	ă	false
p	â	i	ș	i	false
p	â	i	ț	i	false
p	â	l	-	-	false
p	â	l	c	-	false
p	â	l	c	u	false
p	â	l	n	i	false
p	â	l	p	â	false
p	â	n	-	-	false
p	â	n	a	-	false
p	â	n	a	t	false
p	â	n	d	-	false
p	â	n	d	a	false
p	â	n	d	e	false
p	â	n	d	i	false
p	â	n	d	o	false
p	â	n	d	ă	false
p	â	n	e	-	false
p	â	n	e	a	false
p	â	n	e	i	false
p	â	n	e	l	false
p	â	n	e	s	false
p	â	n	e	ș	false
p	â	n	g	ă	false
p	â	n	i	-	false
p	â	n	i	i	false
p	â	n	i	l	false
p	â	n	i	m	false
p	â	n	i	n	false
p	â	n	i	r	false
p	â	n	i	s	false
p	â	n	i	t	false
p	â	n	i	ș	false
p	â	n	i	ț	false
p	â	n	j	i	false
p	â	n	t	e	false
p	â	n	t	i	false
p	â	n	u	l	false
p	â	n	z	-	false
p	â	n	z	a	false
p	â	n	z	e	false
p	â	n	z	i	false
p	â	n	z	u	false
p	â	n	z	ă	false
p	â	n	ă	-	false
p	â	r	-	-	false
p	â	r	a	-	false
p	â	r	a	i	false
p	â	r	a	m	false
p	â	r	a	s	false
p	â	r	a	u	false
p	â	r	a	ț	false
p	â	r	c	-	false
p	â	r	c	a	false
p	â	r	c	i	false
p	â	r	c	u	false
p	â	r	c	ă	false
p	â	r	d	a	false
p	â	r	e	-	false
p	â	r	e	i	false
p	â	r	e	l	false
p	â	r	g	-	false
p	â	r	g	a	false
p	â	r	g	e	false
p	â	r	g	h	false
p	â	r	g	u	false
p	â	r	g	ă	false
p	â	r	i	-	false
p	â	r	i	i	false
p	â	r	i	l	false
p	â	r	j	o	false
p	â	r	l	a	false
p	â	r	l	e	false
p	â	r	l	i	false
p	â	r	l	o	false
p	â	r	l	ă	false
p	â	r	n	a	false
p	â	r	n	ă	false
p	â	r	p	ă	false
p	â	r	r	r	false
p	â	r	s	t	false
p	â	r	t	i	false
p	â	r	u	l	false
p	â	r	â	c	false
p	â	r	â	i	false
p	â	r	â	m	false
p	â	r	â	n	false
p	â	r	â	r	false
p	â	r	â	s	false
p	â	r	â	t	false
p	â	r	â	u	false
p	â	r	â	ș	false
p	â	r	â	ț	false
p	â	r	î	-	false
p	â	r	ă	-	false
p	â	r	ă	s	false
p	â	r	ă	ș	false
p	â	r	ș	-	false
p	â	r	ș	e	false
p	â	r	ș	i	false
p	â	r	ș	u	false
p	â	r	ț	-	false
p	â	r	ț	a	false
p	â	r	ț	e	false
p	â	r	ț	i	false
p	â	r	ț	u	false
p	â	r	ț	â	false
p	â	s	l	a	false
p	â	s	l	e	false
p	â	s	l	i	false
p	â	s	l	o	false
p	â	s	l	ă	false
p	â	ș	-	-	false
p	â	ș	i	n	false
p	î	n	t	o	false
p	ă	-	-	-	false
p	ă	a	-	-	false
p	ă	a	m	i	false
p	ă	c	a	-	false
p	ă	c	a	i	false
p	ă	c	a	l	false
p	ă	c	a	m	false
p	ă	c	a	r	false
p	ă	c	a	s	false
p	ă	c	a	t	false
p	ă	c	a	u	false
p	ă	c	a	ș	false
p	ă	c	a	ț	false
p	ă	c	e	a	false
p	ă	c	e	i	false
p	ă	c	e	l	false
p	ă	c	e	s	false
p	ă	c	e	ș	false
p	ă	c	i	-	false
p	ă	c	i	a	false
p	ă	c	i	e	false
p	ă	c	i	i	false
p	ă	c	i	l	false
p	ă	c	i	m	false
p	ă	c	i	n	false
p	ă	c	i	o	false
p	ă	c	i	r	false
p	ă	c	i	s	false
p	ă	c	i	t	false
p	ă	c	i	u	false
p	ă	c	i	ș	false
p	ă	c	i	ț	false
p	ă	c	l	u	false
p	ă	c	o	r	false
p	ă	c	u	i	false
p	ă	c	u	r	false
p	ă	c	â	n	false
p	ă	c	ă	-	false
p	ă	c	ă	c	false
p	ă	c	ă	i	false
p	ă	c	ă	l	false
p	ă	c	ă	m	false
p	ă	c	ă	n	false
p	ă	c	ă	r	false
p	ă	c	ă	t	false
p	ă	d	-	-	false
p	ă	d	a	-	false
p	ă	d	a	i	false
p	ă	d	a	m	false
p	ă	d	a	r	false
p	ă	d	a	s	false
p	ă	d	a	t	false
p	ă	d	a	u	false
p	ă	d	a	ș	false
p	ă	d	a	ț	false
p	ă	d	e	a	false
p	ă	d	e	n	false
p	ă	d	e	s	false
p	ă	d	e	ș	false
p	ă	d	i	-	false
p	ă	d	i	a	false
p	ă	d	i	e	false
p	ă	d	i	i	false
p	ă	d	i	m	false
p	ă	d	i	n	false
p	ă	d	i	r	false
p	ă	d	i	s	false
p	ă	d	i	t	false
p	ă	d	i	ș	false
p	ă	d	i	ț	false
p	ă	d	o	a	false
p	ă	d	o	s	false
p	ă	d	o	ș	false
p	ă	d	u	c	false
p	ă	d	u	l	false
p	ă	d	u	r	false
p	ă	d	u	ș	false
p	ă	d	â	n	false
p	ă	d	ă	-	false
p	ă	d	ă	m	false
p	ă	d	ă	r	false
p	ă	d	ă	t	false
p	ă	f	o	r	false
p	ă	f	t	ă	false
p	ă	f	u	g	false
p	ă	g	i	-	false
p	ă	g	i	i	false
p	ă	g	i	l	false
p	ă	g	r	e	false
p	ă	g	u	b	false
p	ă	g	â	n	false
p	ă	h	ă	r	false
p	ă	i	-	-	false
p	ă	i	a	-	false
p	ă	i	a	i	false
p	ă	i	a	l	false
p	ă	i	a	m	false
p	ă	i	a	n	false
p	ă	i	a	r	false
p	ă	i	a	s	false
p	ă	i	a	t	false
p	ă	i	a	u	false
p	ă	i	a	z	false
p	ă	i	a	ș	false
p	ă	i	a	ț	false
p	ă	i	b	i	false
p	ă	i	c	i	false
p	ă	i	e	-	false
p	ă	i	e	l	false
p	ă	i	e	m	false
p	ă	i	e	n	false
p	ă	i	e	r	false
p	ă	i	e	s	false
p	ă	i	e	z	false
p	ă	i	e	ș	false
p	ă	i	i	-	false
p	ă	i	l	e	false
p	ă	i	l	o	false
p	ă	i	m	-	false
p	ă	i	m	o	false
p	ă	i	m	â	false
p	ă	i	n	d	false
p	ă	i	o	a	false
p	ă	i	o	s	false
p	ă	i	o	ș	false
p	ă	i	r	e	false
p	ă	i	r	i	false
p	ă	i	r	ă	false
p	ă	i	s	e	false
p	ă	i	t	-	false
p	ă	i	t	e	false
p	ă	i	t	o	false
p	ă	i	t	u	false
p	ă	i	t	ă	false
p	ă	i	u	ș	false
p	ă	i	u	ț	false
p	ă	i	ș	-	false
p	ă	i	ș	i	false
p	ă	i	ș	o	false
p	ă	i	ș	u	false
p	ă	i	ț	a	false
p	ă	i	ț	e	false
p	ă	i	ț	i	false
p	ă	i	ț	ă	false
p	ă	l	-	-	false
p	ă	l	a	-	false
p	ă	l	a	c	false
p	ă	l	a	g	false
p	ă	l	a	i	false
p	ă	l	a	m	false
p	ă	l	a	p	false
p	ă	l	a	r	false
p	ă	l	a	s	false
p	ă	l	a	t	false
p	ă	l	a	u	false
p	ă	l	a	ș	false
p	ă	l	a	ț	false
p	ă	l	c	i	false
p	ă	l	e	-	false
p	ă	l	e	a	false
p	ă	l	e	l	false
p	ă	l	e	s	false
p	ă	l	e	ș	false
p	ă	l	i	-	false
p	ă	l	i	g	false
p	ă	l	i	i	false
p	ă	l	i	m	false
p	ă	l	i	n	false
p	ă	l	i	r	false
p	ă	l	i	s	false
p	ă	l	i	t	false
p	ă	l	i	u	false
p	ă	l	i	ș	false
p	ă	l	i	ț	false
p	ă	l	m	a	false
p	ă	l	m	i	false
p	ă	l	m	u	false
p	ă	l	o	a	false
p	ă	l	o	g	false
p	ă	l	o	r	false
p	ă	l	o	ș	false
p	ă	l	t	i	false
p	ă	l	t	u	false
p	ă	l	u	d	false
p	ă	l	u	g	false
p	ă	l	u	i	false
p	ă	l	â	n	false
p	ă	l	ă	-	false
p	ă	l	ă	c	false
p	ă	l	ă	g	false
p	ă	l	ă	i	false
p	ă	l	ă	l	false
p	ă	l	ă	m	false
p	ă	l	ă	r	false
p	ă	l	ă	t	false
p	ă	l	ă	u	false
p	ă	l	ă	v	false
p	ă	l	ă	ș	false
p	ă	l	ă	ț	false
p	ă	m	-	-	false
p	ă	m	a	s	false
p	ă	m	e	s	false
p	ă	m	â	n	false
p	ă	m	ă	t	false
p	ă	n	-	-	false
p	ă	n	a	-	false
p	ă	n	a	i	false
p	ă	n	a	m	false
p	ă	n	a	r	false
p	ă	n	a	s	false
p	ă	n	a	t	false
p	ă	n	a	u	false
p	ă	n	a	ș	false
p	ă	n	a	ț	false
p	ă	n	e	a	false
p	ă	n	e	l	false
p	ă	n	e	s	false
p	ă	n	e	z	false
p	ă	n	e	ș	false
p	ă	n	g	i	false
p	ă	n	i	-	false
p	ă	n	i	i	false
p	ă	n	i	m	false
p	ă	n	i	n	false
p	ă	n	i	r	false
p	ă	n	i	s	false
p	ă	n	i	t	false
p	ă	n	i	ș	false
p	ă	n	i	ț	false
p	ă	n	o	a	false
p	ă	n	o	i	false
p	ă	n	o	s	false
p	ă	n	o	ș	false
p	ă	n	u	l	false
p	ă	n	u	r	false
p	ă	n	u	ș	false
p	ă	n	â	n	false
p	ă	n	ă	-	false
p	ă	n	ă	m	false
p	ă	n	ă	r	false
p	ă	n	ă	t	false
p	ă	o	l	a	false
p	ă	p	a	-	false
p	ă	p	a	i	false
p	ă	p	a	m	false
p	ă	p	a	r	false
p	ă	p	a	s	false
p	ă	p	a	t	false
p	ă	p	a	u	false
p	ă	p	a	ș	false
p	ă	p	a	ț	false
p	ă	p	e	a	false
p	ă	p	e	s	false
p	ă	p	e	ș	false
p	ă	p	i	c	false
p	ă	p	r	â	false
p	ă	p	u	r	false
p	ă	p	u	ș	false
p	ă	p	â	n	false
p	ă	p	ă	-	false
p	ă	p	ă	d	false
p	ă	p	ă	l	false
p	ă	p	ă	m	false
p	ă	p	ă	r	false
p	ă	r	-	-	false
p	ă	r	a	-	false
p	ă	r	a	b	false
p	ă	r	a	d	false
p	ă	r	a	i	false
p	ă	r	a	m	false
p	ă	r	a	n	false
p	ă	r	a	r	false
p	ă	r	a	s	false
p	ă	r	a	t	false
p	ă	r	a	u	false
p	ă	r	a	ș	false
p	ă	r	a	ț	false
p	ă	r	c	i	false
p	ă	r	e	-	false
p	ă	r	e	a	false
p	ă	r	e	l	false
p	ă	r	e	m	false
p	ă	r	e	r	false
p	ă	r	e	s	false
p	ă	r	e	t	false
p	ă	r	e	z	false
p	ă	r	e	ș	false
p	ă	r	e	ț	false
p	ă	r	g	e	false
p	ă	r	g	â	false
p	ă	r	g	ă	false
p	ă	r	i	-	false
p	ă	r	i	a	false
p	ă	r	i	e	false
p	ă	r	i	i	false
p	ă	r	i	l	false
p	ă	r	i	m	false
p	ă	r	i	n	false
p	ă	r	i	r	false
p	ă	r	i	s	false
p	ă	r	i	t	false
p	ă	r	i	ș	false
p	ă	r	i	ț	false
p	ă	r	o	a	false
p	ă	r	o	s	false
p	ă	r	o	ș	false
p	ă	r	s	e	false
p	ă	r	t	a	false
p	ă	r	t	e	false
p	ă	r	t	i	false
p	ă	r	t	u	false
p	ă	r	t	â	false
p	ă	r	t	ă	false
p	ă	r	u	-	false
p	ă	r	u	i	false
p	ă	r	u	l	false
p	ă	r	u	r	false
p	ă	r	u	s	false
p	ă	r	u	t	false
p	ă	r	u	ș	false
p	ă	r	u	ț	false
p	ă	r	â	n	false
p	ă	r	ă	-	false
p	ă	r	ă	c	false
p	ă	r	ă	d	false
p	ă	r	ă	g	false
p	ă	r	ă	l	false
p	ă	r	ă	m	false
p	ă	r	ă	r	false
p	ă	r	ă	s	false
p	ă	r	ă	t	false
p	ă	r	ă	ț	false
p	ă	r	ț	e	false
p	ă	r	ț	i	false
p	ă	r	ț	ă	false
p	ă	s	-	-	false
p	ă	s	a	-	false
p	ă	s	a	i	false
p	ă	s	a	m	false
p	ă	s	a	r	false
p	ă	s	a	s	false
p	ă	s	a	t	false
p	ă	s	a	u	false
p	ă	s	a	ș	false
p	ă	s	a	ț	false
p	ă	s	c	a	false
p	ă	s	c	u	false
p	ă	s	c	â	false
p	ă	s	c	ă	false
p	ă	s	e	a	false
p	ă	s	e	n	false
p	ă	s	e	s	false
p	ă	s	e	ș	false
p	ă	s	i	-	false
p	ă	s	i	i	false
p	ă	s	i	m	false
p	ă	s	i	n	false
p	ă	s	i	r	false
p	ă	s	i	s	false
p	ă	s	i	t	false
p	ă	s	i	ș	false
p	ă	s	i	ț	false
p	ă	s	t	a	false
p	ă	s	t	e	false
p	ă	s	t	i	false
p	ă	s	t	o	false
p	ă	s	t	r	false
p	ă	s	t	u	false
p	ă	s	t	â	false
p	ă	s	t	ă	false
p	ă	s	u	-	false
p	ă	s	u	i	false
p	ă	s	u	l	false
p	ă	s	u	r	false
p	ă	s	u	s	false
p	ă	s	u	ș	false
p	ă	s	â	n	false
p	ă	s	ă	-	false
p	ă	s	ă	m	false
p	ă	s	ă	r	false
p	ă	s	ă	t	false
p	ă	t	-	-	false
p	ă	t	a	-	false
p	ă	t	a	i	false
p	ă	t	a	m	false
p	ă	t	a	r	false
p	ă	t	a	s	false
p	ă	t	a	t	false
p	ă	t	a	u	false
p	ă	t	a	ș	false
p	ă	t	a	ț	false
p	ă	t	c	i	false
p	ă	t	e	a	false
p	ă	t	e	z	false
p	ă	t	i	m	false
p	ă	t	i	ș	false
p	ă	t	l	a	false
p	ă	t	l	ă	false
p	ă	t	o	a	false
p	ă	t	o	r	false
p	ă	t	o	s	false
p	ă	t	o	t	false
p	ă	t	o	ș	false
p	ă	t	r	a	false
p	ă	t	r	e	false
p	ă	t	r	i	false
p	ă	t	r	u	false
p	ă	t	r	ă	false
p	ă	t	u	c	false
p	ă	t	u	i	false
p	ă	t	u	l	false
p	ă	t	u	r	false
p	ă	t	u	ț	false
p	ă	t	â	i	false
p	ă	t	â	n	false
p	ă	t	ă	-	false
p	ă	t	ă	m	false
p	ă	t	ă	r	false
p	ă	t	ă	t	false
p	ă	t	ă	ț	false
p	ă	u	-	-	false
p	ă	u	g	-	false
p	ă	u	g	e	false
p	ă	u	g	i	false
p	ă	u	g	ă	false
p	ă	u	l	-	false
p	ă	u	l	u	false
p	ă	u	n	-	false
p	ă	u	n	a	false
p	ă	u	n	e	false
p	ă	u	n	i	false
p	ă	u	n	u	false
p	ă	u	n	â	false
p	ă	u	n	ă	false
p	ă	z	a	-	false
p	ă	z	e	a	false
p	ă	z	e	s	false
p	ă	z	e	ș	false
p	ă	z	i	-	false
p	ă	z	i	i	false
p	ă	z	i	m	false
p	ă	z	i	n	false
p	ă	z	i	r	false
p	ă	z	i	s	false
p	ă	z	i	t	false
p	ă	z	i	ș	false
p	ă	z	i	ț	false
p	ă	z	o	i	false
p	ă	z	ă	-	false
p	ă	ș	e	a	false
p	ă	ș	e	n	false
p	ă	ș	e	s	false
p	ă	ș	e	ș	false
p	ă	ș	i	-	false
p	ă	ș	i	i	false
p	ă	ș	i	m	false
p	ă	ș	i	n	false
p	ă	ș	i	r	false
p	ă	ș	i	s	false
p	ă	ș	i	t	false
p	ă	ș	i	ș	false
p	ă	ș	i	ț	false
p	ă	ș	t	e	false
p	ă	ș	t	i	false
p	ă	ș	u	n	false
p	ă	ț	-	-	false
p	ă	ț	a	n	false
p	ă	ț	e	a	false
p	ă	ț	e	l	false
p	ă	ț	e	s	false
p	ă	ț	e	ș	false
p	ă	ț	i	-	false
p	ă	ț	i	c	false
p	ă	ț	i	i	false
p	ă	ț	i	l	false
p	ă	ț	i	m	false
p	ă	ț	i	n	false
p	ă	ț	i	r	false
p	ă	ț	i	s	false
p	ă	ț	i	t	false
p	ă	ț	i	ș	false
p	ă	ț	i	ț	false
p	ă	ț	u	l	false
p	ă	ț	â	n	false
p	ș	a	-	-	true
p	ș	a	n	-	true
p	ș	a	n	e	true
p	ș	a	n	u	true
p	ș	e	-	-	true
p	ș	e	a	-	true
p	ș	e	a	i	true
p	ș	e	a	l	true
p	ș	e	a	m	true
p	ș	e	a	s	true
p	ș	e	a	u	true
p	ș	e	a	ț	true
p	ș	e	i	-	true
p	ș	e	l	e	true
p	ș	e	l	i	true
p	ș	e	l	o	true
p	ș	e	r	-	true
p	ș	e	r	e	true
p	ș	e	r	u	true
p	ș	e	s	c	true
p	ș	e	ș	t	true
p	ș	i	-	-	false
p	ș	i	-	-	true
p	ș	i	i	-	true
p	ș	i	l	o	true
p	ș	i	m	-	true
p	ș	i	n	d	true
p	ș	i	r	e	true
p	ș	i	r	i	true
p	ș	i	r	ă	true
p	ș	i	s	e	true
p	ș	i	t	-	true
p	ș	i	t	e	true
p	ș	i	t	u	true
p	ș	i	t	ă	true
p	ș	i	ș	i	true
p	ș	i	ț	i	true
p	ș	o	a	r	true
p	ș	o	r	-	true
p	ș	o	r	u	true
p	ș	t	e	a	true
p	ș	t	e	s	true
p	ș	t	e	ș	true
p	ș	t	i	-	true
p	ș	t	i	i	true
p	ș	t	i	m	true
p	ș	t	i	n	true
p	ș	t	i	r	true
p	ș	t	i	s	true
p	ș	t	i	t	true
p	ș	t	i	ș	true
p	ș	t	i	ț	true
p	ș	u	n	-	true
p	ș	u	n	a	false
p	ș	u	n	a	true
p	ș	u	n	e	false
p	ș	u	n	e	true
p	ș	u	n	i	true
p	ș	u	n	u	true
p	ș	u	n	ă	false
p	ș	u	n	ă	true
p	ș	ă	-	-	true
p	ț	e	n	e	true
p	ț	e	ș	t	true
p	ț	i	-	-	false
p	ț	i	a	-	true
p	ț	i	a	l	true
p	ț	i	a	n	true
p	ț	i	e	-	true
p	ț	i	e	i	true
p	ț	i	e	n	true
p	ț	i	i	-	true
p	ț	i	i	l	true
p	ț	i	l	e	true
p	ț	i	l	o	true
p	ț	i	o	n	true
p	ț	i	u	n	true
p	ț	o	p	-	true
p	ț	o	r	-	true
p	ț	o	r	a	true
p	ț	o	r	i	true
p	ț	o	r	o	false
p	ț	o	r	o	true
p	ț	o	r	u	true
p	ț	u	p	-	true
p	ț	ă	n	-	true
p	ț	ă	n	a	true
p	ț	ă	n	i	true
p	ț	ă	n	â	true
p	ț	ă	n	ă	true
q	u	a	d	r	false
q	u	a	k	e	false
q	u	a	r	c	false
q	u	a	s	a	false
q	u	a	t	t	false
q	u	a	t	u	false
q	u	e	-	-	false
q	u	e	b	r	false
q	u	e	c	h	false
q	u	e	l	e	false
q	u	e	l	u	false
q	u	e	r	i	false
q	u	i	c	k	false
q	u	i	d	a	false
q	u	i	p	r	false
q	u	i	p	u	false
q	u	i	s	a	false
q	u	i	s	l	false
q	u	i	s	m	false
q	u	o	-	-	false
q	u	o	i	a	false
q	u	o	l	i	false
q	u	o	u	l	false
q	u	o	u	r	false
r	a	-	-	-	false
r	a	a	b	u	false
r	a	a	c	e	false
r	a	a	c	u	false
r	a	a	g	l	false
r	a	a	l	b	false
r	a	a	l	d	false
r	a	a	l	i	false
r	a	a	m	i	false
r	a	a	n	c	false
r	a	a	p	r	false
r	a	a	r	b	false
r	a	a	r	g	false
r	a	a	t	a	false
r	a	a	t	o	false
r	a	b	-	-	false
r	a	b	a	-	false
r	a	b	a	b	false
r	a	b	a	g	false
r	a	b	a	i	false
r	a	b	a	l	false
r	a	b	a	n	false
r	a	b	a	r	false
r	a	b	a	s	false
r	a	b	a	t	false
r	a	b	a	u	false
r	a	b	a	z	false
r	a	b	a	ș	false
r	a	b	d	-	false
r	a	b	d	e	false
r	a	b	d	o	false
r	a	b	d	ă	false
r	a	b	e	-	false
r	a	b	e	a	false
r	a	b	e	i	false
r	a	b	e	l	false
r	a	b	e	n	false
r	a	b	e	s	false
r	a	b	e	u	false
r	a	b	e	ș	false
r	a	b	e	ț	false
r	a	b	i	-	false
r	a	b	i	a	false
r	a	b	i	c	false
r	a	b	i	d	false
r	a	b	i	e	false
r	a	b	i	i	false
r	a	b	i	l	false
r	a	b	i	n	false
r	a	b	i	o	false
r	a	b	i	s	false
r	a	b	i	z	false
r	a	b	i	ș	false
r	a	b	i	ț	false
r	a	b	l	a	false
r	a	b	l	e	false
r	a	b	l	i	false
r	a	b	l	ă	false
r	a	b	n	i	false
r	a	b	o	f	false
r	a	b	o	g	false
r	a	b	o	i	false
r	a	b	o	l	false
r	a	b	o	m	false
r	a	b	o	s	false
r	a	b	o	t	false
r	a	b	o	ț	false
r	a	b	u	-	false
r	a	b	u	c	false
r	a	b	u	g	false
r	a	b	u	l	false
r	a	b	u	r	false
r	a	b	u	u	false
r	a	b	u	ș	false
r	a	b	z	i	false
r	a	b	ă	-	false
r	a	b	ă	r	false
r	a	b	ă	ț	false
r	a	c	-	-	false
r	a	c	a	-	false
r	a	c	a	d	false
r	a	c	a	i	false
r	a	c	a	j	false
r	a	c	a	l	false
r	a	c	a	m	false
r	a	c	a	n	false
r	a	c	a	r	false
r	a	c	a	r	true
r	a	c	a	s	false
r	a	c	a	t	false
r	a	c	a	u	false
r	a	c	a	z	false
r	a	c	a	ș	false
r	a	c	a	ț	false
r	a	c	c	e	false
r	a	c	c	i	false
r	a	c	d	e	false
r	a	c	e	-	false
r	a	c	e	e	false
r	a	c	e	i	false
r	a	c	e	l	false
r	a	c	e	m	false
r	a	c	e	n	false
r	a	c	e	p	false
r	a	c	e	r	false
r	a	c	e	t	false
r	a	c	e	u	false
r	a	c	h	e	false
r	a	c	h	i	false
r	a	c	h	o	false
r	a	c	i	-	false
r	a	c	i	a	false
r	a	c	i	c	false
r	a	c	i	d	false
r	a	c	i	d	true
r	a	c	i	e	false
r	a	c	i	f	false
r	a	c	i	i	false
r	a	c	i	l	false
r	a	c	i	l	true
r	a	c	i	s	false
r	a	c	i	t	false
r	a	c	i	u	false
r	a	c	i	v	false
r	a	c	i	z	false
r	a	c	i	z	true
r	a	c	l	a	false
r	a	c	l	e	false
r	a	c	l	i	false
r	a	c	l	o	false
r	a	c	l	u	false
r	a	c	l	â	false
r	a	c	l	ă	false
r	a	c	n	o	false
r	a	c	o	c	false
r	a	c	o	d	false
r	a	c	o	f	false
r	a	c	o	i	false
r	a	c	o	l	false
r	a	c	o	m	false
r	a	c	o	n	false
r	a	c	o	p	false
r	a	c	o	r	false
r	a	c	o	t	false
r	a	c	o	v	false
r	a	c	o	z	false
r	a	c	r	a	false
r	a	c	r	i	false
r	a	c	r	o	false
r	a	c	t	-	false
r	a	c	t	a	false
r	a	c	t	e	false
r	a	c	t	i	false
r	a	c	t	o	false
r	a	c	t	r	false
r	a	c	t	u	false
r	a	c	t	â	false
r	a	c	t	ă	false
r	a	c	u	c	false
r	a	c	u	d	false
r	a	c	u	l	false
r	a	c	u	r	false
r	a	c	u	z	false
r	a	c	u	z	true
r	a	c	â	m	false
r	a	c	â	n	false
r	a	c	ă	-	false
r	a	c	ă	m	false
r	a	c	ă	n	false
r	a	c	ă	r	false
r	a	c	ă	z	false
r	a	c	ț	i	false
r	a	c	ț	i	true
r	a	d	-	-	false
r	a	d	a	-	false
r	a	d	a	b	false
r	a	d	a	c	false
r	a	d	a	i	false
r	a	d	a	l	false
r	a	d	a	m	false
r	a	d	a	n	false
r	a	d	a	r	false
r	a	d	a	s	false
r	a	d	a	t	false
r	a	d	a	u	false
r	a	d	a	ș	false
r	a	d	a	ț	false
r	a	d	e	-	false
r	a	d	e	a	false
r	a	d	e	i	false
r	a	d	e	l	false
r	a	d	e	m	false
r	a	d	e	n	false
r	a	d	e	p	false
r	a	d	e	r	false
r	a	d	e	s	false
r	a	d	e	u	false
r	a	d	e	v	false
r	a	d	e	z	false
r	a	d	e	ș	false
r	a	d	e	ț	false
r	a	d	i	-	false
r	a	d	i	a	false
r	a	d	i	c	false
r	a	d	i	e	false
r	a	d	i	f	false
r	a	d	i	g	false
r	a	d	i	i	false
r	a	d	i	l	false
r	a	d	i	m	false
r	a	d	i	n	false
r	a	d	i	o	false
r	a	d	i	p	false
r	a	d	i	r	false
r	a	d	i	s	false
r	a	d	i	t	false
r	a	d	i	u	false
r	a	d	i	z	false
r	a	d	i	ș	false
r	a	d	i	ț	false
r	a	d	m	e	false
r	a	d	o	a	false
r	a	d	o	m	false
r	a	d	o	n	false
r	a	d	o	r	false
r	a	d	o	s	false
r	a	d	o	t	false
r	a	d	o	u	false
r	a	d	o	x	false
r	a	d	o	z	false
r	a	d	r	a	false
r	a	d	r	e	false
r	a	d	r	e	true
r	a	d	r	i	false
r	a	d	r	o	false
r	a	d	r	u	false
r	a	d	t	-	false
r	a	d	t	u	false
r	a	d	u	-	false
r	a	d	u	a	false
r	a	d	u	c	false
r	a	d	u	e	false
r	a	d	u	l	false
r	a	d	u	r	false
r	a	d	u	s	false
r	a	d	u	â	false
r	a	d	u	ă	false
r	a	d	u	ș	false
r	a	d	â	n	false
r	a	d	ă	-	false
r	a	d	ă	m	false
r	a	d	ă	r	false
r	a	e	d	i	false
r	a	e	d	r	false
r	a	e	f	i	false
r	a	e	l	a	false
r	a	e	l	e	false
r	a	e	l	i	false
r	a	e	p	o	false
r	a	e	r	o	false
r	a	e	s	c	false
r	a	e	s	t	false
r	a	e	t	a	false
r	a	e	t	n	false
r	a	e	u	-	false
r	a	e	u	l	false
r	a	e	u	r	false
r	a	e	v	a	false
r	a	e	x	c	false
r	a	e	x	p	false
r	a	e	x	t	false
