b32	b21	b10	a01	a12	syl
u	ă	s	p	r	true
u	ă	t	o	a	false
u	ă	z	e	c	false
u	ș	a	c	-	false
u	ș	a	c	u	true
u	ș	a	d	e	true
u	ș	a	g	-	false
u	ș	a	g	a	true
u	ș	a	g	u	true
u	ș	a	i	-	false
u	ș	a	i	m	false
u	ș	a	j	-	false
u	ș	a	j	e	true
u	ș	a	j	u	true
u	ș	a	l	-	false
u	ș	a	l	a	true
u	ș	a	l	e	true
u	ș	a	l	i	false
u	ș	a	l	u	true
u	ș	a	l	ă	true
u	ș	a	m	-	false
u	ș	a	m	a	true
u	ș	a	n	e	true
u	ș	a	p	o	true
u	ș	a	r	-	false
u	ș	a	r	a	true
u	ș	a	r	e	true
u	ș	a	r	i	false
u	ș	a	r	i	true
u	ș	a	r	n	false
u	ș	a	r	u	true
u	ș	a	r	ă	true
u	ș	a	s	e	true
u	ș	a	t	-	false
u	ș	a	t	a	true
u	ș	a	t	e	true
u	ș	a	t	u	true
u	ș	a	t	ă	true
u	ș	a	u	-	false
u	ș	a	v	e	true
u	ș	a	ș	i	false
u	ș	a	ț	i	false
u	ș	a	ț	i	true
u	ș	c	a	-	false
u	ș	c	a	i	false
u	ș	c	a	m	false
u	ș	c	a	r	false
u	ș	c	a	s	false
u	ș	c	a	t	false
u	ș	c	a	u	false
u	ș	c	a	ș	false
u	ș	c	a	ț	false
u	ș	c	e	-	false
u	ș	c	e	i	false
u	ș	c	h	e	false
u	ș	c	h	i	false
u	ș	c	i	o	false
u	ș	c	o	-	false
u	ș	c	o	a	false
u	ș	c	o	c	false
u	ș	c	o	v	false
u	ș	c	u	l	false
u	ș	c	u	ș	false
u	ș	c	u	ț	false
u	ș	c	â	n	false
u	ș	c	ă	-	false
u	ș	c	ă	i	false
u	ș	c	ă	m	false
u	ș	c	ă	n	false
u	ș	c	ă	r	false
u	ș	c	ă	t	false
u	ș	e	a	-	false
u	ș	e	a	i	false
u	ș	e	a	l	false
u	ș	e	a	m	false
u	ș	e	a	n	false
u	ș	e	a	s	false
u	ș	e	a	u	false
u	ș	e	a	z	false
u	ș	e	a	ț	false
u	ș	e	d	e	true
u	ș	e	e	-	true
u	ș	e	e	l	true
u	ș	e	g	a	true
u	ș	e	g	u	true
u	ș	e	i	-	false
u	ș	e	i	d	false
u	ș	e	i	g	false
u	ș	e	i	i	true
u	ș	e	i	l	true
u	ș	e	i	p	false
u	ș	e	l	-	false
u	ș	e	l	e	true
u	ș	e	l	i	false
u	ș	e	l	i	true
u	ș	e	l	o	true
u	ș	e	l	u	true
u	ș	e	n	c	false
u	ș	e	n	e	true
u	ș	e	n	i	false
u	ș	e	n	i	true
u	ș	e	r	-	false
u	ș	e	r	e	true
u	ș	e	r	i	false
u	ș	e	r	i	true
u	ș	e	r	n	false
u	ș	e	r	u	true
u	ș	e	s	c	false
u	ș	e	t	a	true
u	ș	e	t	e	true
u	ș	e	t	ă	true
u	ș	e	u	-	false
u	ș	e	u	l	true
u	ș	e	u	r	true
u	ș	e	z	-	false
u	ș	e	z	e	true
u	ș	e	z	i	false
u	ș	e	ș	t	false
u	ș	e	ț	e	true
u	ș	f	e	t	false
u	ș	i	a	-	true
u	ș	i	a	n	true
u	ș	i	c	a	true
u	ș	i	c	h	true
u	ș	i	c	i	false
u	ș	i	c	i	true
u	ș	i	c	ă	true
u	ș	i	e	-	true
u	ș	i	e	i	true
u	ș	i	e	n	true
u	ș	i	e	r	true
u	ș	i	i	-	false
u	ș	i	i	l	true
u	ș	i	l	e	true
u	ș	i	l	o	true
u	ș	i	m	-	false
u	ș	i	m	e	true
u	ș	i	m	i	false
u	ș	i	m	i	true
u	ș	i	n	-	false
u	ș	i	n	a	true
u	ș	i	n	d	false
u	ș	i	n	e	true
u	ș	i	n	i	false
u	ș	i	n	i	true
u	ș	i	n	o	true
u	ș	i	n	â	true
u	ș	i	n	ă	true
u	ș	i	r	e	true
u	ș	i	r	i	false
u	ș	i	r	i	true
u	ș	i	r	ă	true
u	ș	i	s	e	true
u	ș	i	t	-	false
u	ș	i	t	a	true
u	ș	i	t	e	true
u	ș	i	t	o	true
u	ș	i	t	u	true
u	ș	i	t	ă	true
u	ș	i	u	-	false
u	ș	i	u	l	true
u	ș	i	ș	i	false
u	ș	i	ț	a	true
u	ș	i	ț	e	true
u	ș	i	ț	i	false
u	ș	i	ț	ă	true
u	ș	l	a	m	false
u	ș	l	e	t	false
u	ș	l	e	ț	false
u	ș	l	u	c	false
u	ș	l	u	i	false
u	ș	m	a	-	false
u	ș	m	a	c	false
u	ș	m	a	n	false
u	ș	m	e	-	false
u	ș	m	e	i	false
u	ș	m	e	l	false
u	ș	m	ă	-	false
u	ș	m	ă	n	false
u	ș	n	e	a	false
u	ș	n	e	s	false
u	ș	n	e	ș	false
u	ș	n	i	-	false
u	ș	n	i	c	false
u	ș	n	i	i	false
u	ș	n	i	m	false
u	ș	n	i	n	false
u	ș	n	i	r	false
u	ș	n	i	s	false
u	ș	n	i	t	false
u	ș	n	i	ș	false
u	ș	n	i	ț	false
u	ș	o	a	i	false
u	ș	o	a	n	false
u	ș	o	a	r	false
u	ș	o	i	-	false
u	ș	o	i	i	true
u	ș	o	i	l	false
u	ș	o	i	u	false
u	ș	o	i	ș	true
u	ș	o	n	-	false
u	ș	o	n	a	true
u	ș	o	n	e	true
u	ș	o	n	u	true
u	ș	o	n	â	true
u	ș	o	n	ă	true
u	ș	o	r	-	false
u	ș	o	r	i	false
u	ș	o	r	i	true
u	ș	o	r	u	true
u	ș	o	t	e	true
u	ș	o	t	i	true
u	ș	t	a	c	false
u	ș	t	a	n	false
u	ș	t	a	r	false
u	ș	t	a	ș	false
u	ș	t	e	-	false
u	ș	t	e	a	false
u	ș	t	e	i	false
u	ș	t	e	l	false
u	ș	t	e	n	false
u	ș	t	e	r	false
u	ș	t	e	s	false
u	ș	t	e	ș	false
u	ș	t	e	ț	false
u	ș	t	i	-	false
u	ș	t	i	a	false
u	ș	t	i	b	false
u	ș	t	i	h	false
u	ș	t	i	i	false
u	ș	t	i	l	false
u	ș	t	i	m	false
u	ș	t	i	s	false
u	ș	t	i	u	false
u	ș	t	i	v	false
u	ș	t	o	a	false
u	ș	t	r	i	false
u	ș	t	r	u	false
u	ș	t	u	r	false
u	ș	t	ă	r	false
u	ș	u	i	-	false
u	ș	u	i	-	true
u	ș	u	i	a	true
u	ș	u	i	e	true
u	ș	u	i	i	true
u	ș	u	i	m	true
u	ș	u	i	n	true
u	ș	u	i	r	true
u	ș	u	i	s	true
u	ș	u	i	t	true
u	ș	u	i	ș	true
u	ș	u	i	ț	true
u	ș	u	l	-	false
u	ș	u	l	e	true
u	ș	u	l	i	true
u	ș	u	l	u	true
u	ș	u	m	a	true
u	ș	u	m	e	true
u	ș	u	m	â	true
u	ș	u	m	ă	true
u	ș	u	r	a	true
u	ș	u	r	e	true
u	ș	u	r	i	false
u	ș	u	r	i	true
u	ș	u	r	o	true
u	ș	u	r	â	true
u	ș	u	r	ă	true
u	ș	u	ț	a	true
u	ș	u	ț	e	true
u	ș	u	ț	ă	true
u	ș	â	n	-	false
u	ș	â	n	d	false
u	ș	â	n	i	false
u	ș	â	n	i	true
u	ș	â	n	u	true
u	ș	î	n	v	false
u	ș	ă	d	e	true
u	ș	ă	g	a	true
u	ș	ă	m	-	false
u	ș	ă	n	i	true
u	ș	ă	r	e	true
u	ș	ă	r	i	false
u	ș	ă	r	i	true
u	ș	ă	t	o	true
u	ș	ă	ț	e	true
u	ț	a	i	-	false
u	ț	a	l	u	true
u	ț	a	m	-	false
u	ț	a	n	-	false
u	ț	a	n	a	true
u	ț	a	n	c	false
u	ț	a	n	e	true
u	ț	a	n	i	false
u	ț	a	n	i	true
u	ț	a	n	u	true
u	ț	a	n	ă	true
u	ț	a	r	-	false
u	ț	a	r	e	true
u	ț	a	r	i	false
u	ț	a	r	i	true
u	ț	a	r	u	true
u	ț	a	r	ă	true
u	ț	a	s	e	true
u	ț	a	t	-	false
u	ț	a	t	e	true
u	ț	a	t	ă	true
u	ț	a	u	-	false
u	ț	a	ș	-	false
u	ț	a	ș	i	false
u	ț	a	ș	i	true
u	ț	a	ș	u	true
u	ț	a	ț	i	false
u	ț	d	e	m	false
u	ț	e	a	-	false
u	ț	e	a	i	false
u	ț	e	a	l	false
u	ț	e	a	m	false
u	ț	e	a	n	false
u	ț	e	a	s	false
u	ț	e	a	u	false
u	ț	e	a	z	false
u	ț	e	a	ț	false
u	ț	e	i	-	false
u	ț	e	i	i	true
u	ț	e	i	l	true
u	ț	e	l	-	false
u	ț	e	l	e	true
u	ț	e	l	i	false
u	ț	e	l	i	true
u	ț	e	l	o	true
u	ț	e	l	u	true
u	ț	e	n	c	false
u	ț	e	n	e	true
u	ț	e	n	i	false
u	ț	e	n	i	true
u	ț	e	s	c	false
u	ț	e	z	-	false
u	ț	e	z	e	true
u	ț	e	z	i	false
u	ț	e	ș	t	false
u	ț	i	a	-	true
u	ț	i	c	a	true
u	ț	i	c	i	true
u	ț	i	c	ă	true
u	ț	i	d	e	true
u	ț	i	e	-	true
u	ț	i	e	i	true
u	ț	i	i	-	false
u	ț	i	i	d	false
u	ț	i	i	l	true
u	ț	i	l	e	true
u	ț	i	l	o	true
u	ț	i	m	-	false
u	ț	i	m	e	true
u	ț	i	m	i	false
u	ț	i	m	i	true
u	ț	i	n	-	false
u	ț	i	n	a	true
u	ț	i	n	d	false
u	ț	i	n	e	true
u	ț	i	n	i	false
u	ț	i	n	u	true
u	ț	i	n	â	true
u	ț	i	n	ă	true
u	ț	i	o	a	false
u	ț	i	o	a	true
u	ț	i	o	n	false
u	ț	i	o	n	true
u	ț	i	o	r	false
u	ț	i	o	s	false
u	ț	i	o	s	true
u	ț	i	o	z	true
u	ț	i	o	ș	false
u	ț	i	o	ș	true
u	ț	i	r	e	true
u	ț	i	r	i	false
u	ț	i	r	i	true
u	ț	i	r	ă	true
u	ț	i	s	e	true
u	ț	i	t	-	false
u	ț	i	t	a	true
u	ț	i	t	d	false
u	ț	i	t	e	true
u	ț	i	t	o	true
u	ț	i	t	u	true
u	ț	i	t	ă	true
u	ț	i	u	-	false
u	ț	i	u	n	false
u	ț	i	u	n	true
u	ț	i	ș	-	false
u	ț	i	ș	i	false
u	ț	i	ș	o	true
u	ț	i	ș	u	true
u	ț	i	ț	i	false
u	ț	o	i	-	false
u	ț	o	i	i	true
u	ț	o	i	l	false
u	ț	o	i	u	true
u	ț	o	r	i	true
u	ț	o	v	l	true
u	ț	t	i	t	false
u	ț	u	c	u	true
u	ț	u	i	-	false
u	ț	u	i	-	true
u	ț	u	i	a	false
u	ț	u	i	a	true
u	ț	u	i	e	true
u	ț	u	i	i	true
u	ț	u	i	m	true
u	ț	u	i	n	true
u	ț	u	i	r	true
u	ț	u	i	s	true
u	ț	u	i	t	true
u	ț	u	i	u	true
u	ț	u	i	ș	true
u	ț	u	i	ț	true
u	ț	u	l	-	false
u	ț	u	l	a	true
u	ț	u	l	c	false
u	ț	u	l	d	false
u	ț	u	l	e	true
u	ț	u	l	i	false
u	ț	u	l	i	true
u	ț	u	l	u	true
u	ț	u	l	ă	true
u	ț	u	n	a	true
u	ț	u	r	i	false
u	ț	u	r	i	true
u	ț	u	r	o	true
u	ț	u	ș	o	true
u	ț	u	ț	-	false
u	ț	u	ț	a	true
u	ț	u	ț	e	true
u	ț	u	ț	i	false
u	ț	u	ț	â	true
u	ț	u	ț	ă	true
u	ț	â	n	d	false
u	ț	ă	l	-	false
u	ț	ă	l	u	true
u	ț	ă	m	-	false
u	ț	ă	n	e	true
u	ț	ă	r	e	true
u	ț	ă	r	i	false
u	ț	ă	r	i	true
u	ț	ă	t	o	true
v	a	b	a	-	false
v	a	b	e	-	false
v	a	b	e	i	false
v	a	b	e	l	false
v	a	b	i	-	false
v	a	b	i	i	false
v	a	b	i	l	false
v	a	b	o	u	false
v	a	b	u	l	false
v	a	b	ă	-	false
v	a	c	a	-	false
v	a	c	a	d	false
v	a	c	a	n	false
v	a	c	a	r	false
v	a	c	a	t	false
v	a	c	a	ț	false
v	a	c	c	i	true
v	a	c	e	-	false
v	a	c	e	e	false
v	a	c	e	i	false
v	a	c	e	l	false
v	a	c	i	-	false
v	a	c	i	d	false
v	a	c	i	e	false
v	a	c	i	i	false
v	a	c	i	l	false
v	a	c	i	s	false
v	a	c	i	t	false
v	a	c	i	u	false
v	a	c	s	-	false
v	a	c	s	u	true
v	a	c	u	a	false
v	a	c	u	b	false
v	a	c	u	e	false
v	a	c	u	i	false
v	a	c	u	l	false
v	a	c	u	o	false
v	a	c	u	u	false
v	a	c	u	â	false
v	a	c	u	ă	false
v	a	c	ă	-	false
v	a	c	ă	d	false
v	a	d	a	-	false
v	a	d	a	g	false
v	a	d	a	i	false
v	a	d	a	m	false
v	a	d	a	r	false
v	a	d	a	s	false
v	a	d	a	t	false
v	a	d	a	u	false
v	a	d	a	ș	false
v	a	d	a	ț	false
v	a	d	e	-	false
v	a	d	e	a	false
v	a	d	e	i	false
v	a	d	e	l	false
v	a	d	e	m	false
v	a	d	e	z	false
v	a	d	i	e	false
v	a	d	o	a	false
v	a	d	o	r	false
v	a	d	o	s	false
v	a	d	r	a	false
v	a	d	r	i	false
v	a	d	r	u	false
v	a	d	r	ă	false
v	a	d	u	l	false
v	a	d	u	r	false
v	a	d	â	n	false
v	a	d	ă	-	false
v	a	d	ă	m	false
v	a	d	ă	r	false
v	a	e	t	-	false
v	a	e	t	u	true
v	a	f	e	-	false
v	a	f	e	i	false
v	a	f	e	l	false
v	a	f	o	b	false
v	a	f	o	r	false
v	a	f	ă	-	false
v	a	g	a	-	false
v	a	g	a	b	false
v	a	g	a	i	false
v	a	g	a	m	false
v	a	g	a	n	false
v	a	g	a	r	false
v	a	g	a	s	false
v	a	g	a	t	false
v	a	g	a	u	false
v	a	g	a	ș	false
v	a	g	a	ț	false
v	a	g	h	e	false
v	a	g	i	-	false
v	a	g	i	i	false
v	a	g	i	l	false
v	a	g	i	n	false
v	a	g	i	o	false
v	a	g	i	s	false
v	a	g	i	u	false
v	a	g	i	ș	false
v	a	g	m	i	true
v	a	g	o	a	false
v	a	g	o	n	false
v	a	g	o	t	false
v	a	g	u	l	false
v	a	g	â	n	false
v	a	g	ă	-	false
v	a	g	ă	m	false
v	a	g	ă	r	false
v	a	h	e	r	false
v	a	i	a	-	false
v	a	i	a	n	false
v	a	i	c	ă	true
v	a	i	e	-	false
v	a	i	e	l	false
v	a	i	e	n	false
v	a	i	e	r	false
v	a	i	e	t	false
v	a	i	e	ț	false
v	a	i	i	-	false
v	a	i	n	a	true
v	a	i	n	e	true
v	a	i	n	ă	true
v	a	i	s	-	false
v	a	i	s	t	false
v	a	i	s	u	true
v	a	i	t	-	false
v	a	i	t	e	true
v	a	i	t	ă	true
v	a	i	u	-	false
v	a	i	u	l	false
v	a	i	u	r	false
v	a	i	ș	t	false
v	a	i	ț	a	true
v	a	i	ț	e	true
v	a	i	ț	i	false
v	a	i	ț	ă	true
v	a	j	e	-	false
v	a	j	e	l	false
v	a	j	n	i	true
v	a	j	u	l	false
v	a	j	u	r	false
v	a	l	a	-	false
v	a	l	a	b	false
v	a	l	a	d	false
v	a	l	a	h	false
v	a	l	a	i	false
v	a	l	a	m	false
v	a	l	a	n	false
v	a	l	a	r	false
v	a	l	a	s	false
v	a	l	a	t	false
v	a	l	a	u	false
v	a	l	a	ș	false
v	a	l	a	ț	false
v	a	l	b	u	true
v	a	l	e	-	false
v	a	l	e	a	false
v	a	l	e	i	false
v	a	l	e	l	false
v	a	l	e	n	false
v	a	l	e	r	false
v	a	l	e	s	false
v	a	l	e	t	false
v	a	l	e	u	false
v	a	l	e	x	false
v	a	l	e	z	false
v	a	l	e	ș	false
v	a	l	e	ț	false
v	a	l	g	u	true
v	a	l	i	-	false
v	a	l	i	d	false
v	a	l	i	e	false
v	a	l	i	i	false
v	a	l	i	l	false
v	a	l	i	n	false
v	a	l	i	s	false
v	a	l	i	t	false
v	a	l	i	u	false
v	a	l	i	z	false
v	a	l	i	ș	false
v	a	l	m	a	true
v	a	l	m	e	true
v	a	l	m	ă	true
v	a	l	n	i	true
v	a	l	o	a	false
v	a	l	o	m	false
v	a	l	o	n	false
v	a	l	o	r	false
v	a	l	s	-	false
v	a	l	s	a	true
v	a	l	s	e	true
v	a	l	s	o	true
v	a	l	s	u	true
v	a	l	s	â	true
v	a	l	s	ă	true
v	a	l	t	a	true
v	a	l	t	e	true
v	a	l	t	r	true
v	a	l	t	ă	true
v	a	l	u	a	false
v	a	l	u	e	false
v	a	l	u	l	false
v	a	l	u	r	false
v	a	l	u	t	false
v	a	l	u	â	false
v	a	l	u	ă	false
v	a	l	v	-	false
v	a	l	v	a	true
v	a	l	v	e	true
v	a	l	v	i	false
v	a	l	v	i	true
v	a	l	v	o	true
v	a	l	v	u	true
v	a	l	v	â	true
v	a	l	v	ă	true
v	a	l	â	n	false
v	a	l	ă	-	false
v	a	l	ă	m	false
v	a	l	ă	r	false
v	a	l	ț	-	false
v	a	l	ț	u	true
v	a	m	a	-	false
v	a	m	a	l	false
v	a	m	a	r	false
v	a	m	e	-	false
v	a	m	e	i	false
v	a	m	e	l	false
v	a	m	e	ș	false
v	a	m	o	n	false
v	a	m	p	a	true
v	a	m	p	e	true
v	a	m	p	i	true
v	a	m	p	ă	true
v	a	m	ă	-	false
v	a	n	a	-	false
v	a	n	a	d	false
v	a	n	a	g	false
v	a	n	a	i	false
v	a	n	a	m	false
v	a	n	a	r	false
v	a	n	a	s	false
v	a	n	a	t	false
v	a	n	a	u	false
v	a	n	a	ș	false
v	a	n	a	ț	false
v	a	n	b	e	true
v	a	n	c	a	true
v	a	n	c	e	true
v	a	n	c	r	true
v	a	n	c	ă	true
v	a	n	d	-	false
v	a	n	d	a	true
v	a	n	d	e	true
v	a	n	d	i	true
v	a	n	d	r	true
v	a	n	d	u	true
v	a	n	d	ă	true
v	a	n	e	-	false
v	a	n	e	a	false
v	a	n	e	i	false
v	a	n	e	l	false
v	a	n	e	r	false
v	a	n	e	s	false
v	a	n	e	t	false
v	a	n	e	z	false
v	a	n	f	o	true
v	a	n	g	-	false
v	a	n	g	a	true
v	a	n	g	h	true
v	a	n	g	i	true
v	a	n	g	u	true
v	a	n	g	ă	true
v	a	n	i	-	false
v	a	n	i	c	false
v	a	n	i	e	false
v	a	n	i	i	false
v	a	n	i	l	false
v	a	n	i	n	false
v	a	n	i	s	false
v	a	n	i	t	false
v	a	n	i	z	false
v	a	n	i	ș	false
v	a	n	i	ț	false
v	a	n	o	a	false
v	a	n	o	c	false
v	a	n	o	g	false
v	a	n	o	l	false
v	a	n	o	m	false
v	a	n	o	p	false
v	a	n	o	s	false
v	a	n	o	t	false
v	a	n	p	o	true
v	a	n	p	r	true
v	a	n	s	-	false
v	a	n	s	a	true
v	a	n	s	c	false
v	a	n	s	e	true
v	a	n	s	u	true
v	a	n	s	â	true
v	a	n	s	ă	true
v	a	n	t	-	false
v	a	n	t	a	true
v	a	n	t	e	true
v	a	n	t	i	false
v	a	n	t	i	true
v	a	n	t	l	false
v	a	n	t	o	false
v	a	n	t	o	true
v	a	n	t	r	true
v	a	n	t	u	true
v	a	n	t	ă	true
v	a	n	u	l	false
v	a	n	u	r	false
v	a	n	â	n	false
v	a	n	ă	-	false
v	a	n	ă	m	false
v	a	n	ș	a	true
v	a	n	ș	e	true
v	a	n	ș	i	true
v	a	n	ș	â	true
v	a	n	ș	ă	true
v	a	n	ț	-	false
v	a	n	ț	a	true
v	a	n	ț	e	true
v	a	n	ț	i	false
v	a	n	ț	i	true
v	a	n	ț	u	true
v	a	n	ț	ă	true
v	a	p	l	a	false
v	a	p	o	a	false
v	a	p	o	r	false
v	a	p	o	t	false
v	a	r	a	-	false
v	a	r	a	c	false
v	a	r	a	g	false
v	a	r	a	n	false
v	a	r	d	-	false
v	a	r	d	a	true
v	a	r	d	e	true
v	a	r	d	i	true
v	a	r	d	u	true
v	a	r	d	ă	true
v	a	r	e	-	false
v	a	r	e	a	false
v	a	r	e	c	false
v	a	r	e	g	false
v	a	r	e	i	false
v	a	r	e	l	false
v	a	r	e	z	false
v	a	r	g	a	true
v	a	r	g	ă	true
v	a	r	i	-	false
v	a	r	i	a	false
v	a	r	i	c	false
v	a	r	i	e	false
v	a	r	i	i	false
v	a	r	i	l	false
v	a	r	i	n	false
v	a	r	i	o	false
v	a	r	i	s	false
v	a	r	i	t	false
v	a	r	i	u	false
v	a	r	i	z	false
v	a	r	i	ș	false
v	a	r	i	ț	false
v	a	r	m	e	true
v	a	r	n	a	true
v	a	r	n	i	true
v	a	r	n	ă	true
v	a	r	o	m	false
v	a	r	o	r	false
v	a	r	o	r	true
v	a	r	o	s	false
v	a	r	o	v	false
v	a	r	s	a	true
v	a	r	s	ă	true
v	a	r	t	-	false
v	a	r	t	a	true
v	a	r	t	e	true
v	a	r	t	i	true
v	a	r	t	o	true
v	a	r	t	u	true
v	a	r	t	ă	true
v	a	r	u	l	false
v	a	r	u	r	false
v	a	r	u	s	false
v	a	r	v	a	true
v	a	r	v	e	true
v	a	r	v	ă	true
v	a	r	z	a	true
v	a	r	z	i	false
v	a	r	z	ă	true
v	a	r	ă	-	false
v	a	r	ă	m	false
v	a	r	ă	ș	false
v	a	r	ă	ț	false
v	a	r	ș	o	true
v	a	r	ț	-	false
v	a	r	ț	i	false
v	a	r	ț	i	true
v	a	r	ț	u	true
v	a	s	a	-	false
v	a	s	a	l	false
v	a	s	a	r	false
v	a	s	c	a	true
v	a	s	c	e	true
v	a	s	c	u	true
v	a	s	c	ă	true
v	a	s	e	-	false
v	a	s	e	c	false
v	a	s	e	c	true
v	a	s	e	i	false
v	a	s	e	l	false
v	a	s	e	m	false
v	a	s	e	r	false
v	a	s	e	ș	false
v	a	s	i	a	false
v	a	s	i	e	false
v	a	s	i	i	false
v	a	s	i	l	false
v	a	s	i	s	false
v	a	s	i	t	false
v	a	s	i	u	false
v	a	s	l	u	false
v	a	s	l	u	true
v	a	s	o	c	false
v	a	s	o	d	false
v	a	s	o	m	false
v	a	s	o	p	false
v	a	s	t	-	false
v	a	s	t	a	true
v	a	s	t	e	true
v	a	s	t	i	true
v	a	s	t	â	true
v	a	s	t	ă	true
v	a	s	u	l	false
v	a	s	u	r	false
v	a	s	ă	-	false
v	a	s	ă	z	false
v	a	t	a	-	false
v	a	t	a	i	false
v	a	t	a	l	false
v	a	t	a	m	false
v	a	t	a	r	false
v	a	t	a	s	false
v	a	t	a	t	false
v	a	t	a	u	false
v	a	t	a	ș	false
v	a	t	a	ț	false
v	a	t	e	-	false
v	a	t	e	a	false
v	a	t	e	i	false
v	a	t	e	l	false
v	a	t	e	r	false
v	a	t	e	s	false
v	a	t	e	z	false
v	a	t	i	c	false
v	a	t	i	e	false
v	a	t	i	n	false
v	a	t	i	o	false
v	a	t	i	p	false
v	a	t	i	r	false
v	a	t	i	s	false
v	a	t	i	v	false
v	a	t	i	z	false
v	a	t	m	a	true
v	a	t	o	a	false
v	a	t	o	g	false
v	a	t	o	r	false
v	a	t	o	s	false
v	a	t	o	ș	false
v	a	t	r	a	false
v	a	t	r	o	false
v	a	t	r	ă	false
v	a	t	u	b	false
v	a	t	u	l	false
v	a	t	u	r	false
v	a	t	â	n	false
v	a	t	ă	-	false
v	a	t	ă	m	false
v	a	t	ă	r	false
v	a	u	a	-	false
v	a	v	i	l	false
v	a	z	a	-	false
v	a	z	a	i	false
v	a	z	a	m	false
v	a	z	a	r	false
v	a	z	a	s	false
v	a	z	a	t	false
v	a	z	a	u	false
v	a	z	a	ș	false
v	a	z	a	ț	false
v	a	z	e	-	false
v	a	z	e	a	false
v	a	z	e	i	false
v	a	z	e	l	false
v	a	z	e	z	false
v	a	z	i	a	false
v	a	z	i	e	false
v	a	z	i	i	false
v	a	z	i	o	false
v	a	z	i	t	false
v	a	z	i	u	false
v	a	z	i	v	false
v	a	z	o	a	false
v	a	z	o	n	false
v	a	z	u	l	false
v	a	z	u	r	false
v	a	z	â	n	false
v	a	z	ă	-	false
v	a	z	ă	m	false
v	a	z	ă	r	false
v	a	ș	a	-	false
v	a	ș	a	i	false
v	a	ș	a	l	false
v	a	ș	a	m	false
v	a	ș	a	r	false
v	a	ș	a	s	false
v	a	ș	a	t	false
v	a	ș	a	u	false
v	a	ș	a	ș	false
v	a	ș	a	ț	false
v	a	ș	e	-	false
v	a	ș	e	a	false
v	a	ș	e	i	false
v	a	ș	e	l	false
v	a	ș	e	t	false
v	a	ș	e	z	false
v	a	ș	i	-	false
v	a	ș	i	a	true
v	a	ș	i	i	false
v	a	ș	i	l	false
v	a	ș	t	i	false
v	a	ș	u	l	false
v	a	ș	â	n	false
v	a	ș	ă	-	false
v	a	ș	ă	m	false
v	a	ș	ă	r	false
v	a	ț	a	-	false
v	a	ț	e	-	false
v	a	ț	e	i	false
v	a	ț	i	-	false
v	a	ț	i	a	false
v	a	ț	i	e	false
v	a	ț	i	i	false
v	a	ț	i	l	false
v	a	ț	i	o	false
v	a	ț	i	u	false
v	a	ț	ă	-	false
v	c	e	i	-	false
v	c	e	l	e	true
v	c	e	l	o	true
v	c	o	n	d	false
v	e	a	c	-	false
v	e	a	c	u	true
v	e	a	i	-	false
v	e	a	l	a	true
v	e	a	l	e	true
v	e	a	l	ă	true
v	e	a	m	-	false
v	e	a	n	-	false
v	e	a	n	a	true
v	e	a	n	c	false
v	e	a	n	o	true
v	e	a	n	u	true
v	e	a	n	ă	true
v	e	a	r	g	false
v	e	a	s	c	false
v	e	a	u	-	false
v	e	a	u	a	true
v	e	a	z	a	true
v	e	a	z	ă	true
v	e	a	ț	a	true
v	e	a	ț	i	false
v	e	a	ț	ă	true
v	e	b	ă	l	false
v	e	c	e	-	false
v	e	c	e	a	false
v	e	c	e	l	false
v	e	c	e	r	false
v	e	c	h	e	false
v	e	c	h	i	false
v	e	c	i	-	false
v	e	c	i	a	false
v	e	c	i	e	false
v	e	c	i	i	false
v	e	c	i	l	false
v	e	c	i	n	false
v	e	c	i	o	false
v	e	c	i	u	false
v	e	c	s	e	true
v	e	c	t	i	true
v	e	c	t	o	true
v	e	c	u	i	false
v	e	c	ș	i	false
v	e	c	ț	i	true
v	e	d	a	-	false
v	e	d	a	n	false
v	e	d	d	a	true
v	e	d	e	-	false
v	e	d	e	a	false
v	e	d	e	i	false
v	e	d	e	l	false
v	e	d	e	m	false
v	e	d	e	n	false
v	e	d	e	r	false
v	e	d	e	s	false
v	e	d	e	t	false
v	e	d	e	ș	false
v	e	d	e	ț	false
v	e	d	i	-	false
v	e	d	i	c	false
v	e	d	i	i	false
v	e	d	i	m	false
v	e	d	i	n	false
v	e	d	i	r	false
v	e	d	i	s	false
v	e	d	i	t	false
v	e	d	i	ș	false
v	e	d	i	ț	false
v	e	d	r	e	false
v	e	d	r	i	false
v	e	d	u	l	false
v	e	d	u	t	false
v	e	d	ă	-	false
v	e	e	a	-	false
v	e	e	i	-	false
v	e	e	l	e	true
v	e	e	l	o	true
v	e	g	e	t	false
v	e	g	h	e	false
v	e	g	h	i	false
v	e	g	i	a	false
v	e	g	i	e	false
v	e	g	u	l	false
v	e	g	u	r	false
v	e	h	e	m	false
v	e	h	i	c	false
v	e	i	a	t	false
v	e	i	a	ț	false
v	e	i	c	a	true
v	e	i	c	i	false
v	e	i	c	i	true
v	e	i	c	u	true
v	e	i	c	ă	true
v	e	i	e	-	false
v	e	i	e	l	false
v	e	i	e	r	false
v	e	i	i	-	false
v	e	i	l	o	true
v	e	i	o	z	false
v	e	i	t	-	false
v	e	i	t	u	true
v	e	i	u	l	false
v	e	l	a	-	false
v	e	l	a	i	false
v	e	l	a	j	false
v	e	l	a	m	false
v	e	l	a	r	false
