b10	a01	a12	a23	syl
ă	d	e	m	true
ă	d	e	n	true
ă	d	e	p	true
ă	d	e	r	true
ă	d	e	s	true
ă	d	e	t	true
ă	d	e	v	true
ă	d	e	z	true
ă	d	e	ș	true
ă	d	e	ț	true
ă	d	i	-	true
ă	d	i	a	true
ă	d	i	c	true
ă	d	i	e	true
ă	d	i	i	true
ă	d	i	l	true
ă	d	i	m	true
ă	d	i	n	true
ă	d	i	o	true
ă	d	i	r	true
ă	d	i	s	true
ă	d	i	t	true
ă	d	i	u	true
ă	d	i	ș	true
ă	d	i	ț	true
ă	d	o	a	true
ă	d	o	i	true
ă	d	o	s	true
ă	d	o	ș	true
ă	d	r	a	true
ă	d	r	ă	true
ă	d	u	-	true
ă	d	u	c	true
ă	d	u	f	true
ă	d	u	i	true
ă	d	u	l	true
ă	d	u	r	true
ă	d	u	s	true
ă	d	u	v	true
ă	d	u	ș	true
ă	d	u	ț	true
ă	d	v	a	false
ă	d	â	n	true
ă	d	ă	-	true
ă	d	ă	c	true
ă	d	ă	d	true
ă	d	ă	i	true
ă	d	ă	j	true
ă	d	ă	l	true
ă	d	ă	m	true
ă	d	ă	o	true
ă	d	ă	r	true
ă	d	ă	t	true
ă	d	ă	u	true
ă	d	ă	ț	true
ă	f	a	i	true
ă	f	a	r	true
ă	f	i	a	true
ă	f	i	e	true
ă	f	i	i	true
ă	f	i	ț	true
ă	f	l	e	true
ă	f	o	a	true
ă	f	o	r	true
ă	f	o	s	true
ă	f	o	ș	true
ă	f	r	a	true
ă	f	r	ă	true
ă	f	t	u	false
ă	f	t	ă	false
ă	f	u	g	true
ă	f	u	i	true
ă	f	u	l	true
ă	f	u	n	true
ă	f	u	r	true
ă	f	u	ș	true
ă	f	â	l	true
ă	f	â	r	true
ă	f	ă	i	true
ă	f	ă	l	true
ă	f	ă	r	true
ă	f	ă	t	true
ă	g	a	-	true
ă	g	a	c	true
ă	g	a	d	true
ă	g	a	i	true
ă	g	a	l	true
ă	g	a	m	true
ă	g	a	n	true
ă	g	a	r	true
ă	g	a	s	true
ă	g	a	t	true
ă	g	a	u	true
ă	g	a	z	true
ă	g	a	ș	true
ă	g	a	ț	true
ă	g	e	a	true
ă	g	e	i	true
ă	g	e	l	true
ă	g	e	s	true
ă	g	e	t	true
ă	g	e	z	true
ă	g	e	ș	true
ă	g	e	ț	true
ă	g	h	i	true
ă	g	i	-	false
ă	g	i	-	true
ă	g	i	a	true
ă	g	i	c	true
ă	g	i	e	true
ă	g	i	i	true
ă	g	i	l	true
ă	g	i	m	true
ă	g	i	n	true
ă	g	i	o	true
ă	g	i	r	true
ă	g	i	s	true
ă	g	i	t	true
ă	g	i	ș	true
ă	g	i	ț	true
ă	g	l	a	true
ă	g	n	e	false
ă	g	n	i	false
ă	g	o	a	true
ă	g	o	s	true
ă	g	o	ș	true
ă	g	r	a	true
ă	g	r	e	true
ă	g	r	i	true
ă	g	r	â	true
ă	g	r	ă	true
ă	g	u	-	true
ă	g	u	b	true
ă	g	u	i	true
ă	g	u	l	true
ă	g	u	n	true
ă	g	u	r	true
ă	g	u	s	true
ă	g	u	t	true
ă	g	u	ș	true
ă	g	u	ț	true
ă	g	â	n	true
ă	g	â	r	true
ă	g	ă	-	true
ă	g	ă	c	true
ă	g	ă	d	true
ă	g	ă	i	true
ă	g	ă	l	true
ă	g	ă	m	true
ă	g	ă	n	true
ă	g	ă	o	true
ă	g	ă	r	true
ă	g	ă	s	true
ă	g	ă	t	true
ă	g	ă	u	true
ă	g	ă	z	true
ă	h	n	e	false
ă	h	n	i	false
ă	h	n	o	false
ă	h	u	i	true
ă	h	ă	-	true
ă	h	ă	i	true
ă	h	ă	l	true
ă	h	ă	r	true
ă	i	-	-	false
ă	i	-	-	true
ă	i	a	-	true
ă	i	a	c	true
ă	i	a	i	true
ă	i	a	l	true
ă	i	a	m	true
ă	i	a	n	true
ă	i	a	r	false
ă	i	a	r	true
ă	i	a	s	false
ă	i	a	s	true
ă	i	a	t	false
ă	i	a	t	true
ă	i	a	u	true
ă	i	a	z	false
ă	i	a	z	true
ă	i	a	ș	false
ă	i	a	ș	true
ă	i	a	ț	false
ă	i	a	ț	true
ă	i	b	a	false
ă	i	b	a	true
ă	i	b	i	true
ă	i	b	u	false
ă	i	b	ă	false
ă	i	c	e	true
ă	i	c	i	false
ă	i	c	i	true
ă	i	c	u	false
ă	i	c	u	true
ă	i	c	ă	false
ă	i	c	ă	true
ă	i	d	a	false
ă	i	d	a	true
ă	i	d	ă	false
ă	i	e	-	true
ă	i	e	c	true
ă	i	e	i	true
ă	i	e	l	true
ă	i	e	m	true
ă	i	e	n	true
ă	i	e	r	true
ă	i	e	s	true
ă	i	e	t	true
ă	i	e	z	false
ă	i	e	z	true
ă	i	e	ș	true
ă	i	e	ț	false
ă	i	e	ț	true
ă	i	f	ă	false
ă	i	g	i	false
ă	i	g	i	true
ă	i	i	-	true
ă	i	i	i	true
ă	i	i	l	true
ă	i	l	a	false
ă	i	l	a	true
ă	i	l	e	true
ă	i	l	o	true
ă	i	l	â	true
ă	i	l	ă	true
ă	i	m	-	true
ă	i	m	a	false
ă	i	m	a	true
ă	i	m	e	false
ă	i	m	e	true
ă	i	m	i	true
ă	i	m	o	false
ă	i	m	o	true
ă	i	m	â	false
ă	i	m	â	true
ă	i	m	ă	false
ă	i	m	ă	true
ă	i	n	-	true
ă	i	n	a	false
ă	i	n	a	true
ă	i	n	d	true
ă	i	n	e	false
ă	i	n	e	true
ă	i	n	i	false
ă	i	n	i	true
ă	i	n	o	true
ă	i	n	u	false
ă	i	n	u	true
ă	i	n	z	true
ă	i	n	â	true
ă	i	n	ă	false
ă	i	n	ă	true
ă	i	n	ț	true
ă	i	o	a	true
ă	i	o	r	true
ă	i	o	s	true
ă	i	o	ș	true
ă	i	r	e	true
ă	i	r	i	false
ă	i	r	i	true
ă	i	r	ă	true
ă	i	s	-	false
ă	i	s	a	true
ă	i	s	e	true
ă	i	s	t	false
ă	i	t	-	true
ă	i	t	a	false
ă	i	t	a	true
ă	i	t	e	false
ă	i	t	e	true
ă	i	t	i	false
ă	i	t	i	true
ă	i	t	o	false
ă	i	t	o	true
ă	i	t	u	false
ă	i	t	u	true
ă	i	t	â	true
ă	i	t	ă	false
ă	i	t	ă	true
ă	i	u	g	true
ă	i	u	l	false
ă	i	u	l	true
ă	i	u	ș	true
ă	i	u	ț	true
ă	i	ș	-	true
ă	i	ș	a	true
ă	i	ș	e	true
ă	i	ș	i	false
ă	i	ș	i	true
ă	i	ș	o	false
ă	i	ș	o	true
ă	i	ș	t	true
ă	i	ș	u	true
ă	i	ș	ă	true
ă	i	ț	a	true
ă	i	ț	e	true
ă	i	ț	i	true
ă	i	ț	u	false
ă	i	ț	ă	true
ă	j	a	c	true
ă	j	a	r	true
ă	j	b	e	false
ă	j	b	i	false
ă	j	d	a	false
ă	j	d	i	false
ă	j	d	u	false
ă	j	e	a	true
ă	j	e	i	true
ă	j	e	l	true
ă	j	e	n	true
ă	j	e	r	true
ă	j	e	s	true
ă	j	e	ș	true
ă	j	g	a	false
ă	j	i	-	false
ă	j	i	-	true
ă	j	i	c	true
ă	j	i	i	true
ă	j	i	l	true
ă	j	i	m	true
ă	j	i	n	true
ă	j	i	r	true
ă	j	i	s	true
ă	j	i	t	true
ă	j	i	ș	true
ă	j	i	ț	true
ă	j	m	a	false
ă	j	m	ă	false
ă	j	o	a	true
ă	j	o	r	true
ă	j	u	i	true
ă	j	ă	r	true
ă	k	i	l	true
ă	l	-	-	false
ă	l	a	-	true
ă	l	a	b	true
ă	l	a	c	true
ă	l	a	g	true
ă	l	a	i	true
ă	l	a	l	true
ă	l	a	m	true
ă	l	a	n	true
ă	l	a	p	true
ă	l	a	r	true
ă	l	a	s	true
ă	l	a	t	true
ă	l	a	u	true
ă	l	a	ș	true
ă	l	a	ț	true
ă	l	b	a	false
ă	l	b	e	false
ă	l	b	i	false
ă	l	b	u	false
ă	l	b	ă	false
ă	l	c	a	false
ă	l	c	e	false
ă	l	c	i	false
ă	l	c	o	false
ă	l	c	r	true
ă	l	c	â	false
ă	l	c	ă	false
ă	l	d	a	false
ă	l	d	i	false
ă	l	d	u	false
ă	l	d	â	false
ă	l	d	ă	false
ă	l	e	-	true
ă	l	e	a	true
ă	l	e	c	true
ă	l	e	i	true
ă	l	e	l	true
ă	l	e	n	true
ă	l	e	p	true
ă	l	e	s	true
ă	l	e	t	true
ă	l	e	z	true
ă	l	e	ș	true
ă	l	e	ț	true
ă	l	g	e	false
ă	l	g	i	false
ă	l	h	ă	false
ă	l	i	-	false
ă	l	i	-	true
ă	l	i	a	true
ă	l	i	b	true
ă	l	i	c	true
ă	l	i	e	true
ă	l	i	f	true
ă	l	i	g	true
ă	l	i	i	true
ă	l	i	l	true
ă	l	i	m	true
ă	l	i	n	true
ă	l	i	o	true
ă	l	i	r	true
ă	l	i	s	true
ă	l	i	t	true
ă	l	i	u	true
ă	l	i	ș	true
ă	l	i	ț	true
ă	l	m	a	false
ă	l	m	i	false
ă	l	m	u	false
ă	l	m	ă	false
ă	l	n	i	false
ă	l	o	a	true
ă	l	o	g	true
ă	l	o	r	true
ă	l	o	s	true
ă	l	o	ș	true
ă	l	p	a	false
ă	l	p	i	false
ă	l	p	o	false
ă	l	p	u	false
ă	l	p	ă	false
ă	l	s	ă	false
ă	l	t	a	false
ă	l	t	e	false
ă	l	t	i	false
ă	l	t	o	false
ă	l	t	o	true
ă	l	t	u	false
ă	l	t	â	false
ă	l	t	ă	false
ă	l	u	c	true
ă	l	u	d	true
ă	l	u	g	true
ă	l	u	i	true
ă	l	u	l	true
ă	l	u	m	true
ă	l	u	n	true
ă	l	u	r	true
ă	l	u	z	true
ă	l	u	ș	true
ă	l	u	ț	true
ă	l	v	a	false
ă	l	v	i	false
ă	l	z	e	false
ă	l	z	i	false
ă	l	â	i	true
ă	l	â	m	true
ă	l	â	n	true
ă	l	â	u	true
ă	l	ă	-	true
ă	l	ă	b	true
ă	l	ă	c	true
ă	l	ă	d	true
ă	l	ă	f	true
ă	l	ă	g	true
ă	l	ă	i	true
ă	l	ă	j	true
ă	l	ă	l	true
ă	l	ă	m	true
ă	l	ă	n	true
ă	l	ă	r	true
ă	l	ă	t	true
ă	l	ă	u	true
ă	l	ă	v	true
ă	l	ă	z	true
ă	l	ă	ș	true
ă	l	ă	ț	true
ă	l	ț	a	false
ă	l	ț	e	false
ă	l	ț	i	false
ă	l	ț	u	false
ă	l	ț	â	false
ă	l	ț	ă	false
ă	m	-	-	false
ă	m	a	-	true
ă	m	a	d	true
ă	m	a	i	true
ă	m	a	m	true
ă	m	a	n	true
ă	m	a	r	true
ă	m	a	s	true
ă	m	a	t	true
ă	m	a	u	true
ă	m	a	ș	true
ă	m	a	ț	true
ă	m	b	a	false
ă	m	b	u	false
ă	m	b	ă	false
ă	m	c	i	false
ă	m	e	-	true
ă	m	e	a	true
ă	m	e	s	true
ă	m	e	t	true
ă	m	e	z	true
ă	m	e	ș	true
ă	m	e	ț	true
ă	m	i	-	false
ă	m	i	-	true
ă	m	i	a	true
ă	m	i	c	true
ă	m	i	d	true
ă	m	i	e	true
ă	m	i	i	true
ă	m	i	l	true
ă	m	i	m	true
ă	m	i	n	true
ă	m	i	o	true
ă	m	i	r	true
ă	m	i	s	true
ă	m	i	t	true
ă	m	i	u	true
ă	m	i	z	true
ă	m	i	ș	true
ă	m	i	ț	true
ă	m	m	-	false
ă	m	o	a	true
ă	m	o	j	true
ă	m	o	l	true
ă	m	o	r	true
ă	m	o	s	true
ă	m	o	z	true
ă	m	o	ș	true
ă	m	o	ț	true
ă	m	p	a	false
ă	m	p	i	false
ă	m	p	ă	false
ă	m	u	c	true
ă	m	u	i	true
ă	m	u	l	true
ă	m	u	r	true
ă	m	u	t	true
ă	m	u	ș	true
ă	m	u	ț	true
ă	m	â	i	true
ă	m	â	n	true
ă	m	ă	-	true
ă	m	ă	d	true
ă	m	ă	i	true
ă	m	ă	j	true
ă	m	ă	l	true
ă	m	ă	m	true
ă	m	ă	n	true
ă	m	ă	r	true
ă	m	ă	s	true
ă	m	ă	t	true
ă	m	ă	ș	true
ă	n	-	-	false
ă	n	a	-	true
ă	n	a	c	true
ă	n	a	i	true
ă	n	a	m	true
ă	n	a	r	false
ă	n	a	r	true
ă	n	a	s	true
ă	n	a	t	true
ă	n	a	u	true
ă	n	a	ș	true
ă	n	a	ț	true
ă	n	c	i	false
ă	n	c	u	false
ă	n	c	ă	false
ă	n	d	u	false
ă	n	d	ă	false
ă	n	e	-	true
ă	n	e	a	true
ă	n	e	i	true
ă	n	e	l	true
ă	n	e	n	true
ă	n	e	p	true
ă	n	e	s	true
ă	n	e	t	true
ă	n	e	z	true
ă	n	e	ș	true
ă	n	e	ț	true
ă	n	f	l	true
ă	n	g	i	false
ă	n	g	ă	false
ă	n	i	-	false
ă	n	i	-	true
ă	n	i	a	true
ă	n	i	c	true
ă	n	i	e	true
ă	n	i	i	true
ă	n	i	l	true
ă	n	i	m	true
ă	n	i	n	true
ă	n	i	o	true
ă	n	i	r	true
ă	n	i	s	true
ă	n	i	t	true
ă	n	i	u	true
ă	n	i	ș	true
ă	n	i	ț	true
ă	n	j	i	false
ă	n	j	u	false
ă	n	l	u	true
ă	n	o	a	true
ă	n	o	g	true
ă	n	o	i	true
ă	n	o	p	true
ă	n	o	s	true
ă	n	o	u	true
ă	n	o	ș	true
ă	n	s	t	true
ă	n	t	o	false
ă	n	t	u	false
ă	n	t	ă	false
ă	n	u	i	true
ă	n	u	l	true
ă	n	u	n	true
ă	n	u	r	true
ă	n	u	t	true
ă	n	u	ș	true
ă	n	u	ț	true
ă	n	â	n	true
ă	n	ă	-	true
ă	n	ă	i	true
ă	n	ă	m	true
ă	n	ă	n	true
ă	n	ă	r	true
ă	n	ă	s	true
ă	n	ă	t	true
ă	n	ă	u	true
ă	n	ă	ț	true
ă	n	ț	a	false
ă	n	ț	e	false
ă	n	ț	i	false
ă	n	ț	o	false
ă	n	ț	u	false
ă	n	ț	â	false
ă	n	ț	ă	false
ă	n	ț	ă	true
ă	o	a	c	true
ă	o	a	i	true
ă	o	a	r	true
ă	o	a	z	true
ă	o	c	h	true
ă	o	c	i	true
ă	o	i	-	true
ă	o	i	i	true
ă	o	i	l	true
ă	o	i	u	true
ă	o	l	a	true
ă	o	l	i	false
ă	o	r	-	true
ă	o	r	i	true
ă	o	r	u	true
ă	p	-	-	false
ă	p	a	-	true
ă	p	a	d	true
ă	p	a	i	true
ă	p	a	m	true
ă	p	a	r	true
ă	p	a	s	true
ă	p	a	t	true
ă	p	a	u	true
ă	p	a	ș	true
ă	p	a	ț	true
ă	p	c	a	false
ă	p	c	e	false
ă	p	c	i	false
ă	p	c	ă	false
ă	p	e	a	true
ă	p	e	l	true
ă	p	e	m	true
ă	p	e	n	true
ă	p	e	r	true
ă	p	e	s	true
ă	p	e	t	true
ă	p	e	z	true
ă	p	e	ș	true
ă	p	e	ț	true
ă	p	i	-	false
ă	p	i	-	true
ă	p	i	a	true
ă	p	i	c	true
ă	p	i	e	true
ă	p	i	i	true
ă	p	i	m	true
ă	p	i	n	true
ă	p	i	o	true
ă	p	i	r	true
ă	p	i	s	true
ă	p	i	t	true
ă	p	i	ș	true
ă	p	i	ț	true
ă	p	l	a	true
ă	p	o	a	true
ă	p	o	d	true
ă	p	o	i	true
ă	p	o	r	true
ă	p	o	s	true
ă	p	o	ș	true
ă	p	r	a	true
ă	p	r	e	true
ă	p	r	i	true
ă	p	r	u	true
ă	p	r	â	true
ă	p	r	ă	true
ă	p	s	e	false
ă	p	s	i	false
ă	p	t	a	false
ă	p	t	e	false
ă	p	t	i	false
ă	p	t	o	false
ă	p	t	u	false
ă	p	t	â	false
ă	p	t	ă	false
ă	p	u	-	true
ă	p	u	c	true
ă	p	u	i	true
ă	p	u	l	true
ă	p	u	m	true
ă	p	u	n	true
ă	p	u	r	true
ă	p	u	s	true
ă	p	u	t	true
ă	p	u	ș	true
ă	p	u	ț	true
ă	p	â	n	true
ă	p	â	r	true
ă	p	ă	-	true
ă	p	ă	c	true
ă	p	ă	d	true
ă	p	ă	i	true
ă	p	ă	l	true
ă	p	ă	m	true
ă	p	ă	n	true
ă	p	ă	r	true
ă	p	ă	s	true
ă	p	ă	t	true
ă	p	ă	u	true
ă	p	ă	ș	true
ă	p	ă	ț	true
ă	p	ș	a	false
ă	p	ș	e	false
ă	p	ș	i	false
ă	p	ș	o	false
ă	p	ș	t	false
ă	p	ș	u	false
ă	r	-	-	false
ă	r	a	-	true
ă	r	a	b	true
ă	r	a	c	true
ă	r	a	d	true
ă	r	a	g	true
ă	r	a	i	true
ă	r	a	m	true
ă	r	a	n	true
ă	r	a	p	true
ă	r	a	r	true
ă	r	a	s	true
ă	r	a	t	true
ă	r	a	u	true
ă	r	a	v	true
ă	r	a	z	true
ă	r	a	ș	true
ă	r	a	ț	true
ă	r	b	a	false
ă	r	b	e	false
ă	r	b	i	false
ă	r	b	o	false
ă	r	b	u	false
ă	r	b	â	false
ă	r	b	ă	false
ă	r	c	a	false
ă	r	c	h	false
ă	r	c	i	false
ă	r	c	u	false
ă	r	c	â	false
ă	r	c	ă	false
ă	r	d	a	false
ă	r	d	i	false
ă	r	d	u	false
ă	r	d	ă	false
ă	r	e	-	true
ă	r	e	a	true
ă	r	e	c	true
ă	r	e	g	true
ă	r	e	i	true
ă	r	e	l	true
ă	r	e	m	true
ă	r	e	n	true
ă	r	e	r	true
ă	r	e	s	true
ă	r	e	t	true
ă	r	e	u	true
ă	r	e	z	true
ă	r	e	ș	true
ă	r	e	ț	true
ă	r	f	a	false
ă	r	f	i	false
ă	r	f	u	false
ă	r	g	a	false
ă	r	g	e	false
ă	r	g	h	false
ă	r	g	i	false
ă	r	g	u	false
ă	r	g	â	false
ă	r	g	ă	false
ă	r	h	a	false
ă	r	h	ă	false
ă	r	i	-	false
ă	r	i	-	true
ă	r	i	a	true
ă	r	i	c	true
ă	r	i	d	true
ă	r	i	e	true
ă	r	i	i	false
ă	r	i	i	true
ă	r	i	l	true
ă	r	i	m	true
ă	r	i	n	false
ă	r	i	n	true
ă	r	i	o	true
ă	r	i	r	true
ă	r	i	s	true
ă	r	i	t	true
ă	r	i	u	true
ă	r	i	ș	true
ă	r	i	ț	true
ă	r	l	â	false
ă	r	m	-	false
ă	r	m	a	false
ă	r	m	i	false
ă	r	m	u	false
ă	r	m	ă	false
ă	r	m	ă	true
ă	r	n	a	false
ă	r	n	e	false
ă	r	n	i	false
ă	r	n	o	false
ă	r	n	u	false
ă	r	n	â	false
ă	r	n	ă	false
ă	r	o	a	true
ă	r	o	i	true
ă	r	o	m	true
ă	r	o	n	true
ă	r	o	r	true
ă	r	o	s	true
ă	r	o	t	true
ă	r	o	ș	true
ă	r	p	a	false
ă	r	p	i	false
ă	r	p	ă	false
ă	r	s	-	false
ă	r	s	a	false
ă	r	s	e	false
ă	r	s	â	false
ă	r	s	ă	false
ă	r	t	a	false
ă	r	t	e	false
ă	r	t	i	false
ă	r	t	o	false
ă	r	t	u	false
ă	r	t	â	false
ă	r	t	ă	false
ă	r	u	-	true
ă	r	u	c	true
ă	r	u	i	true
ă	r	u	l	true
ă	r	u	n	true
ă	r	u	r	true
ă	r	u	s	true
ă	r	u	t	true
ă	r	u	ș	true
ă	r	u	ț	true
ă	r	v	u	false
ă	r	v	ă	false
ă	r	z	a	false
ă	r	z	i	false
ă	r	z	o	false
ă	r	z	u	false
ă	r	z	ă	false
ă	r	â	i	true
ă	r	â	m	true
ă	r	â	n	true
ă	r	â	r	true
ă	r	â	s	true
ă	r	â	t	true
ă	r	â	ș	true
ă	r	â	ț	true
ă	r	î	-	true
ă	r	ă	-	true
ă	r	ă	b	true
ă	r	ă	c	true
ă	r	ă	d	true
ă	r	ă	f	true
ă	r	ă	g	true
ă	r	ă	i	true
ă	r	ă	l	true
ă	r	ă	m	true
ă	r	ă	n	true
ă	r	ă	p	true
ă	r	ă	r	true
ă	r	ă	s	true
ă	r	ă	t	true
ă	r	ă	u	true
ă	r	ă	v	true
ă	r	ă	z	true
ă	r	ă	ș	true
ă	r	ă	ț	true
ă	r	ș	e	false
ă	r	ș	n	false
ă	r	ș	u	false
ă	r	ș	ă	false
ă	r	ț	-	false
ă	r	ț	a	false
ă	r	ț	e	false
ă	r	ț	i	false
ă	r	ț	o	false
ă	r	ț	u	false
ă	r	ț	â	false
ă	r	ț	ă	false
ă	s	-	-	false
ă	s	a	-	true
ă	s	a	d	true
ă	s	a	i	true
ă	s	a	l	false
ă	s	a	l	true
ă	s	a	m	true
ă	s	a	n	true
ă	s	a	r	true
ă	s	a	s	true
ă	s	a	t	true
ă	s	a	u	true
ă	s	a	z	true
ă	s	a	ș	true
ă	s	a	ț	true
ă	s	c	-	false
ă	s	c	a	false
ă	s	c	e	false
ă	s	c	i	false
ă	s	c	l	false
ă	s	c	o	false
ă	s	c	r	false
ă	s	c	u	false
ă	s	c	â	false
ă	s	c	ă	false
ă	s	c	ă	true
ă	s	e	a	true
ă	s	e	i	true
ă	s	e	l	true
ă	s	e	n	true
ă	s	e	p	true
ă	s	e	s	true
ă	s	e	ș	true
ă	s	f	a	false
ă	s	f	e	false
ă	s	f	i	false
ă	s	f	o	false
ă	s	f	r	false
ă	s	f	u	false
ă	s	f	ă	false
ă	s	i	-	false
ă	s	i	-	true
ă	s	i	c	true
ă	s	i	i	true
ă	s	i	l	true
ă	s	i	m	true
ă	s	i	n	true
ă	s	i	r	true
ă	s	i	s	true
ă	s	i	t	true
ă	s	i	ș	true
ă	s	i	ț	true
ă	s	l	a	false
ă	s	l	e	false
ă	s	l	i	false
ă	s	l	u	false
ă	s	m	u	false
ă	s	m	ă	false
ă	s	n	a	false
ă	s	n	e	false
ă	s	n	i	false
ă	s	n	ă	false
ă	s	o	a	true
ă	s	o	c	true
ă	s	o	i	true
ă	s	o	r	true
ă	s	o	s	true
ă	s	o	ș	true
ă	s	p	a	false
ă	s	p	i	false
ă	s	p	l	false
ă	s	p	o	false
ă	s	p	r	false
ă	s	p	r	true
ă	s	p	u	false
ă	s	p	â	false
ă	s	p	ă	false
ă	s	t	-	false
ă	s	t	a	false
ă	s	t	e	false
ă	s	t	e	true
ă	s	t	i	false
ă	s	t	o	false
ă	s	t	r	false
ă	s	t	r	true
ă	s	t	u	false
ă	s	t	â	false
ă	s	t	ă	false
ă	s	u	-	true
ă	s	u	c	true
ă	s	u	f	true
ă	s	u	i	true
ă	s	u	l	true
ă	s	u	n	true
ă	s	u	r	true
ă	s	u	s	true
ă	s	u	t	true
ă	s	u	ș	true
ă	s	u	ț	true
ă	s	z	i	false
ă	s	â	n	true
ă	s	î	n	false
ă	s	î	n	true
ă	s	ă	-	true
ă	s	ă	d	true
ă	s	ă	i	true
ă	s	ă	l	true
ă	s	ă	m	true
ă	s	ă	p	true
ă	s	ă	r	true
ă	s	ă	t	true
ă	s	ă	u	true
ă	s	ș	t	false
ă	t	-	-	false
ă	t	a	-	true
ă	t	a	f	true
ă	t	a	i	true
ă	t	a	l	true
ă	t	a	m	true
ă	t	a	n	true
ă	t	a	r	true
ă	t	a	s	true
ă	t	a	t	true
ă	t	a	u	true
ă	t	a	ș	true
ă	t	a	ț	true
ă	t	c	i	false
ă	t	c	ă	false
ă	t	c	ă	true
ă	t	e	-	true
ă	t	e	a	true
ă	t	e	j	true
ă	t	e	l	true
ă	t	e	n	true
ă	t	e	s	true
ă	t	e	z	true
ă	t	e	ș	true
ă	t	f	r	false
ă	t	i	-	false
ă	t	i	-	true
ă	t	i	a	true
ă	t	i	b	true
ă	t	i	c	true
ă	t	i	e	true
ă	t	i	i	true
ă	t	i	m	true
ă	t	i	n	true
ă	t	i	r	true
ă	t	i	s	true
ă	t	i	t	true
ă	t	i	ș	true
ă	t	i	ț	true
ă	t	l	a	true
ă	t	l	o	false
ă	t	l	ă	true
ă	t	m	â	false
ă	t	m	ă	false
ă	t	n	i	false
ă	t	o	a	true
ă	t	o	g	true
ă	t	o	i	true
ă	t	o	n	true
ă	t	o	r	true
ă	t	o	s	true
ă	t	o	t	true
ă	t	o	ș	true
ă	t	r	a	true
ă	t	r	e	true
ă	t	r	i	true
ă	t	r	u	true
ă	t	r	â	true
ă	t	r	ă	true
ă	t	u	-	true
ă	t	u	c	true
ă	t	u	f	true
ă	t	u	i	true
ă	t	u	l	true
ă	t	u	n	true
ă	t	u	r	true
ă	t	u	s	true
ă	t	u	t	true
ă	t	u	ș	true
ă	t	u	ț	true
ă	t	â	i	true
ă	t	â	n	true
ă	t	ă	-	true
ă	t	ă	c	true
ă	t	ă	f	true
ă	t	ă	h	true
ă	t	ă	i	true
ă	t	ă	l	true
ă	t	ă	m	true
ă	t	ă	n	true
ă	t	ă	r	true
ă	t	ă	s	true
ă	t	ă	t	true
ă	t	ă	u	true
ă	t	ă	ș	true
ă	t	ă	ț	true
ă	u	-	-	false
ă	u	-	-	true
ă	u	a	-	true
ă	u	a	n	true
ă	u	a	t	true
ă	u	a	ș	true
ă	u	a	ț	true
ă	u	b	i	true
ă	u	c	-	true
ă	u	c	e	false
ă	u	c	e	true
ă	u	c	i	false
ă	u	c	i	true
ă	u	c	u	true
ă	u	c	ă	true
ă	u	d	a	true
ă	u	d	e	true
ă	u	d	â	true
ă	u	d	ă	true
ă	u	f	ă	false
ă	u	g	-	true
ă	u	g	a	true
ă	u	g	e	true
ă	u	g	i	true
ă	u	g	â	true
ă	u	g	ă	true
ă	u	i	-	true
ă	u	i	a	false
ă	u	i	a	true
ă	u	i	e	false
ă	u	i	e	true
ă	u	i	i	true
ă	u	i	m	true
ă	u	i	n	true
ă	u	i	r	true
ă	u	i	s	true
ă	u	i	t	false
ă	u	i	t	true
ă	u	i	ș	true
ă	u	i	ț	false
ă	u	i	ț	true
ă	u	l	-	true
ă	u	l	a	true
ă	u	l	e	false
ă	u	l	e	true
ă	u	l	i	true
ă	u	l	u	true
ă	u	l	â	true
ă	u	l	ă	true
ă	u	n	-	true
ă	u	n	a	false
ă	u	n	a	true
ă	u	n	c	true
ă	u	n	d	true
ă	u	n	e	false
ă	u	n	e	true
ă	u	n	i	false
ă	u	n	i	true
ă	u	n	o	true
ă	u	n	t	true
ă	u	n	u	true
ă	u	n	z	true
ă	u	n	â	false
ă	u	n	â	true
ă	u	n	ă	false
ă	u	n	ă	true
ă	u	n	ț	false
ă	u	n	ț	true
ă	u	r	a	false
ă	u	r	a	true
ă	u	r	e	false
ă	u	r	e	true
ă	u	r	i	false
ă	u	r	i	true
ă	u	r	o	false
ă	u	r	u	true
ă	u	r	ă	true
ă	u	s	e	true
ă	u	t	-	true
ă	u	t	a	true
ă	u	t	e	true
ă	u	t	i	true
ă	u	t	o	true
ă	u	t	u	true
ă	u	t	â	true
ă	u	t	ă	true
ă	u	v	o	false
ă	u	z	-	true
ă	u	z	a	true
ă	u	z	e	true
ă	u	z	i	true
ă	u	z	u	true
ă	u	z	ă	true
ă	u	ș	-	true
ă	u	ș	e	false
ă	u	ș	e	true
ă	u	ș	i	false
ă	u	ș	i	true
ă	u	ș	u	true
ă	u	ș	ă	true
ă	u	ț	a	true
ă	u	ț	e	true
ă	u	ț	i	true
ă	u	ț	ă	true
ă	v	-	-	false
ă	v	a	-	true
ă	v	a	d	true
ă	v	a	i	true
ă	v	a	l	true
ă	v	a	n	true
ă	v	a	r	true
ă	v	a	t	true
ă	v	a	ș	true
ă	v	e	a	true
ă	v	e	c	true
ă	v	e	d	true
ă	v	e	l	true
ă	v	e	n	true
ă	v	e	r	true
ă	v	e	s	true
ă	v	e	t	true
ă	v	e	z	true
ă	v	e	ș	true
ă	v	e	ț	true
ă	v	i	-	false
ă	v	i	-	true
ă	v	i	a	true
