a01	a12	a23	a34	syl
s	e	l	a	true
s	e	l	b	true
s	e	l	e	false
s	e	l	e	true
s	e	l	f	true
s	e	l	g	true
s	e	l	i	true
s	e	l	n	true
s	e	l	o	true
s	e	l	s	true
s	e	l	u	true
s	e	l	v	true
s	e	l	â	true
s	e	l	ă	true
s	e	m	-	true
s	e	m	a	true
s	e	m	e	true
s	e	m	i	true
s	e	m	n	true
s	e	m	o	true
s	e	m	p	true
s	e	m	u	true
s	e	m	â	true
s	e	m	ă	true
s	e	n	-	true
s	e	n	a	true
s	e	n	c	true
s	e	n	e	true
s	e	n	i	true
s	e	n	o	true
s	e	n	s	true
s	e	n	t	true
s	e	n	u	true
s	e	n	z	true
s	e	n	â	true
s	e	n	ă	true
s	e	n	ț	true
s	e	o	d	true
s	e	o	l	true
s	e	o	r	true
s	e	p	a	true
s	e	p	e	true
s	e	p	i	true
s	e	p	s	true
s	e	p	t	true
s	e	p	u	true
s	e	q	u	true
s	e	r	-	true
s	e	r	a	true
s	e	r	b	true
s	e	r	c	true
s	e	r	d	false
s	e	r	d	true
s	e	r	e	true
s	e	r	g	true
s	e	r	h	true
s	e	r	i	true
s	e	r	j	true
s	e	r	m	true
s	e	r	n	true
s	e	r	o	true
s	e	r	p	true
s	e	r	t	true
s	e	r	u	true
s	e	r	v	false
s	e	r	v	true
s	e	r	â	true
s	e	r	ă	false
s	e	r	ă	true
s	e	r	ț	true
s	e	s	a	true
s	e	s	c	true
s	e	s	e	false
s	e	s	e	true
s	e	s	i	true
s	e	s	o	true
s	e	s	t	false
s	e	s	t	true
s	e	t	-	true
s	e	t	a	true
s	e	t	b	true
s	e	t	c	true
s	e	t	e	true
s	e	t	i	true
s	e	t	o	true
s	e	t	r	true
s	e	t	u	false
s	e	t	u	true
s	e	t	â	true
s	e	t	ă	true
s	e	u	-	true
s	e	u	d	false
s	e	u	l	false
s	e	u	l	true
s	e	u	o	false
s	e	u	r	false
s	e	u	r	true
s	e	v	a	true
s	e	v	e	true
s	e	v	i	true
s	e	v	r	true
s	e	v	ă	true
s	e	x	-	true
s	e	x	a	true
s	e	x	e	true
s	e	x	o	true
s	e	x	t	true
s	e	x	u	true
s	e	x	y	true
s	e	z	-	true
s	e	z	a	true
s	e	z	e	true
s	e	z	i	true
s	e	z	o	true
s	e	z	ă	true
s	e	ș	i	false
s	e	ș	i	true
s	e	ș	t	true
s	e	ț	-	true
s	e	ț	a	true
s	e	ț	e	true
s	e	ț	i	true
s	e	ț	u	true
s	e	ț	â	true
s	e	ț	ă	true
s	f	a	c	false
s	f	a	c	true
s	f	a	d	true
s	f	a	g	false
s	f	a	g	true
s	f	a	l	false
s	f	a	l	true
s	f	a	n	true
s	f	a	r	true
s	f	a	t	false
s	f	a	t	true
s	f	a	z	false
s	f	a	ș	false
s	f	a	ț	false
s	f	a	ț	true
s	f	e	c	true
s	f	e	m	false
s	f	e	n	false
s	f	e	n	true
s	f	e	r	false
s	f	e	r	true
s	f	e	s	false
s	f	e	t	false
s	f	e	t	true
s	f	e	z	true
s	f	e	ș	false
s	f	e	ș	true
s	f	e	ț	false
s	f	i	a	false
s	f	i	a	true
s	f	i	c	true
s	f	i	d	false
s	f	i	d	true
s	f	i	e	false
s	f	i	e	true
s	f	i	g	false
s	f	i	g	true
s	f	i	i	false
s	f	i	i	true
s	f	i	l	false
s	f	i	n	false
s	f	i	n	true
s	f	i	o	true
s	f	i	r	false
s	f	i	r	true
s	f	i	t	false
s	f	i	t	true
s	f	i	x	false
s	f	i	z	false
s	f	i	ț	false
s	f	o	a	false
s	f	o	a	true
s	f	o	c	false
s	f	o	d	false
s	f	o	i	false
s	f	o	i	true
s	f	o	l	false
s	f	o	n	false
s	f	o	r	false
s	f	o	r	true
s	f	r	a	true
s	f	r	e	true
s	f	r	i	true
s	f	r	u	false
s	f	r	u	true
s	f	r	â	false
s	f	r	â	true
s	f	u	g	false
s	f	u	m	true
s	f	u	n	false
s	f	u	r	false
s	f	u	z	false
s	f	u	z	true
s	f	â	n	true
s	f	â	r	false
s	f	â	r	true
s	f	â	ș	true
s	f	ă	-	false
s	f	ă	c	false
s	f	ă	d	true
s	f	ă	n	true
s	f	ă	r	true
s	f	ă	t	false
s	f	ă	t	true
s	f	ă	ș	false
s	f	ă	ț	false
s	g	-	-	false
s	g	a	-	false
s	g	a	r	false
s	g	e	-	false
s	g	e	i	false
s	g	e	l	false
s	g	e	n	false
s	g	i	-	false
s	g	i	c	false
s	g	i	i	false
s	g	i	l	false
s	g	r	a	false
s	g	r	a	true
s	g	r	e	false
s	g	r	e	true
s	g	u	l	false
s	g	ă	-	false
s	h	a	k	true
s	h	a	m	true
s	h	a	r	true
s	h	a	t	true
s	h	i	d	true
s	h	m	a	false
s	h	o	w	true
s	h	u	m	false
s	h	u	m	true
s	h	ă	m	true
s	i	-	-	false
s	i	-	-	true
s	i	a	-	false
s	i	a	-	true
s	i	a	c	true
s	i	a	d	true
s	i	a	i	false
s	i	a	i	true
s	i	a	j	true
s	i	a	l	true
s	i	a	m	false
s	i	a	m	true
s	i	a	n	true
s	i	a	r	false
s	i	a	r	true
s	i	a	s	false
s	i	a	s	true
s	i	a	t	false
s	i	a	t	true
s	i	a	u	false
s	i	a	u	true
s	i	a	z	false
s	i	a	z	true
s	i	a	ș	false
s	i	a	ș	true
s	i	a	ț	false
s	i	a	ț	true
s	i	b	a	true
s	i	b	e	true
s	i	b	i	true
s	i	c	-	true
s	i	c	a	true
s	i	c	e	true
s	i	c	h	true
s	i	c	i	true
s	i	c	o	true
s	i	c	r	true
s	i	c	t	true
s	i	c	u	true
s	i	c	â	true
s	i	c	ă	true
s	i	d	-	true
s	i	d	a	true
s	i	d	e	true
s	i	d	i	true
s	i	d	r	true
s	i	d	u	true
s	i	d	ă	true
s	i	e	-	false
s	i	e	-	true
s	i	e	i	false
s	i	e	i	true
s	i	e	l	true
s	i	e	m	false
s	i	e	m	true
s	i	e	n	true
s	i	e	p	true
s	i	e	r	false
s	i	e	r	true
s	i	e	s	true
s	i	e	t	true
s	i	e	z	false
s	i	e	z	true
s	i	e	ș	true
s	i	f	-	true
s	i	f	a	true
s	i	f	e	true
s	i	f	i	true
s	i	f	l	true
s	i	f	o	true
s	i	f	u	true
s	i	g	-	true
s	i	g	a	true
s	i	g	e	true
s	i	g	h	true
s	i	g	i	true
s	i	g	l	true
s	i	g	m	true
s	i	g	n	true
s	i	g	r	true
s	i	g	u	true
s	i	g	â	true
s	i	g	ă	true
s	i	h	a	false
s	i	h	a	true
s	i	h	i	false
s	i	h	i	true
s	i	h	l	true
s	i	h	o	false
s	i	h	o	true
s	i	h	r	false
s	i	h	ă	true
s	i	i	-	false
s	i	i	-	true
s	i	i	b	true
s	i	i	i	true
s	i	i	l	false
s	i	i	l	true
s	i	i	n	false
s	i	i	n	true
s	i	l	-	true
s	i	l	a	true
s	i	l	c	true
s	i	l	e	true
s	i	l	f	true
s	i	l	h	true
s	i	l	i	true
s	i	l	l	true
s	i	l	m	true
s	i	l	n	true
s	i	l	o	false
s	i	l	o	true
s	i	l	u	true
s	i	l	v	true
s	i	l	ă	true
s	i	m	-	true
s	i	m	a	true
s	i	m	b	true
s	i	m	e	true
s	i	m	f	true
s	i	m	i	true
s	i	m	o	true
s	i	m	p	true
s	i	m	t	true
s	i	m	u	true
s	i	m	ă	true
s	i	m	ț	true
s	i	n	-	true
s	i	n	a	false
s	i	n	a	true
s	i	n	c	true
s	i	n	d	true
s	i	n	e	false
s	i	n	e	true
s	i	n	f	true
s	i	n	g	true
s	i	n	i	true
s	i	n	o	true
s	i	n	s	true
s	i	n	t	true
s	i	n	u	true
s	i	n	â	true
s	i	n	ă	false
s	i	n	ă	true
s	i	n	ț	true
s	i	o	a	true
s	i	o	b	true
s	i	o	g	true
s	i	o	i	true
s	i	o	l	true
s	i	o	m	true
s	i	o	n	true
s	i	o	p	true
s	i	o	r	true
s	i	o	s	true
s	i	o	t	true
s	i	o	z	true
s	i	o	ș	true
s	i	p	-	true
s	i	p	a	true
s	i	p	e	true
s	i	p	i	true
s	i	p	o	true
s	i	p	u	true
s	i	p	â	true
s	i	p	ă	true
s	i	r	-	true
s	i	r	e	true
s	i	r	f	true
s	i	r	i	true
s	i	r	l	true
s	i	r	m	true
s	i	r	o	true
s	i	r	t	true
s	i	r	u	true
s	i	r	ă	true
s	i	s	-	true
s	i	s	a	true
s	i	s	e	true
s	i	s	i	true
s	i	s	m	true
s	i	s	o	true
s	i	s	t	true
s	i	s	u	true
s	i	s	â	true
s	i	s	ă	true
s	i	s	ț	true
s	i	t	-	false
s	i	t	-	true
s	i	t	a	false
s	i	t	a	true
s	i	t	e	true
s	i	t	i	true
s	i	t	o	true
s	i	t	u	false
s	i	t	u	true
s	i	t	â	true
s	i	t	ă	true
s	i	u	-	true
s	i	u	l	true
s	i	u	m	true
s	i	u	n	true
s	i	u	r	true
s	i	v	-	true
s	i	v	a	true
s	i	v	e	true
s	i	v	i	true
s	i	v	u	true
s	i	v	ă	true
s	i	x	p	true
s	i	x	t	true
s	i	z	a	true
s	i	z	e	true
s	i	z	i	true
s	i	z	o	true
s	i	z	â	true
s	i	z	ă	true
s	i	ș	-	true
s	i	ș	i	true
s	i	ș	o	true
s	i	ș	t	true
s	i	ș	u	true
s	i	ț	a	true
s	i	ț	e	true
s	i	ț	i	true
s	i	ț	o	true
s	i	ț	ă	true
s	j	u	n	false
s	k	a	-	false
s	k	a	r	true
s	k	e	r	false
s	k	i	a	true
s	k	i	e	true
s	k	l	e	true
s	l	a	-	false
s	l	a	b	true
s	l	a	d	true
s	l	a	g	false
s	l	a	i	false
s	l	a	i	true
s	l	a	l	false
s	l	a	l	true
s	l	a	m	false
s	l	a	n	false
s	l	a	n	true
s	l	a	p	true
s	l	a	r	false
s	l	a	s	false
s	l	a	t	false
s	l	a	t	true
s	l	a	u	false
s	l	a	v	false
s	l	a	v	true
s	l	a	z	false
s	l	a	z	true
s	l	a	ș	false
s	l	a	ț	false
s	l	a	ț	true
s	l	e	-	false
s	l	e	-	true
s	l	e	a	false
s	l	e	a	true
s	l	e	i	false
s	l	e	i	true
s	l	e	l	false
s	l	e	l	true
s	l	e	s	false
s	l	e	x	false
s	l	e	z	false
s	l	e	ș	false
s	l	i	-	false
s	l	i	b	true
s	l	i	i	false
s	l	i	l	true
s	l	i	m	false
s	l	i	m	true
s	l	i	n	false
s	l	i	n	true
s	l	i	p	true
s	l	i	r	false
s	l	i	s	false
s	l	i	t	false
s	l	i	t	true
s	l	i	ș	false
s	l	i	ț	false
s	l	o	a	false
s	l	o	b	true
s	l	o	c	false
s	l	o	g	false
s	l	o	g	true
s	l	o	i	true
s	l	o	m	true
s	l	o	n	true
s	l	o	p	false
s	l	o	p	true
s	l	o	r	true
s	l	o	s	false
s	l	o	v	false
s	l	o	v	true
s	l	o	ș	false
s	l	u	-	false
s	l	u	c	false
s	l	u	g	true
s	l	u	i	false
s	l	u	i	true
s	l	u	j	true
s	l	u	l	false
s	l	u	m	true
s	l	u	n	false
s	l	u	p	true
s	l	u	r	false
s	l	u	t	true
s	l	u	ș	false
s	l	u	ț	false
s	l	u	ț	true
s	l	â	c	false
s	l	â	n	false
s	l	ă	-	false
s	l	ă	b	true
s	l	ă	d	true
s	l	ă	m	false
s	l	ă	n	true
s	l	ă	r	false
s	l	ă	t	true
s	l	ă	v	false
s	l	ă	v	true
s	m	-	-	false
s	m	a	-	false
s	m	a	c	true
s	m	a	g	false
s	m	a	i	false
s	m	a	l	false
s	m	a	l	true
s	m	a	m	false
s	m	a	n	false
s	m	a	r	false
s	m	a	r	true
s	m	a	s	false
s	m	a	t	false
s	m	a	u	false
s	m	a	ș	false
s	m	a	ț	false
s	m	e	-	false
s	m	e	a	false
s	m	e	a	true
s	m	e	c	false
s	m	e	c	true
s	m	e	d	false
s	m	e	d	true
s	m	e	i	false
s	m	e	l	false
s	m	e	n	false
s	m	e	r	false
s	m	e	r	true
s	m	e	t	false
s	m	e	t	true
s	m	e	z	false
s	m	e	z	true
s	m	e	ș	true
s	m	e	ț	false
s	m	i	-	false
s	m	i	a	false
s	m	i	c	false
s	m	i	c	true
s	m	i	d	false
s	m	i	d	true
s	m	i	e	false
s	m	i	g	false
s	m	i	g	true
s	m	i	i	false
s	m	i	n	false
s	m	i	n	true
s	m	i	o	true
s	m	i	r	false
s	m	i	r	true
s	m	i	s	false
s	m	i	s	true
s	m	i	t	false
s	m	i	t	true
s	m	i	u	false
s	m	i	ș	false
s	m	i	ț	false
s	m	l	e	false
s	m	n	e	false
s	m	o	a	false
s	m	o	a	true
s	m	o	b	false
s	m	o	c	false
s	m	o	c	true
s	m	o	d	false
s	m	o	e	false
s	m	o	f	false
s	m	o	g	false
s	m	o	g	true
s	m	o	l	false
s	m	o	l	true
s	m	o	m	false
s	m	o	m	true
s	m	o	n	false
s	m	o	p	false
s	m	o	r	false
s	m	o	r	true
s	m	o	s	false
s	m	o	t	false
s	m	o	t	true
s	m	o	v	false
s	m	o	z	false
s	m	r	e	true
s	m	u	c	true
s	m	u	i	false
s	m	u	l	false
s	m	u	l	true
s	m	u	r	false
s	m	u	s	false
s	m	u	t	false
s	m	u	ț	false
s	m	â	n	false
s	m	â	n	true
s	m	â	r	true
s	m	ă	-	false
s	m	ă	g	false
s	m	ă	l	false
s	m	ă	l	true
s	m	ă	m	false
s	m	ă	r	false
s	n	a	-	false
s	n	a	f	false
s	n	a	i	false
s	n	a	i	true
s	n	a	m	true
s	n	a	r	false
s	n	a	t	false
s	n	a	ț	false
s	n	e	-	false
s	n	e	a	false
s	n	e	i	false
s	n	e	l	false
s	n	e	n	false
s	n	e	s	false
s	n	e	t	false
s	n	e	ș	false
s	n	i	-	false
s	n	i	a	false
s	n	i	c	false
s	n	i	i	false
s	n	i	m	false
s	n	i	n	false
s	n	i	r	false
s	n	i	s	false
s	n	i	t	false
s	n	i	ș	false
s	n	i	ț	false
s	n	o	a	true
s	n	o	b	true
s	n	o	p	true
s	n	o	v	false
s	n	u	m	false
s	n	ă	-	false
s	n	ă	i	false
s	o	-	-	true
s	o	a	c	true
s	o	a	d	true
s	o	a	g	true
s	o	a	i	true
s	o	a	l	true
s	o	a	n	true
s	o	a	p	true
s	o	a	r	true
s	o	a	s	false
s	o	a	s	true
s	o	a	v	true
s	o	a	ș	false
s	o	a	ț	true
s	o	b	a	true
s	o	b	e	true
s	o	b	i	true
s	o	b	o	true
s	o	b	r	true
s	o	b	u	true
s	o	b	ă	true
s	o	c	-	true
s	o	c	a	true
s	o	c	e	false
s	o	c	e	true
s	o	c	h	true
s	o	c	i	true
s	o	c	l	true
s	o	c	o	true
s	o	c	r	true
s	o	c	u	true
s	o	d	-	true
s	o	d	a	true
s	o	d	e	true
s	o	d	i	false
s	o	d	i	true
s	o	d	o	true
s	o	d	u	true
s	o	d	ă	true
s	o	f	a	true
s	o	f	e	true
s	o	f	i	true
s	o	f	o	false
s	o	f	o	true
s	o	f	r	true
s	o	f	t	true
s	o	g	a	true
s	o	g	e	true
s	o	g	i	true
s	o	g	l	true
s	o	g	r	true
s	o	h	a	true
s	o	h	i	true
s	o	h	o	true
s	o	i	-	true
s	o	i	a	true
s	o	i	d	true
s	o	i	e	true
s	o	i	i	true
s	o	i	l	true
s	o	i	m	true
s	o	i	n	true
s	o	i	o	true
s	o	i	r	true
s	o	i	s	true
s	o	i	t	true
s	o	i	u	true
s	o	i	z	true
s	o	i	ș	true
s	o	i	ț	true
s	o	l	-	true
s	o	l	a	true
s	o	l	b	true
s	o	l	d	true
s	o	l	e	true
s	o	l	f	true
s	o	l	i	true
s	o	l	l	true
s	o	l	m	true
s	o	l	n	true
s	o	l	o	true
s	o	l	s	true
s	o	l	u	true
s	o	l	v	true
s	o	l	z	true
s	o	l	â	true
s	o	l	ă	true
s	o	m	a	true
s	o	m	b	true
s	o	m	e	true
s	o	m	i	true
s	o	m	m	true
s	o	m	n	true
s	o	m	o	true
s	o	m	p	true
s	o	m	â	true
s	o	m	ă	true
s	o	n	-	true
s	o	n	a	true
s	o	n	d	true
s	o	n	e	true
s	o	n	i	false
s	o	n	i	true
s	o	n	o	true
s	o	n	u	true
s	o	n	â	true
s	o	n	ă	true
s	o	p	-	true
s	o	p	a	true
s	o	p	e	true
s	o	p	i	true
s	o	p	l	true
s	o	p	o	true
s	o	p	r	true
s	o	p	t	true
s	o	p	u	true
s	o	r	-	true
s	o	r	a	true
s	o	r	b	true
s	o	r	c	true
s	o	r	d	true
s	o	r	e	true
s	o	r	g	true
s	o	r	i	false
s	o	r	i	true
s	o	r	m	true
s	o	r	n	true
s	o	r	o	true
s	o	r	t	true
s	o	r	u	true
s	o	r	â	true
s	o	r	î	true
s	o	r	ă	true
s	o	r	ț	true
s	o	s	-	true
s	o	s	c	true
s	o	s	e	true
s	o	s	i	true
s	o	s	m	false
s	o	s	m	true
s	o	s	t	true
s	o	s	u	true
s	o	t	a	true
s	o	t	d	true
s	o	t	e	true
s	o	t	n	true
s	o	t	â	true
s	o	t	ă	true
s	o	u	-	true
s	o	u	l	true
s	o	u	r	true
s	o	v	-	true
s	o	v	e	true
s	o	v	h	true
s	o	v	i	true
s	o	v	o	true
s	o	v	p	true
s	o	v	u	true
s	o	v	â	true
s	o	z	i	true
s	o	ș	i	true
s	o	ț	-	true
s	o	ț	e	true
s	o	ț	i	true
s	o	ț	u	true
s	p	-	-	false
s	p	a	-	false
s	p	a	c	false
s	p	a	d	false
s	p	a	d	true
s	p	a	g	true
s	p	a	h	true
s	p	a	i	false
s	p	a	i	true
s	p	a	l	true
s	p	a	m	false
s	p	a	n	false
s	p	a	n	true
s	p	a	p	false
s	p	a	r	false
s	p	a	r	true
s	p	a	s	false
s	p	a	s	true
s	p	a	t	false
s	p	a	t	true
s	p	a	u	false
s	p	a	v	true
s	p	a	ș	false
s	p	a	ț	false
s	p	a	ț	true
s	p	e	-	false
s	p	e	a	false
s	p	e	c	false
s	p	e	c	true
s	p	e	d	false
s	p	e	i	false
s	p	e	j	false
s	p	e	l	false
s	p	e	l	true
s	p	e	n	false
s	p	e	n	true
s	p	e	o	false
s	p	e	o	true
s	p	e	p	false
s	p	e	r	false
s	p	e	r	true
s	p	e	s	false
s	p	e	t	false
s	p	e	t	true
s	p	e	z	false
s	p	e	z	true
s	p	e	ș	false
s	p	e	ț	false
s	p	e	ț	true
s	p	i	-	false
s	p	i	c	false
s	p	i	c	true
s	p	i	d	false
s	p	i	d	true
s	p	i	e	false
s	p	i	i	false
s	p	i	l	false
s	p	i	l	true
s	p	i	m	false
s	p	i	n	false
s	p	i	n	true
s	p	i	o	true
s	p	i	r	false
s	p	i	r	true
s	p	i	s	false
s	p	i	t	false
s	p	i	t	true
s	p	i	z	false
s	p	i	ș	false
s	p	i	ț	false
s	p	i	ț	true
s	p	l	a	false
s	p	l	a	true
s	p	l	e	false
s	p	l	e	true
s	p	l	i	false
s	p	l	i	true
s	p	l	ă	false
s	p	n	e	false
s	p	o	a	false
s	p	o	c	false
s	p	o	d	false
s	p	o	d	true
s	p	o	i	false
s	p	o	i	true
s	p	o	l	false
s	p	o	l	true
s	p	o	m	false
s	p	o	n	false
s	p	o	n	true
s	p	o	p	false
s	p	o	r	false
s	p	o	r	true
s	p	o	t	false
s	p	o	t	true
s	p	o	v	false
s	p	o	v	true
s	p	o	z	false
s	p	o	ț	false
s	p	r	a	false
s	p	r	a	true
s	p	r	e	false
s	p	r	e	true
s	p	r	i	false
s	p	r	i	true
s	p	r	o	false
s	p	r	o	true
s	p	r	u	false
s	p	r	â	true
s	p	r	ă	false
s	p	u	i	false
s	p	u	i	true
s	p	u	l	false
s	p	u	l	true
s	p	u	m	false
s	p	u	m	true
s	p	u	n	false
s	p	u	n	true
s	p	u	r	true
s	p	u	s	false
s	p	u	s	true
s	p	u	t	false
s	p	u	t	true
s	p	u	z	true
s	p	u	ș	false
s	p	u	ș	true
s	p	u	ț	false
s	p	â	n	false
s	p	â	n	true
s	p	â	r	true
s	p	ă	-	false
s	p	ă	d	false
s	p	ă	g	false
s	p	ă	i	false
s	p	ă	i	true
s	p	ă	l	false
s	p	ă	l	true
s	p	ă	m	false
s	p	ă	n	true
s	p	ă	r	false
s	p	ă	r	true
s	p	ă	s	true
s	p	ă	t	false
s	p	ă	t	true
s	p	ă	ș	false
s	p	ă	ș	true
s	p	ă	ț	false
s	r	a	m	false
s	r	i	t	false
s	r	o	m	false
s	r	t	a	false
s	r	u	p	false
s	s	-	-	false
s	s	a	c	false
s	s	a	h	false
s	s	a	i	false
s	s	a	l	false
s	s	a	n	false
s	s	e	x	false
s	s	i	-	false
s	s	i	a	false
s	s	i	b	false
s	s	i	m	false
s	s	i	o	false
s	s	m	e	false
s	s	o	-	false
s	s	o	u	false
s	s	t	-	true
s	s	u	b	false
s	s	u	d	false
s	s	u	l	false
s	s	u	m	false
s	t	-	-	false
s	t	-	-	true
s	t	a	-	false
s	t	a	-	true
s	t	a	b	false
s	t	a	b	true
s	t	a	c	false
s	t	a	c	true
s	t	a	d	false
s	t	a	d	true
s	t	a	f	true
s	t	a	g	false
s	t	a	g	true
s	t	a	i	false
s	t	a	i	true
s	t	a	j	false
s	t	a	l	false
s	t	a	l	true
s	t	a	m	false
s	t	a	m	true
s	t	a	n	false
s	t	a	n	true
s	t	a	p	false
s	t	a	r	false
s	t	a	r	true
s	t	a	s	false
s	t	a	s	true
s	t	a	t	false
s	t	a	t	true
s	t	a	u	false
s	t	a	u	true
s	t	a	v	false
s	t	a	v	true
s	t	a	x	false
s	t	a	x	true
s	t	a	z	false
s	t	a	z	true
s	t	a	ș	false
s	t	a	ș	true
s	t	a	ț	false
s	t	a	ț	true
s	t	b	a	false
s	t	b	e	false
s	t	c	a	false
s	t	c	o	false
s	t	c	u	false
s	t	d	a	false
s	t	d	i	false
s	t	e	-	false
s	t	e	-	true
s	t	e	a	false
s	t	e	a	true
s	t	e	b	true
s	t	e	c	false
s	t	e	c	true
s	t	e	d	true
s	t	e	e	false
s	t	e	f	false
s	t	e	f	true
s	t	e	g	false
s	t	e	g	true
s	t	e	i	false
s	t	e	i	true
s	t	e	j	true
s	t	e	l	false
s	t	e	l	true
s	t	e	m	false
s	t	e	m	true
s	t	e	n	false
s	t	e	n	true
s	t	e	o	false
s	t	e	o	true
s	t	e	p	false
s	t	e	p	true
s	t	e	r	false
s	t	e	r	true
s	t	e	s	false
s	t	e	s	true
s	t	e	t	false
s	t	e	t	true
s	t	e	u	false
s	t	e	u	true
s	t	e	x	false
s	t	e	z	false
s	t	e	z	true
s	t	e	ș	false
s	t	e	ș	true
s	t	e	ț	false
s	t	e	ț	true
s	t	f	a	false
s	t	f	e	false
s	t	g	e	false
s	t	g	l	false
s	t	i	-	false
s	t	i	-	true
s	t	i	a	false
s	t	i	b	false
s	t	i	b	true
s	t	i	c	false
s	t	i	c	true
s	t	i	d	false
s	t	i	e	false
s	t	i	f	false
s	t	i	f	true
s	t	i	g	false
s	t	i	g	true
s	t	i	h	false
s	t	i	h	true
s	t	i	i	false
s	t	i	i	true
s	t	i	l	false
s	t	i	l	true
s	t	i	m	false
s	t	i	m	true
s	t	i	n	false
s	t	i	n	true
s	t	i	o	false
s	t	i	p	true
s	t	i	r	false
s	t	i	r	true
s	t	i	s	false
s	t	i	s	true
s	t	i	t	false
s	t	i	t	true
s	t	i	u	false
s	t	i	u	true
s	t	i	v	false
s	t	i	v	true
s	t	i	ș	false
s	t	i	ș	true
s	t	i	ț	false
s	t	i	ț	true
s	t	l	e	false
s	t	l	i	false
s	t	l	u	false
s	t	m	-	false
s	t	m	a	false
s	t	m	e	false
s	t	m	i	false
s	t	m	o	false
s	t	m	u	false
s	t	m	ă	false
s	t	n	a	false
s	t	n	i	false
s	t	n	i	true
s	t	n	o	false
s	t	o	-	false
s	t	o	a	false
s	t	o	a	true
s	t	o	b	false
s	t	o	b	true
s	t	o	c	false
s	t	o	c	true
s	t	o	d	false
s	t	o	f	false
s	t	o	f	true
s	t	o	g	false
s	t	o	g	true
s	t	o	i	false
s	t	o	i	true
s	t	o	l	false
s	t	o	l	true
s	t	o	m	false
s	t	o	m	true
s	t	o	n	false
s	t	o	p	false
s	t	o	p	true
s	t	o	r	false
s	t	o	r	true
s	t	o	s	false
s	t	o	s	true
s	t	o	t	false
s	t	o	t	true
s	t	o	u	false
s	t	o	v	false
s	t	o	v	true
s	t	o	z	false
s	t	o	ș	false
s	t	p	a	false
s	t	p	o	false
s	t	p	r	false
s	t	p	u	false
s	t	r	a	false
s	t	r	a	true
s	t	r	e	false
s	t	r	e	true
s	t	r	i	false
s	t	r	i	true
s	t	r	o	false
s	t	r	o	true
s	t	r	u	false
s	t	r	u	true
s	t	r	â	false
s	t	r	â	true
s	t	r	ă	false
s	t	r	ă	true
s	t	s	c	false
s	t	s	i	false
s	t	s	o	false
s	t	t	o	false
s	t	t	r	false
s	t	u	a	false
s	t	u	c	true
s	t	u	d	true
s	t	u	f	false
s	t	u	f	true
s	t	u	h	true
s	t	u	i	false
s	t	u	l	false
s	t	u	l	true
s	t	u	m	false
s	t	u	n	false
s	t	u	o	false
s	t	u	p	false
s	t	u	p	true
s	t	u	r	false
s	t	u	r	true
s	t	u	s	false
s	t	u	ț	false
s	t	v	e	false
s	t	y	r	true
s	t	â	c	false
s	t	â	l	true
s	t	â	m	false
s	t	â	m	true
s	t	â	n	false
s	t	â	n	true
s	t	â	r	false
s	t	â	r	true
s	t	ă	-	false
s	t	ă	-	true
s	t	ă	a	false
s	t	ă	c	false
s	t	ă	i	false
s	t	ă	l	false
s	t	ă	l	true
s	t	ă	m	false
s	t	ă	m	true
s	t	ă	n	false
s	t	ă	n	true
s	t	ă	p	false
s	t	ă	p	true
s	t	ă	r	false
s	t	ă	r	true
s	t	ă	s	false
s	t	ă	t	false
s	t	ă	t	true
s	t	ă	u	false
s	t	ă	u	true
s	t	ă	v	false
s	t	ă	v	true
s	t	ă	z	false
s	t	ă	ș	false
s	t	ă	ț	false
s	t	ș	c	false
s	u	-	-	true
s	u	a	d	true
s	u	a	j	true
s	u	a	l	true
s	u	a	r	true
s	u	a	s	true
s	u	a	v	true
s	u	b	-	true
s	u	b	a	true
s	u	b	c	true
s	u	b	d	true
s	u	b	e	true
s	u	b	f	true
s	u	b	g	true
s	u	b	i	true
s	u	b	j	true
s	u	b	l	true
s	u	b	m	true
s	u	b	n	true
s	u	b	o	true
s	u	b	p	true
s	u	b	r	true
s	u	b	s	true
s	u	b	t	true
s	u	b	u	true
s	u	b	v	true
s	u	b	z	true
s	u	b	î	true
s	u	b	ș	true
s	u	b	ț	true
s	u	c	-	true
s	u	c	a	true
s	u	c	c	true
s	u	c	e	true
s	u	c	i	true
s	u	c	o	true
s	u	c	u	true
s	u	c	â	true
s	u	c	ă	true
s	u	c	ț	true
s	u	d	-	true
s	u	d	a	true
s	u	d	c	true
s	u	d	d	true
s	u	d	e	true
s	u	d	i	true
s	u	d	o	true
s	u	d	u	true
s	u	d	v	true
s	u	d	â	true
s	u	d	ă	true
s	u	e	d	true
s	u	e	t	true
s	u	e	ț	true
s	u	f	e	true
s	u	f	i	true
s	u	f	l	true
s	u	f	o	true
s	u	f	r	true
s	u	f	u	true
s	u	f	ă	true
s	u	g	-	true
s	u	g	a	true
s	u	g	e	true
s	u	g	h	true
s	u	g	i	true
s	u	g	r	true
s	u	g	u	true
s	u	g	â	true
s	u	g	ă	true
s	u	h	a	true
s	u	h	ă	true
s	u	i	-	true
s	u	i	a	true
s	u	i	c	true
s	u	i	d	true
s	u	i	e	true
s	u	i	f	true
s	u	i	g	true
s	u	i	i	true
s	u	i	m	true
s	u	i	n	true
s	u	i	o	true
s	u	i	r	true
s	u	i	s	true
s	u	i	t	true
s	u	i	ș	true
