b21	b10	a01	a12	a23	syl
t	ă	t	ă	i	true
t	ă	t	ă	n	true
t	ă	t	ă	r	true
t	ă	t	ă	t	true
t	ă	u	-	-	false
t	ă	u	i	-	true
t	ă	u	i	a	true
t	ă	u	i	e	true
t	ă	u	i	i	true
t	ă	u	i	m	true
t	ă	u	i	n	true
t	ă	u	i	r	true
t	ă	u	i	s	true
t	ă	u	i	t	true
t	ă	u	i	ș	true
t	ă	u	i	ț	true
t	ă	u	l	-	true
t	ă	u	l	u	true
t	ă	u	n	-	true
t	ă	u	n	i	true
t	ă	u	n	u	true
t	ă	u	r	a	false
t	ă	u	r	e	false
t	ă	u	r	i	true
t	ă	u	z	-	true
t	ă	u	z	e	true
t	ă	u	z	u	true
t	ă	u	ș	-	true
t	ă	u	ș	e	false
t	ă	u	ș	e	true
t	ă	u	ș	i	false
t	ă	u	ș	i	true
t	ă	u	ș	u	true
t	ă	u	ș	ă	true
t	ă	v	a	-	true
t	ă	v	a	l	true
t	ă	v	a	r	true
t	ă	v	e	a	true
t	ă	v	e	r	true
t	ă	v	e	s	true
t	ă	v	e	ș	true
t	ă	v	i	-	false
t	ă	v	i	-	true
t	ă	v	i	i	true
t	ă	v	i	l	true
t	ă	v	i	m	true
t	ă	v	i	n	true
t	ă	v	i	o	true
t	ă	v	i	r	true
t	ă	v	i	s	true
t	ă	v	i	t	true
t	ă	v	i	ș	true
t	ă	v	i	ț	true
t	ă	v	o	a	true
t	ă	v	ă	l	true
t	ă	v	ă	r	true
t	ă	z	i	-	false
t	ă	z	l	ă	false
t	ă	ș	-	-	false
t	ă	ș	a	n	true
t	ă	ș	c	u	false
t	ă	ș	e	-	true
t	ă	ș	e	a	true
t	ă	ș	e	i	true
t	ă	ș	e	l	true
t	ă	ș	e	s	true
t	ă	ș	e	ș	true
t	ă	ș	i	-	true
t	ă	ș	i	a	true
t	ă	ș	i	e	true
t	ă	ș	i	i	true
t	ă	ș	i	m	true
t	ă	ș	i	n	true
t	ă	ș	i	r	true
t	ă	ș	i	s	true
t	ă	ș	i	t	true
t	ă	ș	i	ș	true
t	ă	ș	i	ț	true
t	ă	ș	o	a	true
t	ă	ș	t	i	false
t	ă	ș	u	l	true
t	ă	ț	e	a	true
t	ă	ț	e	i	true
t	ă	ț	e	l	true
t	ă	ț	e	n	true
t	ă	ț	e	s	true
t	ă	ț	e	ș	true
t	ă	ț	i	-	false
t	ă	ț	i	-	true
t	ă	ț	i	a	true
t	ă	ț	i	d	true
t	ă	ț	i	e	true
t	ă	ț	i	i	true
t	ă	ț	i	l	true
t	ă	ț	i	m	true
t	ă	ț	i	n	true
t	ă	ț	i	r	true
t	ă	ț	i	s	true
t	ă	ț	i	t	true
t	ă	ț	i	ș	true
t	ă	ț	i	ț	true
t	ă	ț	u	i	true
t	ș	c	o	l	false
t	ș	t	i	u	false
t	ț	i	g	a	false
u	a	b	a	i	true
u	a	b	i	l	true
u	a	c	-	-	false
u	a	c	a	-	true
u	a	c	a	i	true
u	a	c	a	m	true
u	a	c	a	r	true
u	a	c	a	s	true
u	a	c	a	t	true
u	a	c	a	u	true
u	a	c	a	ș	true
u	a	c	a	ț	true
u	a	c	e	r	true
u	a	c	h	e	true
u	a	c	i	u	true
u	a	c	r	e	true
u	a	c	u	l	true
u	a	c	u	r	true
u	a	c	â	n	true
u	a	c	ă	-	true
u	a	c	ă	m	true
u	a	d	a	-	true
u	a	d	a	i	true
u	a	d	a	m	true
u	a	d	a	r	true
u	a	d	a	s	true
u	a	d	a	t	true
u	a	d	a	u	true
u	a	d	a	ș	true
u	a	d	a	ț	true
u	a	d	e	a	true
u	a	d	e	z	true
u	a	d	o	r	true
u	a	d	r	i	true
u	a	d	r	o	true
u	a	d	â	n	true
u	a	d	ă	-	true
u	a	d	ă	m	true
u	a	g	a	-	true
u	a	g	a	u	true
u	a	g	e	n	true
u	a	i	-	-	false
u	a	i	-	-	true
u	a	j	-	-	false
u	a	j	e	-	true
u	a	j	e	l	true
u	a	j	u	l	true
u	a	k	e	r	true
u	a	l	-	-	false
u	a	l	-	-	true
u	a	l	a	-	true
u	a	l	e	-	true
u	a	l	e	a	true
u	a	l	e	i	true
u	a	l	e	l	true
u	a	l	e	s	true
u	a	l	e	ș	true
u	a	l	i	-	false
u	a	l	i	c	true
u	a	l	i	i	true
u	a	l	i	l	true
u	a	l	i	s	true
u	a	l	i	t	true
u	a	l	i	z	true
u	a	l	i	ș	true
u	a	l	i	ț	true
u	a	l	m	e	false
u	a	l	o	-	true
u	a	l	u	l	true
u	a	l	u	m	true
u	a	l	u	r	true
u	a	l	ă	-	true
u	a	m	-	-	false
u	a	m	a	-	true
u	a	m	a	i	true
u	a	m	a	m	true
u	a	m	a	r	true
u	a	m	a	s	true
u	a	m	a	t	true
u	a	m	a	u	true
u	a	m	a	ș	true
u	a	m	a	ț	true
u	a	m	e	-	true
u	a	m	e	a	true
u	a	m	e	i	true
u	a	m	e	l	true
u	a	m	e	z	true
u	a	m	o	a	true
u	a	m	o	s	true
u	a	m	o	ș	true
u	a	m	u	n	true
u	a	m	â	n	true
u	a	m	ă	-	true
u	a	m	ă	m	true
u	a	m	ă	r	true
u	a	n	-	-	false
u	a	n	a	-	true
u	a	n	a	c	true
u	a	n	c	a	false
u	a	n	c	e	false
u	a	n	c	ă	false
u	a	n	d	e	false
u	a	n	d	r	false
u	a	n	e	-	true
u	a	n	e	a	true
u	a	n	e	i	true
u	a	n	e	l	true
u	a	n	e	s	true
u	a	n	e	ș	true
u	a	n	i	-	false
u	a	n	i	a	true
u	a	n	i	d	true
u	a	n	i	e	true
u	a	n	i	i	true
u	a	n	i	l	true
u	a	n	i	n	true
u	a	n	i	s	true
u	a	n	o	-	true
u	a	n	o	d	true
u	a	n	o	u	true
u	a	n	t	-	false
u	a	n	t	a	false
u	a	n	t	e	false
u	a	n	t	i	false
u	a	n	t	o	false
u	a	n	t	u	false
u	a	n	t	ă	false
u	a	n	u	l	true
u	a	n	ă	-	true
u	a	n	ț	a	false
u	a	n	ț	e	false
u	a	n	ț	i	false
u	a	n	ț	â	false
u	a	n	ț	ă	false
u	a	p	ă	m	true
u	a	r	-	-	false
u	a	r	a	-	true
u	a	r	a	n	true
u	a	r	c	-	false
u	a	r	c	u	false
u	a	r	d	-	false
u	a	r	d	u	false
u	a	r	e	-	true
u	a	r	e	a	true
u	a	r	e	g	true
u	a	r	e	i	true
u	a	r	e	l	true
u	a	r	h	i	false
u	a	r	i	-	false
u	a	r	i	a	true
u	a	r	i	e	true
u	a	r	i	i	true
u	a	r	i	l	true
u	a	r	t	a	false
u	a	r	t	e	false
u	a	r	t	ă	false
u	a	r	u	l	true
u	a	r	u	r	true
u	a	r	z	i	false
u	a	r	ă	-	true
u	a	r	ă	m	true
u	a	r	ă	ț	true
u	a	r	ț	-	false
u	a	r	ț	i	false
u	a	r	ț	o	false
u	a	r	ț	u	false
u	a	s	a	g	true
u	a	s	a	r	true
u	a	s	e	-	true
u	a	s	e	m	true
u	a	s	e	r	true
u	a	s	e	ș	true
u	a	s	i	u	true
u	a	s	i	v	true
u	a	s	m	-	false
u	a	s	m	e	false
u	a	s	m	u	false
u	a	t	-	-	false
u	a	t	a	-	true
u	a	t	e	-	true
u	a	t	e	i	true
u	a	t	e	l	true
u	a	t	e	m	true
u	a	t	e	r	true
u	a	t	i	c	true
u	a	t	i	v	true
u	a	t	o	a	true
u	a	t	o	r	true
u	a	t	t	r	false
u	a	t	u	l	true
u	a	t	u	r	true
u	a	t	ă	-	true
u	a	u	-	-	false
u	a	u	-	-	true
u	a	v	-	-	false
u	a	v	e	-	true
u	a	v	i	-	false
u	a	v	i	i	true
u	a	v	i	l	true
u	a	v	i	t	true
u	a	v	o	i	true
u	a	v	u	l	true
u	a	v	ă	-	true
u	a	y	a	n	true
u	a	y	e	n	true
u	a	z	i	l	true
u	a	ș	-	-	false
u	a	ș	a	-	true
u	a	ș	e	-	true
u	a	ș	e	i	true
u	a	ș	e	l	true
u	a	ș	i	-	false
u	a	ș	i	i	true
u	a	ș	i	l	true
u	a	ș	u	l	true
u	a	ș	ă	-	true
u	a	ț	i	-	false
u	a	ț	i	a	true
u	a	ț	i	e	true
u	a	ț	i	i	true
u	a	ț	i	l	true
u	a	ț	i	o	true
u	b	a	-	-	false
u	b	a	c	-	false
u	b	a	c	u	false
u	b	a	c	v	false
u	b	a	c	v	true
u	b	a	d	u	false
u	b	a	g	e	false
u	b	a	i	-	false
u	b	a	i	a	false
u	b	a	i	e	false
u	b	a	j	-	false
u	b	a	j	e	false
u	b	a	j	u	false
u	b	a	l	-	false
u	b	a	l	i	false
u	b	a	l	i	true
u	b	a	l	p	false
u	b	a	l	p	true
u	b	a	l	t	false
u	b	a	l	t	true
u	b	a	l	u	false
u	b	a	m	-	false
u	b	a	m	e	false
u	b	a	n	a	false
u	b	a	n	e	false
u	b	a	n	s	false
u	b	a	n	s	true
u	b	a	n	t	false
u	b	a	n	ț	false
u	b	a	p	r	false
u	b	a	p	r	true
u	b	a	r	-	false
u	b	a	r	b	false
u	b	a	r	b	true
u	b	a	r	e	false
u	b	a	r	e	true
u	b	a	r	i	false
u	b	a	r	m	false
u	b	a	r	m	true
u	b	a	r	u	false
u	b	a	r	ă	false
u	b	a	s	-	false
u	b	a	s	e	false
u	b	a	s	m	false
u	b	a	s	u	false
u	b	a	t	-	false
u	b	a	t	e	false
u	b	a	t	i	false
u	b	a	t	o	false
u	b	a	t	o	true
u	b	a	t	u	false
u	b	a	t	ă	false
u	b	a	u	-	false
u	b	a	v	-	false
u	b	a	v	e	false
u	b	a	v	i	false
u	b	a	v	ă	false
u	b	a	ș	-	false
u	b	a	ș	a	false
u	b	a	ș	e	false
u	b	a	ș	i	false
u	b	a	ș	u	false
u	b	a	ș	ă	false
u	b	a	ț	i	false
u	b	b	a	r	true
u	b	c	a	p	true
u	b	c	a	r	true
u	b	c	a	t	true
u	b	c	e	l	true
u	b	c	h	i	true
u	b	c	l	a	true
u	b	c	o	m	true
u	b	c	o	n	true
u	b	c	o	r	true
u	b	c	u	l	true
u	b	c	u	t	true
u	b	d	e	z	true
u	b	d	i	a	true
u	b	d	i	m	true
u	b	d	i	r	true
u	b	d	i	s	true
u	b	d	i	v	true
u	b	d	o	m	true
u	b	d	o	z	true
u	b	e	-	-	false
u	b	e	a	-	false
u	b	e	a	i	false
u	b	e	a	l	false
u	b	e	a	m	false
u	b	e	a	s	false
u	b	e	a	u	false
u	b	e	a	z	false
u	b	e	a	ț	false
u	b	e	b	-	false
u	b	e	b	i	false
u	b	e	b	u	false
u	b	e	c	u	false
u	b	e	d	e	false
u	b	e	d	i	false
u	b	e	f	i	false
u	b	e	i	-	false
u	b	e	i	a	false
u	b	e	i	c	false
u	b	e	i	e	false
u	b	e	i	i	false
u	b	e	i	l	false
u	b	e	i	u	false
u	b	e	l	-	false
u	b	e	l	a	false
u	b	e	l	e	false
u	b	e	l	i	false
u	b	e	l	n	false
u	b	e	l	o	false
u	b	e	l	u	false
u	b	e	l	ă	false
u	b	e	n	e	false
u	b	e	n	i	false
u	b	e	o	l	false
u	b	e	r	-	false
u	b	e	r	a	false
u	b	e	r	c	false
u	b	e	r	e	false
u	b	e	r	i	false
u	b	e	r	n	false
u	b	e	r	o	false
u	b	e	r	t	false
u	b	e	r	u	false
u	b	e	r	â	false
u	b	e	r	ă	false
u	b	e	s	c	false
u	b	e	s	t	false
u	b	e	s	t	true
u	b	e	t	a	false
u	b	e	t	a	true
u	b	e	t	e	false
u	b	e	t	ă	false
u	b	e	u	-	false
u	b	e	u	l	false
u	b	e	v	a	false
u	b	e	v	a	true
u	b	e	x	p	false
u	b	e	x	p	true
u	b	e	z	-	false
u	b	e	z	e	false
u	b	e	z	i	false
u	b	e	ș	t	false
u	b	e	ț	-	false
u	b	e	ț	e	false
u	b	e	ț	i	false
u	b	e	ț	u	false
u	b	f	a	m	true
u	b	f	e	b	true
u	b	f	i	l	true
u	b	f	u	r	true
u	b	g	e	n	true
u	b	g	r	i	true
u	b	g	r	u	true
u	b	i	-	-	false
u	b	i	a	-	false
u	b	i	a	c	false
u	b	i	a	l	false
u	b	i	a	n	false
u	b	i	c	-	false
u	b	i	c	e	false
u	b	i	c	h	false
u	b	i	c	i	false
u	b	i	c	o	false
u	b	i	c	t	false
u	b	i	c	t	true
u	b	i	c	u	false
u	b	i	c	v	false
u	b	i	c	ă	false
u	b	i	d	i	false
u	b	i	e	c	false
u	b	i	e	c	true
u	b	i	e	l	false
u	b	i	e	n	false
u	b	i	e	r	false
u	b	i	e	u	false
u	b	i	f	l	false
u	b	i	f	o	false
u	b	i	g	i	false
u	b	i	i	-	false
u	b	i	i	l	false
u	b	i	l	-	false
u	b	i	l	a	false
u	b	i	l	e	false
u	b	i	l	i	false
u	b	i	l	o	false
u	b	i	l	â	false
u	b	i	l	ă	false
u	b	i	m	-	false
u	b	i	n	-	false
u	b	i	n	a	false
u	b	i	n	d	false
u	b	i	n	e	false
u	b	i	n	g	false
u	b	i	n	i	false
u	b	i	n	o	false
u	b	i	n	s	false
u	b	i	n	t	false
u	b	i	n	t	true
u	b	i	n	u	false
u	b	i	n	v	false
u	b	i	n	ă	false
u	b	i	o	a	false
u	b	i	o	s	false
u	b	i	o	ș	false
u	b	i	r	e	false
u	b	i	r	i	false
u	b	i	r	ă	false
u	b	i	s	-	false
u	b	i	s	e	false
u	b	i	s	m	false
u	b	i	s	t	false
u	b	i	s	u	false
u	b	i	t	-	false
u	b	i	t	a	false
u	b	i	t	e	false
u	b	i	t	o	false
u	b	i	t	u	false
u	b	i	t	â	false
u	b	i	t	ă	false
u	b	i	u	-	false
u	b	i	u	l	false
u	b	i	ș	i	false
u	b	i	ș	t	false
u	b	i	ț	a	false
u	b	i	ț	e	false
u	b	i	ț	i	false
u	b	i	ț	ă	false
u	b	j	e	c	true
u	b	j	o	n	true
u	b	j	u	g	true
u	b	l	a	-	false
u	b	l	a	i	false
u	b	l	a	j	false
u	b	l	a	m	false
u	b	l	a	r	false
u	b	l	a	s	false
u	b	l	a	t	false
u	b	l	a	u	false
u	b	l	a	ș	false
u	b	l	a	ț	false
u	b	l	e	-	false
u	b	l	e	a	false
u	b	l	e	i	false
u	b	l	e	j	false
u	b	l	e	l	false
u	b	l	e	r	false
u	b	l	e	t	false
u	b	l	e	u	false
u	b	l	e	z	false
u	b	l	i	-	false
u	b	l	i	c	false
u	b	l	i	d	false
u	b	l	i	m	false
u	b	l	i	n	false
u	b	l	i	s	false
u	b	l	i	t	false
u	b	l	i	ț	false
u	b	l	o	a	false
u	b	l	o	c	false
u	b	l	o	n	false
u	b	l	o	r	false
u	b	l	o	u	false
u	b	l	u	-	false
u	b	l	u	d	false
u	b	l	u	n	false
u	b	l	u	r	false
u	b	l	u	s	false
u	b	l	u	x	false
u	b	l	â	n	false
u	b	l	ă	-	false
u	b	l	ă	m	false
u	b	l	ă	r	false
u	b	m	a	m	true
u	b	m	a	n	true
u	b	m	a	r	true
u	b	m	e	d	true
u	b	m	e	r	true
u	b	m	i	c	true
u	b	m	i	l	true
u	b	m	i	n	true
u	b	m	o	n	true
u	b	m	u	l	true
u	b	n	o	r	true
u	b	n	u	c	true
u	b	n	u	t	true
u	b	o	a	i	false
u	b	o	a	n	false
u	b	o	a	s	false
u	b	o	f	i	false
u	b	o	f	i	true
u	b	o	i	-	false
u	b	o	i	d	false
u	b	o	i	u	false
u	b	o	i	z	false
u	b	o	m	a	false
u	b	o	n	-	false
u	b	o	n	i	false
u	b	o	n	u	false
u	b	o	r	b	false
u	b	o	r	b	true
u	b	o	r	d	false
u	b	o	r	d	true
u	b	o	r	i	false
u	b	o	s	-	false
u	b	o	t	a	false
u	b	o	t	e	false
u	b	o	t	ă	false
u	b	o	ș	i	false
u	b	o	ț	e	false
u	b	o	ț	i	false
u	b	p	a	r	true
u	b	p	o	l	true
u	b	p	o	n	true
u	b	p	o	p	true
u	b	p	r	e	true
u	b	p	r	o	true
u	b	p	ă	m	true
u	b	r	a	-	false
u	b	r	a	i	false
u	b	r	a	m	false
u	b	r	a	n	false
u	b	r	a	r	false
u	b	r	a	s	false
u	b	r	a	t	false
u	b	r	a	u	false
u	b	r	a	ș	false
u	b	r	a	ț	false
u	b	r	e	-	false
u	b	r	e	a	false
u	b	r	e	d	false
u	b	r	e	g	false
u	b	r	e	t	false
u	b	r	e	z	false
u	b	r	i	-	false
u	b	r	i	c	false
u	b	r	i	d	false
u	b	r	i	f	false
u	b	r	i	i	false
u	b	r	i	t	false
u	b	r	i	u	false
u	b	r	i	z	false
u	b	r	o	g	false
u	b	r	u	-	false
u	b	r	u	b	false
u	b	r	â	n	false
u	b	r	ă	-	false
u	b	r	ă	c	false
u	b	r	ă	m	false
u	b	s	c	r	true
u	b	s	e	c	true
u	b	s	e	m	true
u	b	s	i	d	true
u	b	s	i	s	true
u	b	s	o	l	true
u	b	s	o	n	true
u	b	s	p	e	true
u	b	s	t	a	true
u	b	s	t	i	true
u	b	s	t	r	true
u	b	s	u	m	true
u	b	s	u	o	true
u	b	t	-	-	false
u	b	t	a	n	true
u	b	t	e	m	true
u	b	t	e	n	true
u	b	t	e	r	true
u	b	t	e	x	true
u	b	t	i	l	true
u	b	t	i	t	true
u	b	t	o	n	true
u	b	t	r	a	true
u	b	t	r	o	true
u	b	t	u	l	true
u	b	t	u	r	true
u	b	u	c	-	false
u	b	u	c	a	false
u	b	u	c	c	false
u	b	u	c	i	false
u	b	u	c	u	false
u	b	u	c	ă	false
u	b	u	i	-	false
u	b	u	i	a	false
u	b	u	i	e	false
u	b	u	i	i	false
u	b	u	i	m	false
u	b	u	i	n	false
u	b	u	i	r	false
u	b	u	i	s	false
u	b	u	i	t	false
u	b	u	i	ș	false
u	b	u	i	ț	false
u	b	u	l	-	false
u	b	u	l	a	false
u	b	u	l	e	false
u	b	u	l	i	false
u	b	u	l	u	false
u	b	u	m	a	false
u	b	u	n	i	false
u	b	u	n	i	true
u	b	u	r	b	false
u	b	u	r	b	true
u	b	u	r	i	false
u	b	u	r	l	false
u	b	u	r	o	false
u	b	u	r	s	false
u	b	u	r	u	false
u	b	u	r	ș	false
u	b	u	ș	o	false
u	b	v	e	n	true
u	b	v	e	r	true
u	b	v	u	l	true
u	b	z	i	d	true
u	b	z	i	s	true
u	b	z	o	n	true
u	b	â	n	d	false
u	b	î	m	p	false
u	b	î	m	p	true
u	b	î	n	c	false
u	b	î	n	c	true
u	b	î	n	t	false
u	b	î	n	t	true
u	b	î	n	ț	false
u	b	î	n	ț	true
u	b	ă	-	-	false
u	b	ă	i	-	false
u	b	ă	i	i	false
u	b	ă	i	l	false
u	b	ă	l	a	false
u	b	ă	m	-	false
u	b	ă	n	e	false
u	b	ă	r	-	false
u	b	ă	r	a	false
u	b	ă	r	e	false
u	b	ă	r	i	false
u	b	ă	r	u	false
u	b	ă	ț	-	false
u	b	ș	e	f	true
u	b	ț	i	a	true
u	b	ț	i	e	true
u	b	ț	i	i	true
u	b	ț	i	r	true
u	c	a	-	-	false
u	c	a	b	i	false
u	c	a	d	e	false
u	c	a	i	-	false
u	c	a	j	-	false
u	c	a	j	e	false
u	c	a	j	u	false
u	c	a	l	-	false
u	c	a	l	a	false
u	c	a	l	e	false
u	c	a	l	i	false
u	c	a	l	u	false
u	c	a	l	ă	false
u	c	a	m	-	false
u	c	a	n	-	false
u	c	a	n	a	false
u	c	a	n	e	false
u	c	a	n	i	false
u	c	a	n	u	false
u	c	a	n	ă	false
u	c	a	p	i	false
u	c	a	r	-	false
u	c	a	r	e	false
u	c	a	r	i	false
u	c	a	r	m	true
u	c	a	r	n	false
u	c	a	r	u	false
u	c	a	r	ă	false
u	c	a	s	e	false
u	c	a	t	-	false
u	c	a	t	a	false
u	c	a	t	e	false
u	c	a	t	i	false
u	c	a	t	o	false
u	c	a	t	u	false
u	c	a	t	ă	false
u	c	a	u	-	false
u	c	a	v	a	false
u	c	a	z	-	false
u	c	a	z	i	false
u	c	a	z	u	false
u	c	a	ș	-	false
u	c	a	ș	e	false
u	c	a	ș	i	false
u	c	a	ș	u	false
u	c	a	ș	ă	false
u	c	a	ț	i	false
u	c	b	a	ș	true
u	c	b	ă	ș	true
u	c	c	a	-	true
u	c	c	e	a	true
u	c	c	e	d	true
u	c	c	e	s	true
u	c	c	e	z	true
u	c	c	i	-	true
u	c	c	i	f	true
u	c	c	i	i	true
u	c	c	i	n	true
u	c	c	i	u	true
u	c	e	-	-	false
u	c	e	a	-	false
u	c	e	a	f	false
u	c	e	a	g	false
u	c	e	a	i	false
u	c	e	a	l	false
u	c	e	a	m	false
u	c	e	a	n	false
u	c	e	a	p	false
u	c	e	a	s	false
u	c	e	a	u	false
u	c	e	a	v	false
u	c	e	a	ț	false
u	c	e	d	-	false
u	c	e	d	e	false
u	c	e	d	ă	false
u	c	e	e	-	false
u	c	e	e	l	false
u	c	e	f	a	false
u	c	e	f	e	false
u	c	e	g	a	false
u	c	e	g	ă	false
u	c	e	i	-	false
u	c	e	i	i	false
u	c	e	i	l	false
u	c	e	l	-	false
u	c	e	l	a	false
u	c	e	l	e	false
u	c	e	l	i	false
u	c	e	l	o	false
u	c	e	l	u	false
u	c	e	l	â	false
u	c	e	l	ă	false
u	c	e	m	-	false
u	c	e	m	i	false
u	c	e	n	c	false
u	c	e	n	e	false
u	c	e	n	i	false
u	c	e	n	t	false
u	c	e	r	-	false
u	c	e	r	e	false
u	c	e	r	i	false
u	c	e	r	n	false
u	c	e	r	u	false
u	c	e	s	a	false
u	c	e	s	c	false
u	c	e	s	e	false
u	c	e	s	ă	false
u	c	e	t	-	false
u	c	e	t	a	false
u	c	e	t	e	false
u	c	e	t	u	false
u	c	e	t	ă	false
u	c	e	u	-	false
u	c	e	u	l	false
u	c	e	v	e	false
u	c	e	z	e	false
u	c	e	z	i	false
u	c	e	ș	t	false
u	c	e	ț	i	false
u	c	h	e	-	false
u	c	h	e	a	false
u	c	h	e	d	false
u	c	h	e	i	false
u	c	h	e	l	false
u	c	h	e	m	false
u	c	h	e	r	false
u	c	h	e	t	false
u	c	h	e	u	false
u	c	h	e	z	false
u	c	h	e	ț	false
u	c	h	i	-	false
u	c	h	i	a	false
u	c	h	i	e	false
u	c	h	i	i	false
u	c	h	i	l	false
u	c	h	i	n	false
u	c	h	i	o	false
u	c	h	i	p	false
u	c	h	i	r	false
u	c	h	i	s	false
u	c	h	i	u	false
u	c	h	i	ț	false
u	c	i	-	-	false
u	c	i	a	-	false
u	c	i	a	d	false
u	c	i	a	l	false
u	c	i	a	n	false
u	c	i	a	r	false
u	c	i	a	t	false
u	c	i	a	ț	false
u	c	i	c	-	false
u	c	i	c	i	false
u	c	i	c	o	false
u	c	i	c	u	false
u	c	i	d	-	false
u	c	i	d	a	false
u	c	i	d	e	false
u	c	i	d	i	false
u	c	i	d	o	false
u	c	i	d	u	false
u	c	i	d	â	false
u	c	i	d	ă	false
u	c	i	e	-	false
u	c	i	e	i	false
u	c	i	e	r	false
u	c	i	f	e	false
u	c	i	f	i	false
u	c	i	f	l	false
u	c	i	f	o	false
u	c	i	f	u	false
u	c	i	g	a	false
u	c	i	g	â	false
u	c	i	g	ă	false
u	c	i	i	-	false
u	c	i	i	d	false
u	c	i	i	l	false
u	c	i	l	a	false
u	c	i	l	e	false
u	c	i	l	o	false
u	c	i	l	ă	false
u	c	i	m	-	false
u	c	i	m	i	false
u	c	i	n	-	false
u	c	i	n	a	false
u	c	i	n	d	false
u	c	i	n	e	false
u	c	i	n	i	false
u	c	i	n	o	false
u	c	i	n	u	false
u	c	i	n	â	false
u	c	i	n	ă	false
u	c	i	o	a	false
u	c	i	o	g	false
u	c	i	o	l	false
u	c	i	o	r	false
u	c	i	o	s	false
u	c	i	o	ș	false
u	c	i	p	a	false
u	c	i	r	e	false
u	c	i	r	i	false
u	c	i	r	ă	false
u	c	i	s	-	false
u	c	i	s	e	false
u	c	i	s	m	false
u	c	i	s	t	false
u	c	i	s	u	false
u	c	i	s	ă	false
u	c	i	t	-	false
u	c	i	t	a	false
u	c	i	t	e	false
u	c	i	t	o	false
u	c	i	t	u	false
u	c	i	t	ă	false
u	c	i	u	-	false
u	c	i	u	c	false
u	c	i	u	i	false
u	c	i	u	l	false
u	c	i	u	m	false
u	c	i	u	r	false
u	c	i	v	o	false
u	c	i	z	i	false
u	c	i	ș	-	false
u	c	i	ș	a	false
u	c	i	ș	e	false
u	c	i	ș	i	false
u	c	i	ș	t	false
u	c	i	ș	â	false
u	c	i	ș	ă	false
u	c	i	ț	a	false
u	c	i	ț	e	false
u	c	i	ț	i	false
u	c	i	ț	ă	false
u	c	l	a	-	false
u	c	l	a	i	false
u	c	l	a	j	false
u	c	l	a	m	false
u	c	l	a	r	false
u	c	l	a	s	false
u	c	l	a	t	false
u	c	l	a	u	false
u	c	l	a	z	false
u	c	l	a	ș	false
u	c	l	a	ț	false
u	c	l	e	-	false
u	c	l	e	a	false
u	c	l	e	e	false
u	c	l	e	i	false
u	c	l	e	l	false
u	c	l	e	o	false
u	c	l	e	s	false
u	c	l	e	u	false
u	c	l	e	z	false
u	c	l	e	â	false
u	c	l	e	ă	false
u	c	l	i	d	false
u	c	l	i	i	false
u	c	l	i	u	false
u	c	l	u	c	false
u	c	l	â	n	false
u	c	l	ă	-	false
u	c	l	ă	m	false
u	c	l	ă	r	false
u	c	n	a	-	true
u	c	n	e	-	true
u	c	n	e	a	true
u	c	n	e	i	true
u	c	n	e	l	true
u	c	n	e	s	true
u	c	n	e	ș	true
u	c	n	i	-	true
u	c	n	i	i	true
u	c	n	i	m	true
u	c	n	i	n	true
u	c	n	i	r	true
u	c	n	i	s	true
u	c	n	i	t	true
u	c	n	i	ș	true
u	c	n	i	ț	true
u	c	n	ă	-	true
u	c	o	-	-	false
u	c	o	a	m	false
u	c	o	a	n	false
u	c	o	a	r	false
u	c	o	a	s	false
u	c	o	a	v	false
u	c	o	b	a	false
u	c	o	c	i	false
u	c	o	d	e	false
u	c	o	g	e	false
u	c	o	g	r	false
u	c	o	i	d	false
u	c	o	i	t	false
u	c	o	i	z	false
u	c	o	l	i	false
u	c	o	l	o	false
u	c	o	m	-	false
u	c	o	m	a	false
u	c	o	m	b	false
u	c	o	m	e	false
u	c	o	m	u	false
u	c	o	n	-	false
u	c	o	n	e	false
u	c	o	n	i	false
u	c	o	n	u	false
u	c	o	p	a	false
u	c	o	p	e	false
u	c	o	p	l	false
u	c	o	p	o	false
u	c	o	p	r	false
u	c	o	r	a	false
u	c	o	r	e	false
u	c	o	r	i	false
u	c	o	s	-	false
u	c	o	s	a	false
u	c	o	t	a	false
u	c	o	t	e	false
u	c	o	u	l	false
u	c	o	v	a	false
u	c	o	v	e	false
u	c	o	v	i	false
u	c	o	v	ă	false
u	c	o	x	a	false
u	c	o	z	a	false
u	c	o	z	e	false
u	c	o	z	i	false
u	c	o	z	ă	false
u	c	o	ș	i	false
u	c	r	a	-	false
u	c	r	a	b	false
u	c	r	a	i	false
u	c	r	a	m	false
u	c	r	a	n	false
u	c	r	a	r	false
u	c	r	a	s	false
u	c	r	a	t	false
u	c	r	a	u	false
u	c	r	a	z	false
u	c	r	a	ș	false
u	c	r	a	ț	false
u	c	r	e	-	false
u	c	r	e	a	false
u	c	r	e	l	false
u	c	r	e	z	false
u	c	r	o	n	false
u	c	r	u	-	false
u	c	r	u	l	false
u	c	r	u	r	false
u	c	r	u	ș	false
u	c	r	â	n	false
u	c	r	ă	-	false
u	c	r	ă	m	false
u	c	r	ă	r	false
u	c	r	ă	t	false
u	c	s	a	c	true
u	c	s	i	a	true
u	c	s	i	e	true
u	c	s	i	i	true
u	c	s	i	n	true
u	c	s	ă	u	true
u	c	t	-	-	false
u	c	t	a	-	true
