b32	b21	b10	a01	syl
â	r	d	i	false
â	r	d	n	false
â	r	d	n	true
â	r	d	o	false
â	r	d	u	false
â	r	d	â	false
â	r	d	ă	false
â	r	e	a	false
â	r	e	i	false
â	r	e	l	true
â	r	f	a	false
â	r	f	e	false
â	r	f	i	false
â	r	f	u	false
â	r	f	ă	false
â	r	g	a	false
â	r	g	e	false
â	r	g	h	false
â	r	g	i	false
â	r	g	m	false
â	r	g	o	false
â	r	g	u	false
â	r	g	â	false
â	r	g	ă	false
â	r	i	a	true
â	r	i	c	true
â	r	i	e	true
â	r	i	i	false
â	r	i	i	true
â	r	i	l	true
â	r	i	ș	true
â	r	j	a	false
â	r	j	e	false
â	r	j	i	false
â	r	j	o	false
â	r	j	â	false
â	r	j	ă	false
â	r	l	a	false
â	r	l	e	false
â	r	l	i	false
â	r	l	o	false
â	r	l	u	false
â	r	l	â	false
â	r	l	ă	false
â	r	m	a	false
â	r	m	e	false
â	r	m	i	false
â	r	m	o	false
â	r	m	u	false
â	r	m	â	false
â	r	m	ă	false
â	r	n	a	false
â	r	n	e	false
â	r	n	i	false
â	r	n	o	false
â	r	n	u	false
â	r	n	â	false
â	r	n	ă	false
â	r	p	a	false
â	r	p	e	false
â	r	p	i	false
â	r	p	u	false
â	r	p	ă	false
â	r	r	r	false
â	r	s	a	false
â	r	s	e	false
â	r	s	i	false
â	r	s	o	false
â	r	s	t	false
â	r	s	â	false
â	r	s	ă	false
â	r	t	a	false
â	r	t	e	false
â	r	t	i	false
â	r	t	o	false
â	r	t	u	false
â	r	t	ă	false
â	r	u	c	true
â	r	u	l	false
â	r	u	l	true
â	r	u	r	false
â	r	u	r	true
â	r	v	a	false
â	r	v	u	false
â	r	z	a	false
â	r	z	e	false
â	r	z	i	false
â	r	z	o	false
â	r	z	ă	false
â	r	â	c	true
â	r	â	i	false
â	r	â	i	true
â	r	â	m	false
â	r	â	n	false
â	r	â	r	false
â	r	â	r	true
â	r	â	s	true
â	r	â	t	false
â	r	â	t	true
â	r	â	u	false
â	r	â	ș	false
â	r	â	ș	true
â	r	â	ț	false
â	r	â	ț	true
â	r	ă	i	false
â	r	ă	i	true
â	r	ă	m	false
â	r	ă	s	false
â	r	ă	u	false
â	r	ă	u	true
â	r	ă	ș	false
â	r	ă	ț	false
â	r	ș	a	false
â	r	ș	e	false
â	r	ș	i	false
â	r	ș	o	false
â	r	ș	t	false
â	r	ș	u	false
â	r	ș	â	false
â	r	ș	ă	false
â	r	ț	a	false
â	r	ț	e	false
â	r	ț	i	false
â	r	ț	o	false
â	r	ț	u	false
â	r	ț	â	false
â	r	ț	ă	false
â	s	c	a	false
â	s	c	o	false
â	s	c	u	false
â	s	c	ă	false
â	s	e	i	false
â	s	e	l	true
â	s	e	m	false
â	s	e	r	true
â	s	e	s	true
â	s	e	t	false
â	s	e	t	true
â	s	e	ș	false
â	s	l	a	false
â	s	l	e	false
â	s	l	i	false
â	s	l	o	false
â	s	l	ă	false
â	s	n	e	false
â	s	n	i	false
â	s	o	a	false
â	s	t	â	false
â	s	u	l	false
â	s	u	l	true
â	s	u	r	false
â	s	u	r	true
â	s	â	i	false
â	s	â	i	true
â	t	a	i	false
â	t	a	m	false
â	t	a	n	false
â	t	a	n	true
â	t	a	r	false
â	t	a	r	true
â	t	a	s	true
â	t	a	t	false
â	t	a	t	true
â	t	a	u	false
â	t	a	ș	false
â	t	a	ț	false
â	t	c	a	false
â	t	c	i	false
â	t	c	ă	false
â	t	e	a	false
â	t	e	i	false
â	t	e	l	true
â	t	e	o	true
â	t	e	v	true
â	t	e	ș	false
â	t	i	a	true
â	t	i	c	true
â	t	i	e	true
â	t	i	i	false
â	t	i	i	true
â	t	i	m	false
â	t	i	m	true
â	t	i	o	false
â	t	i	ș	true
â	t	i	ț	true
â	t	l	a	false
â	t	l	e	false
â	t	l	ă	false
â	t	o	a	false
â	t	o	r	false
â	t	o	r	true
â	t	o	s	false
â	t	o	ș	false
â	t	r	a	false
â	t	r	e	false
â	t	r	i	false
â	t	r	u	false
â	t	u	i	false
â	t	u	i	true
â	t	u	l	false
â	t	u	l	true
â	t	u	r	false
â	t	u	r	true
â	t	u	ș	false
â	t	v	a	false
â	t	â	n	false
â	t	ă	m	false
â	t	ă	r	false
â	t	ă	r	true
â	t	ă	v	true
â	u	l	e	false
â	u	l	u	false
â	u	r	a	false
â	u	r	e	false
â	u	r	i	false
â	u	r	â	false
â	u	r	ă	false
â	u	ș	o	false
â	u	ț	e	false
â	u	ț	u	false
â	v	n	a	false
â	v	n	e	false
â	v	n	i	false
â	v	n	ă	false
â	z	a	n	true
â	z	d	o	false
â	z	d	â	false
â	z	e	a	false
â	z	e	i	false
â	z	e	l	true
â	z	e	n	true
â	z	e	s	false
â	z	e	ș	false
â	z	g	o	false
â	z	g	ă	false
â	z	i	e	true
â	z	i	i	false
â	z	i	l	true
â	z	i	m	false
â	z	i	n	false
â	z	i	r	true
â	z	i	s	true
â	z	i	t	false
â	z	i	t	true
â	z	i	u	false
â	z	i	ș	false
â	z	i	ț	false
â	z	n	a	false
â	z	n	e	false
â	z	n	ă	false
â	z	o	a	false
â	z	o	i	false
â	z	o	i	true
â	z	u	l	false
â	z	u	l	true
â	z	u	ț	true
â	z	z	z	false
â	z	â	i	false
â	z	â	i	true
â	z	â	n	false
â	z	ă	r	true
â	z	ă	t	true
â	ș	c	a	false
â	ș	c	i	false
â	ș	c	o	false
â	ș	c	â	false
â	ș	c	ă	false
â	ș	g	r	false
â	ș	i	a	true
â	ș	i	e	true
â	ș	i	i	false
â	ș	i	i	true
â	ș	i	l	true
â	ș	i	n	false
â	ș	i	n	true
â	ș	i	o	true
â	ș	i	ț	true
â	ș	l	e	false
â	ș	m	a	false
â	ș	m	e	false
â	ș	m	u	false
â	ș	m	ă	false
â	ș	n	e	false
â	ș	n	i	false
â	ș	n	o	false
â	ș	t	e	false
â	ș	t	i	false
â	ș	u	l	false
â	ș	u	l	true
â	ș	u	r	false
â	ș	u	r	true
â	ș	â	i	false
â	ș	â	i	true
â	ț	a	c	true
â	ț	a	f	true
â	ț	a	i	false
â	ț	a	m	false
â	ț	a	m	true
â	ț	a	n	false
â	ț	a	n	true
â	ț	a	o	true
â	ț	a	r	true
â	ț	a	s	true
â	ț	a	t	false
â	ț	a	t	true
â	ț	a	u	false
â	ț	a	v	true
â	ț	a	ș	false
â	ț	a	ț	false
â	ț	e	a	false
â	ț	e	i	false
â	ț	e	l	false
â	ț	e	l	true
â	ț	e	n	true
â	ț	e	s	false
â	ț	e	z	false
â	ț	e	z	true
â	ț	e	ș	false
â	ț	i	a	true
â	ț	i	c	true
â	ț	i	i	false
â	ț	i	l	true
â	ț	i	m	false
â	ț	i	n	false
â	ț	i	r	false
â	ț	i	r	true
â	ț	i	s	true
â	ț	i	t	false
â	ț	i	t	true
â	ț	i	v	true
â	ț	i	ș	false
â	ț	i	ș	true
â	ț	i	ț	false
â	ț	o	a	false
â	ț	o	i	false
â	ț	o	i	true
â	ț	o	s	false
â	ț	o	ș	false
â	ț	u	c	false
â	ț	u	c	true
â	ț	u	l	false
â	ț	u	l	true
â	ț	â	i	false
â	ț	â	i	true
â	ț	â	n	false
â	ț	â	n	true
â	ț	ă	m	false
â	ț	ă	r	false
â	ț	ă	r	true
â	ț	ă	t	true
î	m	b	a	false
î	m	b	e	false
î	m	b	i	false
î	m	b	l	false
î	m	b	o	false
î	m	b	r	false
î	m	b	u	false
î	m	b	â	false
î	m	b	ă	false
î	m	p	a	false
î	m	p	e	false
î	m	p	i	false
î	m	p	l	false
î	m	p	o	false
î	m	p	r	false
î	m	p	u	false
î	m	p	â	false
î	m	p	ă	false
î	n	a	d	true
î	n	a	i	false
î	n	a	l	false
î	n	a	m	true
î	n	a	p	true
î	n	a	r	false
î	n	a	r	true
î	n	a	u	true
î	n	a	v	true
î	n	c	a	false
î	n	c	e	false
î	n	c	h	false
î	n	c	i	false
î	n	c	l	false
î	n	c	o	false
î	n	c	r	false
î	n	c	u	false
î	n	c	â	false
î	n	c	ă	false
î	n	d	a	false
î	n	d	e	false
î	n	d	i	false
î	n	d	o	false
î	n	d	r	false
î	n	d	u	false
î	n	d	â	false
î	n	d	ă	false
î	n	e	a	false
î	n	e	c	false
î	n	e	c	true
î	n	f	a	false
î	n	f	e	false
î	n	f	i	false
î	n	f	l	false
î	n	f	o	false
î	n	f	r	false
î	n	f	u	false
î	n	f	ă	false
î	n	g	a	false
î	n	g	e	false
î	n	g	h	false
î	n	g	l	false
î	n	g	r	false
î	n	g	u	false
î	n	g	â	false
î	n	g	ă	false
î	n	h	a	false
î	n	h	u	false
î	n	h	ă	false
î	n	i	a	false
î	n	i	e	false
î	n	j	g	true
î	n	j	o	false
î	n	j	u	false
î	n	l	e	false
î	n	l	o	false
î	n	l	u	false
î	n	l	ă	false
î	n	m	a	false
î	n	m	i	false
î	n	m	l	false
î	n	m	o	false
î	n	m	u	false
î	n	m	â	false
î	n	m	ă	false
î	n	n	e	false
î	n	n	i	false
î	n	n	o	false
î	n	n	ă	false
î	n	o	a	false
î	n	o	t	false
î	n	o	t	true
î	n	o	ț	false
î	n	r	e	false
î	n	r	o	false
î	n	r	u	false
î	n	r	â	false
î	n	r	ă	false
î	n	s	a	false
î	n	s	c	false
î	n	s	c	true
î	n	s	e	false
î	n	s	i	false
î	n	s	o	false
î	n	s	p	false
î	n	s	p	true
î	n	s	t	false
î	n	s	u	false
î	n	s	â	false
î	n	s	ă	false
î	n	t	e	false
î	n	t	i	false
î	n	t	o	false
î	n	t	r	false
î	n	t	u	false
î	n	t	â	false
î	n	t	ă	false
î	n	v	a	false
î	n	v	e	false
î	n	v	i	false
î	n	v	o	false
î	n	v	r	false
î	n	v	â	false
î	n	v	ă	false
î	n	v	ț	false
î	n	z	d	false
î	n	z	e	false
î	n	z	i	false
î	n	z	o	false
î	n	z	ă	false
î	n	ă	b	true
î	n	ă	c	true
î	n	ă	d	true
î	n	ă	l	false
î	n	ă	s	false
î	n	ă	u	true
î	n	ș	a	false
î	n	ș	e	false
î	n	ș	f	false
î	n	ș	i	false
î	n	ș	o	false
î	n	ș	t	false
î	n	ș	u	false
î	n	ț	a	false
î	n	ț	e	false
î	n	ț	i	false
î	n	ț	l	false
î	n	ț	o	false
î	n	ț	ă	false
ă	a	c	r	false
ă	a	l	b	true
ă	a	m	i	false
ă	b	a	i	false
ă	b	a	l	true
ă	b	a	t	false
ă	b	a	t	true
ă	b	a	v	false
ă	b	a	v	true
ă	b	a	ț	false
ă	b	d	a	false
ă	b	d	â	false
ă	b	d	ă	false
ă	b	e	a	false
ă	b	e	s	false
ă	b	e	t	true
ă	b	e	ș	false
ă	b	e	ț	false
ă	b	e	ț	true
ă	b	i	a	true
ă	b	i	c	true
ă	b	i	e	true
ă	b	i	i	false
ă	b	i	i	true
ă	b	i	l	true
ă	b	i	m	false
ă	b	i	n	false
ă	b	i	n	true
ă	b	i	o	true
ă	b	i	r	false
ă	b	i	r	true
ă	b	i	s	true
ă	b	i	t	false
ă	b	i	t	true
ă	b	i	u	true
ă	b	i	ș	false
ă	b	i	ț	false
ă	b	j	e	false
ă	b	j	i	false
ă	b	l	a	false
ă	b	l	i	false
ă	b	l	u	false
ă	b	l	ă	false
ă	b	o	a	false
ă	b	o	g	true
ă	b	o	i	false
ă	b	o	i	true
ă	b	o	j	false
ă	b	o	j	true
ă	b	o	s	false
ă	b	o	v	true
ă	b	o	ș	false
ă	b	r	a	false
ă	b	r	e	false
ă	b	u	c	false
ă	b	u	c	true
ă	b	u	f	false
ă	b	u	i	true
ă	b	u	n	false
ă	b	u	n	true
ă	b	u	z	false
ă	b	u	ș	false
ă	b	u	ș	true
ă	b	u	ț	false
ă	b	u	ț	true
ă	b	â	l	false
ă	b	â	r	false
ă	b	ă	c	true
ă	b	ă	d	true
ă	b	ă	i	false
ă	b	ă	i	true
ă	b	ă	l	true
ă	b	ă	n	true
ă	b	ă	r	false
ă	b	ă	r	true
ă	b	ă	t	true
ă	b	ă	u	true
ă	b	ă	v	false
ă	b	ă	v	true
ă	c	a	c	false
ă	c	a	c	true
ă	c	a	i	false
ă	c	a	i	true
ă	c	a	l	true
ă	c	a	m	false
ă	c	a	n	false
ă	c	a	n	true
ă	c	a	r	false
ă	c	a	r	true
ă	c	a	s	false
ă	c	a	s	true
ă	c	a	t	false
ă	c	a	t	true
ă	c	a	u	false
ă	c	a	ș	false
ă	c	a	ș	true
ă	c	a	ț	false
ă	c	e	a	false
ă	c	e	i	false
ă	c	e	i	true
ă	c	e	l	false
ă	c	e	l	true
ă	c	e	m	false
ă	c	e	r	false
ă	c	e	r	true
ă	c	e	s	false
ă	c	e	ș	false
ă	c	e	ș	true
ă	c	e	ț	false
ă	c	h	i	false
ă	c	h	r	false
ă	c	i	a	true
ă	c	i	e	false
ă	c	i	e	true
ă	c	i	i	false
ă	c	i	i	true
ă	c	i	l	true
ă	c	i	m	false
ă	c	i	m	true
ă	c	i	n	false
ă	c	i	n	true
ă	c	i	o	false
ă	c	i	r	false
ă	c	i	r	true
ă	c	i	s	true
ă	c	i	t	false
ă	c	i	t	true
ă	c	i	u	false
ă	c	i	u	true
ă	c	i	ș	false
ă	c	i	ț	false
ă	c	i	ț	true
ă	c	l	i	false
ă	c	l	u	false
ă	c	l	ă	false
ă	c	n	e	false
ă	c	n	i	false
ă	c	o	a	false
ă	c	o	i	false
ă	c	o	m	true
ă	c	o	p	false
ă	c	o	p	true
ă	c	o	r	false
ă	c	o	r	true
ă	c	o	s	false
ă	c	o	v	true
ă	c	o	ș	false
ă	c	r	e	false
ă	c	r	i	false
ă	c	r	ă	false
ă	c	s	u	false
ă	c	u	i	false
ă	c	u	i	true
ă	c	u	l	false
ă	c	u	l	true
ă	c	u	m	true
ă	c	u	r	false
ă	c	u	r	true
ă	c	u	s	false
ă	c	u	s	true
ă	c	u	t	false
ă	c	u	t	true
ă	c	u	v	true
ă	c	u	ș	false
ă	c	u	ș	true
ă	c	u	ț	false
ă	c	u	ț	true
ă	c	â	n	false
ă	c	ă	c	true
ă	c	ă	d	true
ă	c	ă	i	false
ă	c	ă	i	true
ă	c	ă	l	true
ă	c	ă	m	false
ă	c	ă	m	true
ă	c	ă	n	false
ă	c	ă	n	true
ă	c	ă	r	false
ă	c	ă	r	true
ă	c	ă	s	false
ă	c	ă	t	true
ă	c	ă	u	false
ă	c	ă	u	true
ă	c	ă	ș	true
ă	c	ă	ț	true
ă	d	a	c	true
ă	d	a	i	false
ă	d	a	i	true
ă	d	a	l	false
ă	d	a	l	true
ă	d	a	m	false
ă	d	a	n	false
ă	d	a	n	true
ă	d	a	r	false
ă	d	a	r	true
ă	d	a	s	true
ă	d	a	t	false
ă	d	a	t	true
ă	d	a	u	false
ă	d	a	ș	false
ă	d	a	ș	true
ă	d	a	ț	false
ă	d	e	a	false
ă	d	e	a	true
ă	d	e	b	true
ă	d	e	c	true
ă	d	e	i	true
ă	d	e	j	false
ă	d	e	l	false
ă	d	e	l	true
ă	d	e	m	false
ă	d	e	m	true
ă	d	e	n	false
ă	d	e	n	true
ă	d	e	p	true
ă	d	e	r	false
ă	d	e	r	true
ă	d	e	s	false
ă	d	e	s	true
ă	d	e	t	false
ă	d	e	t	true
ă	d	e	v	true
ă	d	e	z	false
ă	d	e	z	true
ă	d	e	ș	false
ă	d	e	ț	false
ă	d	i	a	true
ă	d	i	c	false
ă	d	i	c	true
ă	d	i	e	true
ă	d	i	i	false
ă	d	i	i	true
ă	d	i	l	true
ă	d	i	m	false
ă	d	i	m	true
ă	d	i	n	false
ă	d	i	n	true
ă	d	i	o	true
ă	d	i	r	false
ă	d	i	r	true
ă	d	i	s	true
ă	d	i	t	false
ă	d	i	t	true
ă	d	i	u	false
ă	d	i	ș	false
ă	d	i	ș	true
ă	d	i	ț	false
ă	d	i	ț	true
ă	d	o	a	false
ă	d	o	i	false
ă	d	o	i	true
ă	d	o	s	false
ă	d	o	ș	false
ă	d	r	a	false
ă	d	r	ă	false
ă	d	u	c	true
ă	d	u	f	false
ă	d	u	f	true
ă	d	u	i	false
ă	d	u	i	true
ă	d	u	l	false
ă	d	u	l	true
ă	d	u	r	false
ă	d	u	r	true
ă	d	u	s	true
ă	d	u	v	false
ă	d	u	v	true
ă	d	u	ș	false
ă	d	u	ș	true
ă	d	u	ț	false
ă	d	u	ț	true
ă	d	v	a	false
ă	d	â	n	false
ă	d	ă	c	true
ă	d	ă	d	true
ă	d	ă	i	false
ă	d	ă	i	true
ă	d	ă	j	false
ă	d	ă	l	true
ă	d	ă	m	false
ă	d	ă	o	true
ă	d	ă	r	false
ă	d	ă	r	true
ă	d	ă	t	true
ă	d	ă	u	false
ă	d	ă	u	true
ă	d	ă	ț	true
ă	f	a	i	true
ă	f	a	r	false
ă	f	i	a	true
ă	f	i	e	true
ă	f	i	i	false
ă	f	i	i	true
ă	f	i	ț	true
ă	f	l	e	false
ă	f	o	a	false
ă	f	o	r	false
ă	f	o	r	true
ă	f	o	s	false
ă	f	o	ș	false
ă	f	r	a	false
ă	f	r	ă	false
ă	f	t	u	false
ă	f	t	ă	false
ă	f	u	g	false
ă	f	u	g	true
ă	f	u	i	true
ă	f	u	l	false
ă	f	u	l	true
ă	f	u	n	false
ă	f	u	r	true
ă	f	u	ș	true
ă	f	â	l	false
ă	f	â	r	false
ă	f	ă	i	false
ă	f	ă	i	true
ă	f	ă	l	true
ă	f	ă	r	true
ă	f	ă	t	true
ă	g	a	c	false
ă	g	a	c	true
ă	g	a	d	false
ă	g	a	d	true
ă	g	a	i	false
ă	g	a	i	true
ă	g	a	l	false
ă	g	a	l	true
ă	g	a	m	false
ă	g	a	n	false
ă	g	a	n	true
ă	g	a	r	false
ă	g	a	r	true
ă	g	a	s	true
ă	g	a	t	false
ă	g	a	t	true
ă	g	a	u	false
ă	g	a	z	false
ă	g	a	z	true
ă	g	a	ș	false
ă	g	a	ș	true
ă	g	a	ț	false
ă	g	e	a	false
ă	g	e	i	false
ă	g	e	i	true
ă	g	e	l	false
ă	g	e	l	true
ă	g	e	s	false
ă	g	e	t	false
ă	g	e	t	true
ă	g	e	z	true
ă	g	e	ș	false
ă	g	e	ț	false
ă	g	e	ț	true
ă	g	h	i	false
ă	g	i	a	true
ă	g	i	c	false
ă	g	i	c	true
ă	g	i	e	true
ă	g	i	i	false
ă	g	i	i	true
ă	g	i	l	true
ă	g	i	m	false
ă	g	i	m	true
ă	g	i	n	false
ă	g	i	n	true
ă	g	i	o	false
ă	g	i	o	true
ă	g	i	r	false
ă	g	i	r	true
ă	g	i	s	true
ă	g	i	t	false
ă	g	i	t	true
ă	g	i	ș	false
ă	g	i	ț	false
ă	g	i	ț	true
ă	g	l	a	false
ă	g	n	e	false
ă	g	n	i	false
ă	g	o	a	false
ă	g	o	s	false
ă	g	o	ș	false
ă	g	r	a	false
ă	g	r	e	false
ă	g	r	i	false
ă	g	r	â	false
ă	g	r	ă	false
ă	g	u	b	true
ă	g	u	i	false
ă	g	u	i	true
ă	g	u	l	true
ă	g	u	n	true
ă	g	u	r	false
ă	g	u	r	true
ă	g	u	s	true
ă	g	u	t	false
ă	g	u	t	true
ă	g	u	ș	false
ă	g	u	ș	true
ă	g	u	ț	false
ă	g	u	ț	true
ă	g	â	n	false
ă	g	â	n	true
ă	g	â	r	false
ă	g	ă	c	true
ă	g	ă	d	true
ă	g	ă	i	true
ă	g	ă	l	true
ă	g	ă	m	false
ă	g	ă	n	true
ă	g	ă	o	true
ă	g	ă	r	false
ă	g	ă	r	true
ă	g	ă	s	false
ă	g	ă	t	true
ă	g	ă	u	true
ă	g	ă	z	true
ă	h	n	e	false
ă	h	n	i	false
ă	h	n	o	false
ă	h	u	i	false
ă	h	u	i	true
ă	h	ă	i	false
ă	h	ă	i	true
ă	h	ă	l	true
ă	h	ă	r	false
ă	h	ă	r	true
ă	i	a	c	false
ă	i	a	c	true
ă	i	a	i	false
ă	i	a	l	true
ă	i	a	m	false
ă	i	a	n	false
ă	i	a	n	true
ă	i	a	r	false
ă	i	a	r	true
ă	i	a	s	false
ă	i	a	s	true
ă	i	a	t	false
ă	i	a	t	true
ă	i	a	u	false
ă	i	a	z	true
ă	i	a	ș	false
ă	i	a	ș	true
ă	i	a	ț	false
ă	i	a	ț	true
ă	i	b	a	false
ă	i	b	i	false
ă	i	b	u	false
ă	i	b	ă	false
ă	i	c	e	false
ă	i	c	i	false
ă	i	c	u	false
ă	i	c	ă	false
ă	i	d	a	false
ă	i	d	ă	false
ă	i	e	c	false
ă	i	e	c	true
ă	i	e	i	false
ă	i	e	l	false
ă	i	e	l	true
ă	i	e	m	false
ă	i	e	n	false
ă	i	e	n	true
ă	i	e	r	false
ă	i	e	r	true
ă	i	e	s	false
ă	i	e	s	true
ă	i	e	t	true
ă	i	e	z	false
ă	i	e	z	true
ă	i	e	ș	false
ă	i	e	ș	true
ă	i	e	ț	false
ă	i	e	ț	true
ă	i	f	ă	false
ă	i	g	i	false
ă	i	i	i	false
ă	i	i	i	true
ă	i	i	l	true
ă	i	l	a	false
ă	i	l	e	false
ă	i	l	o	false
ă	i	l	â	false
ă	i	l	ă	false
ă	i	m	a	false
ă	i	m	e	false
ă	i	m	i	false
ă	i	m	o	false
ă	i	m	â	false
ă	i	m	ă	false
ă	i	n	a	false
ă	i	n	d	false
ă	i	n	d	true
ă	i	n	e	false
ă	i	n	i	false
ă	i	n	o	false
ă	i	n	u	false
ă	i	n	z	false
ă	i	n	â	false
ă	i	n	ă	false
ă	i	n	ț	true
ă	i	o	a	false
ă	i	o	r	false
ă	i	o	s	false
ă	i	o	ș	false
ă	i	r	e	false
ă	i	r	i	false
ă	i	r	ă	false
ă	i	s	a	false
ă	i	s	e	false
ă	i	s	t	true
ă	i	t	a	false
ă	i	t	e	false
ă	i	t	i	false
ă	i	t	o	false
ă	i	t	u	false
ă	i	t	â	false
ă	i	t	ă	false
ă	i	u	g	false
ă	i	u	g	true
ă	i	u	l	false
ă	i	u	l	true
ă	i	u	ș	false
ă	i	u	ș	true
ă	i	u	ț	false
ă	i	u	ț	true
ă	i	ș	a	false
ă	i	ș	e	false
ă	i	ș	i	false
ă	i	ș	o	false
ă	i	ș	t	false
ă	i	ș	t	true
ă	i	ș	u	false
ă	i	ș	ă	false
ă	i	ț	a	false
ă	i	ț	e	false
ă	i	ț	i	false
ă	i	ț	u	false
ă	i	ț	ă	false
ă	j	a	c	false
ă	j	a	c	true
ă	j	a	r	false
ă	j	a	r	true
ă	j	b	e	false
ă	j	b	i	false
ă	j	d	a	false
ă	j	d	i	false
ă	j	d	u	false
ă	j	e	a	false
ă	j	e	i	false
ă	j	e	i	true
ă	j	e	l	false
ă	j	e	l	true
ă	j	e	n	false
ă	j	e	n	true
ă	j	e	r	false
ă	j	e	r	true
ă	j	e	s	false
ă	j	e	ș	false
ă	j	g	a	false
ă	j	i	c	true
ă	j	i	i	false
ă	j	i	l	true
ă	j	i	m	false
ă	j	i	n	false
ă	j	i	n	true
ă	j	i	r	false
ă	j	i	r	true
ă	j	i	s	true
ă	j	i	t	false
ă	j	i	t	true
ă	j	i	ș	false
ă	j	i	ț	false
ă	j	m	a	false
ă	j	m	ă	false
ă	j	o	a	false
ă	j	o	r	false
ă	j	o	r	true
ă	j	u	i	false
ă	j	u	i	true
ă	j	ă	r	true
ă	k	i	l	true
ă	l	a	b	false
ă	l	a	b	true
ă	l	a	c	false
ă	l	a	c	true
ă	l	a	g	true
ă	l	a	i	false
ă	l	a	i	true
ă	l	a	l	false
ă	l	a	l	true
ă	l	a	m	false
ă	l	a	n	false
ă	l	a	n	true
ă	l	a	p	false
ă	l	a	r	false
ă	l	a	r	true
ă	l	a	s	true
ă	l	a	t	false
ă	l	a	t	true
ă	l	a	u	false
ă	l	a	ș	false
ă	l	a	ș	true
ă	l	a	ț	false
ă	l	a	ț	true
ă	l	b	a	false
ă	l	b	e	false
ă	l	b	i	false
ă	l	b	u	false
ă	l	b	ă	false
ă	l	c	a	false
ă	l	c	e	false
ă	l	c	i	false
ă	l	c	o	false
ă	l	c	r	false
ă	l	c	â	false
ă	l	c	ă	false
ă	l	d	a	false
ă	l	d	i	false
ă	l	d	u	false
ă	l	d	â	false
ă	l	d	ă	false
ă	l	e	a	false
ă	l	e	c	true
ă	l	e	i	false
ă	l	e	i	true
ă	l	e	l	false
ă	l	e	l	true
ă	l	e	n	false
ă	l	e	n	true
ă	l	e	p	true
ă	l	e	s	false
ă	l	e	t	true
ă	l	e	z	false
ă	l	e	z	true
ă	l	e	ș	false
ă	l	e	ț	false
ă	l	e	ț	true
ă	l	g	e	false
ă	l	g	i	false
ă	l	h	ă	false
ă	l	i	a	true
ă	l	i	b	true
ă	l	i	c	false
ă	l	i	c	true
ă	l	i	e	false
ă	l	i	e	true
ă	l	i	f	true
ă	l	i	g	false
ă	l	i	g	true
ă	l	i	i	false
ă	l	i	i	true
ă	l	i	l	true
ă	l	i	m	false
ă	l	i	m	true
ă	l	i	n	false
ă	l	i	n	true
ă	l	i	o	true
ă	l	i	r	false
ă	l	i	r	true
ă	l	i	s	true
ă	l	i	t	false
ă	l	i	t	true
ă	l	i	u	false
ă	l	i	u	true
ă	l	i	ș	false
ă	l	i	ș	true
ă	l	i	ț	false
ă	l	i	ț	true
ă	l	m	a	false
ă	l	m	i	false
ă	l	m	u	false
ă	l	m	ă	false
ă	l	n	i	false
ă	l	o	a	false
ă	l	o	g	false
ă	l	o	g	true
ă	l	o	r	false
ă	l	o	r	true
ă	l	o	s	false
ă	l	o	s	true
ă	l	o	ș	false
ă	l	o	ș	true
ă	l	p	a	false
ă	l	p	i	false
ă	l	p	o	false
ă	l	p	u	false
ă	l	p	ă	false
ă	l	s	ă	false
ă	l	t	a	false
ă	l	t	e	false
ă	l	t	i	false
ă	l	t	o	false
ă	l	t	u	false
ă	l	t	â	false
ă	l	t	ă	false
ă	l	u	c	false
ă	l	u	c	true
ă	l	u	d	false
ă	l	u	d	true
ă	l	u	g	false
ă	l	u	g	true
ă	l	u	i	false
ă	l	u	i	true
ă	l	u	l	false
ă	l	u	l	true
ă	l	u	m	true
ă	l	u	n	false
ă	l	u	r	false
ă	l	u	r	true
ă	l	u	z	false
ă	l	u	z	true
ă	l	u	ș	false
ă	l	u	ș	true
ă	l	u	ț	false
ă	l	u	ț	true
ă	l	v	a	false
ă	l	v	i	false
ă	l	z	e	false
ă	l	z	i	false
ă	l	â	i	false
ă	l	â	i	true
ă	l	â	m	false
ă	l	â	n	false
ă	l	â	u	false
ă	l	ă	b	true
ă	l	ă	c	true
ă	l	ă	d	true
ă	l	ă	f	true
ă	l	ă	g	false
ă	l	ă	g	true
ă	l	ă	i	false
ă	l	ă	i	true
ă	l	ă	j	true
ă	l	ă	l	true
ă	l	ă	m	false
ă	l	ă	m	true
ă	l	ă	n	false
ă	l	ă	n	true
ă	l	ă	r	false
ă	l	ă	r	true
ă	l	ă	t	true
ă	l	ă	u	false
ă	l	ă	u	true
ă	l	ă	v	true
ă	l	ă	z	true
ă	l	ă	ș	false
ă	l	ă	ș	true
ă	l	ă	ț	true
ă	l	ț	a	false
ă	l	ț	e	false
ă	l	ț	i	false
ă	l	ț	u	false
ă	l	ț	â	false
ă	l	ț	ă	false
ă	m	a	d	true
ă	m	a	i	false
ă	m	a	m	false
ă	m	a	m	true
ă	m	a	n	false
ă	m	a	n	true
ă	m	a	r	false
ă	m	a	r	true
ă	m	a	s	false
ă	m	a	s	true
ă	m	a	t	false
ă	m	a	t	true
ă	m	a	u	false
ă	m	a	ș	false
ă	m	a	ș	true
ă	m	a	ț	false
ă	m	b	a	false
ă	m	b	u	false
ă	m	b	ă	false
ă	m	c	i	false
ă	m	e	a	false
ă	m	e	s	false
ă	m	e	s	true
